Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),72693,(+/- 2227 ),63728,(+/- 1756 ),65911,(+/- 1628 ),69853,(+/- 1767 ),94033,(+/- 3388 ),64371,(+/- 1420 ),57565,(+/- 2738 ),64696,(+/- 1988 ),71613,(+/- 2176 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,699434,(+/- 3118 ),714078,(+/- 4040 ),732466,(+/- 2980 ),735930,(+/- 5571 ),759877,(+/- 8679 ),708068,(+/- 3024 ),743154,(+/- 8062 ),700692,(+/- 3016 ),741215,(+/- 4618 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,653750,(+/- 5045 ),635720,(+/- 7826 ),661612,(+/- 6304 ),682888,(+/- 7467 ),712927,(+/- 8749 ),646928,(+/- 5573 ),670861,(+/- 10096 ),647400,(+/- 5846 ),692465,(+/- 6541 )
Socioeconomic,Health Insurance Coverage,With private health insurance,488746,(+/- 8941 ),478354,(+/- 10904 ),503026,(+/- 9441 ),554092,(+/- 9381 ),596932,(+/- 11457 ),501566,(+/- 9846 ),442724,(+/- 13272 ),504506,(+/- 8031 ),553556,(+/- 10392 )
Socioeconomic,Health Insurance Coverage,With public coverage,249180,(+/- 6370 ),243683,(+/- 7602 ),242675,(+/- 6673 ),224605,(+/- 8060 ),204856,(+/- 8160 ),241646,(+/- 8119 ),297517,(+/- 10442 ),242481,(+/- 6795 ),230563,(+/- 7750 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,45684,(+/- 4468 ),78358,(+/- 7416 ),70854,(+/- 5718 ),53042,(+/- 5255 ),46950,(+/- 5011 ),61140,(+/- 4726 ),72293,(+/- 6614 ),53292,(+/- 4678 ),48750,(+/- 4909 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,165528,(+/- 1405 ),179673,(+/- 1823 ),190606,(+/- 1403 ),170942,(+/- 2637 ),185942,(+/- 5028 ),158983,(+/- 1302 ),195091,(+/- 5023 ),162728,(+/- 1914 ),164432,(+/- 2440 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,3793,(+/- 976 ),18263,(+/- 3197 ),18288,(+/- 3056 ),8597,(+/- 2283 ),6013,(+/- 1647 ),11529,(+/- 2450 ),7447,(+/- 1875 ),10534,(+/- 1780 ),7686,(+/- 2326 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,10.4,(+/- 1.1 ),9.6,(+/- 1.1 ),9.7,(+/- 1.0 ),7.8,(+/- 1.0 ),7.3,(+/- 0.9 ),9.7,(+/- 1.1 ),16.0,(+/- 1.6 ),9.0,(+/- 1.1 ),7.8,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,17.9,(+/- 2.1 ),16.5,(+/- 2.0 ),17.2,(+/- 2.0 ),13.9,(+/- 2.0 ),11.4,(+/- 1.6 ),16.8,(+/- 2.0 ),25.5,(+/- 2.8 ),15.2,(+/- 2.1 ),13.0,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,16.4,(+/- 4.8 ),19.1,(+/- 4.3 ),17.4,(+/- 4.7 ),16.1,(+/- 4.4 ),11.3,(+/- 3.6 ),19.8,(+/- 5.7 ),21.3,(+/- 5.7 ),22.1,(+/- 5.5 ),16.1,(+/- 5.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.9,(+/- 0.7 ),4.4,(+/- 0.9 ),4.9,(+/- 0.9 ),4.0,(+/- 0.9 ),2.9,(+/- 0.6 ),5.3,(+/- 1.0 ),8.6,(+/- 1.5 ),4.2,(+/- 0.8 ),3.5,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,5.5,(+/- 1.5 ),7.1,(+/- 1.9 ),8.3,(+/- 1.9 ),7.0,(+/- 1.7 ),3.5,(+/- 1.1 ),7.9,(+/- 1.8 ),13.9,(+/- 3.1 ),6.2,(+/- 1.7 ),5.2,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,3.2,(+/- 2.9 ),1.9,(+/- 1.8 ),4.2,(+/- 3.0 ),4.6,(+/- 2.9 ),2.4,(+/- 1.5 ),6.8,(+/- 4.5 ),11.8,(+/- 7.0 ),10.4,(+/- 4.9 ),8.3,(+/- 4.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",29.6,(+/- 4.2 ),30.6,(+/- 4.0 ),31.7,(+/- 4.6 ),24.8,(+/- 4.5 ),24.8,(+/- 4.5 ),31.4,(+/- 3.9 ),31.0,(+/- 3.8 ),29.1,(+/- 3.9 ),28.8,(+/- 4.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,44.1,(+/- 5.6 ),41.3,(+/- 5.4 ),40.5,(+/- 5.4 ),33.5,(+/- 6.0 ),30.4,(+/- 5.7 ),44.5,(+/- 5.5 ),39.9,(+/- 5.0 ),38.4,(+/- 5.8 ),37.2,(+/- 6.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,44.6,(+/- 14.6 ),54.6,(+/- 11.8 ),48.3,(+/- 13.0 ),63.9,(+/- 13.9 ),49.6,(+/- 19.0 ),52.3,(+/- 13.8 ),35.3,(+/- 9.9 ),49.6,(+/- 13.0 ),40.6,(+/- 17.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,14.3,(+/- 1.2 ),14.5,(+/- 1.3 ),13.5,(+/- 1.1 ),12.8,(+/- 1.1 ),9.8,(+/- 1.0 ),14.7,(+/- 1.1 ),20.8,(+/- 1.6 ),13.8,(+/- 1.1 ),12.7,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,22.4,(+/- 2.8 ),20.8,(+/- 2.8 ),19.8,(+/- 2.1 ),15.3,(+/- 2.4 ),12.7,(+/- 2.0 ),20.1,(+/- 2.5 ),31.6,(+/- 3.6 ),17.7,(+/- 2.4 ),13.9,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,21.9,(+/- 2.8 ),20.7,(+/- 2.8 ),19.2,(+/- 2.1 ),14.7,(+/- 2.4 ),12.5,(+/- 2.0 ),19.6,(+/- 2.6 ),31.3,(+/- 3.7 ),17.1,(+/- 2.4 ),13.5,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,26.3,(+/- 4.4 ),21.9,(+/- 3.6 ),20.6,(+/- 3.7 ),16.1,(+/- 3.3 ),13.2,(+/- 3.0 ),23.4,(+/- 4.2 ),29.0,(+/- 4.6 ),22.7,(+/- 4.1 ),16.1,(+/- 3.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,20.5,(+/- 2.9 ),20.3,(+/- 3.2 ),18.6,(+/- 2.3 ),14.2,(+/- 2.6 ),12.3,(+/- 2.5 ),18.4,(+/- 2.7 ),32.2,(+/- 4.1 ),15.1,(+/- 2.7 ),12.6,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,11.8,(+/- 0.8 ),12.3,(+/- 1.0 ),11.3,(+/- 0.9 ),12.0,(+/- 0.9 ),8.9,(+/- 0.9 ),13.1,(+/- 0.8 ),17.0,(+/- 1.1 ),12.7,(+/- 0.8 ),12.3,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.0,(+/- 1.3 ),8.2,(+/- 1.5 ),7.2,(+/- 1.2 ),6.3,(+/- 1.1 ),6.3,(+/- 1.1 ),8.3,(+/- 1.2 ),8.6,(+/- 1.5 ),9.3,(+/- 1.5 ),7.0,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,11.7,(+/- 1.3 ),11.6,(+/- 1.4 ),11.0,(+/- 1.1 ),8.6,(+/- 1.2 ),7.6,(+/- 1.0 ),11.4,(+/- 1.3 ),18.8,(+/- 2.0 ),10.1,(+/- 1.2 ),8.3,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,26.1,(+/- 1.8 ),27.9,(+/- 2.2 ),24.1,(+/- 2.1 ),29.4,(+/- 1.9 ),19.1,(+/- 2.1 ),28.9,(+/- 1.9 ),27.1,(+/- 2.1 ),28.9,(+/- 1.9 ),30.5,(+/- 2.1 )
Education,School Enrollment,Population 3 years and over enrolled in school,171210,(+/- 3666 ),180811,(+/- 4215 ),184225,(+/- 3558 ),205746,(+/- 5294 ),194506,(+/- 5447 ),172753,(+/- 3912 ),200779,(+/- 6150 ),170312,(+/- 3953 ),203877,(+/- 4409 )
Education,School Enrollment,"Nursery school, preschool",9003,(+/- 1620 ),10188,(+/- 1293 ),12460,(+/- 1650 ),12183,(+/- 1733 ),13774,(+/- 2066 ),8297,(+/- 1334 ),14336,(+/- 2174 ),9388,(+/- 1377 ),13353,(+/- 2024 )
Education,School Enrollment,Kindergarten,8346,(+/- 1556 ),10419,(+/- 1503 ),9227,(+/- 1259 ),9440,(+/- 1977 ),10210,(+/- 1877 ),10351,(+/- 1582 ),12938,(+/- 2353 ),7763,(+/- 1337 ),9861,(+/- 1488 )
Education,School Enrollment,Elementary school (grades 1-8),76964,(+/- 2257 ),82255,(+/- 2229 ),84346,(+/- 2408 ),77257,(+/- 3245 ),84478,(+/- 3809 ),67813,(+/- 2202 ),86623,(+/- 3979 ),74201,(+/- 2071 ),73670,(+/- 2633 )
Education,School Enrollment,High school (grades 9-12),40483,(+/- 1911 ),41701,(+/- 2088 ),41617,(+/- 1777 ),39557,(+/- 2608 ),42092,(+/- 2134 ),41538,(+/- 2391 ),40494,(+/- 2930 ),35653,(+/- 1980 ),39141,(+/- 1786 )
Education,School Enrollment,College or graduate school,36414,(+/- 2636 ),36248,(+/- 2932 ),36575,(+/- 2698 ),67309,(+/- 4423 ),43952,(+/- 3118 ),44754,(+/- 2767 ),46388,(+/- 3739 ),43307,(+/- 3164 ),67852,(+/- 3487 )
Education,Educational Attainment,Population 25 years and over,481858,(+/- 2785 ),474369,(+/- 3565 ),482856,(+/- 2550 ),483085,(+/- 3836 ),518432,(+/- 5809 ),486573,(+/- 3008 ),484437,(+/- 4915 ),485301,(+/- 2524 ),495665,(+/- 3887 )
Education,Educational Attainment,Less than 9th grade,15564,(+/- 2020 ),26971,(+/- 3148 ),25445,(+/- 2289 ),13683,(+/- 1845 ),9939,(+/- 1580 ),16615,(+/- 2426 ),26943,(+/- 3134 ),15560,(+/- 1874 ),14022,(+/- 1975 )
Education,Educational Attainment,"9th to 12th grade, no diploma",35243,(+/- 3734 ),47315,(+/- 3515 ),35560,(+/- 2433 ),36834,(+/- 3317 ),24162,(+/- 2650 ),41009,(+/- 2901 ),46878,(+/- 3736 ),39988,(+/- 3386 ),39768,(+/- 3717 )
Education,Educational Attainment,High school graduate (includes equivalency),167957,(+/- 5013 ),173090,(+/- 5638 ),162784,(+/- 5560 ),169645,(+/- 5740 ),119720,(+/- 6002 ),192329,(+/- 4945 ),152881,(+/- 6179 ),175874,(+/- 5646 ),167602,(+/- 5509 )
Education,Educational Attainment,"Some college, no degree",109282,(+/- 5099 ),94460,(+/- 3821 ),103988,(+/- 4449 ),96211,(+/- 5227 ),94016,(+/- 5119 ),95648,(+/- 3662 ),105675,(+/- 5443 ),99246,(+/- 4502 ),101687,(+/- 4932 )
Education,Educational Attainment,Associate's degree,44850,(+/- 3042 ),33991,(+/- 2813 ),44587,(+/- 2986 ),41216,(+/- 3808 ),37512,(+/- 3019 ),40177,(+/- 2838 ),38433,(+/- 3219 ),51370,(+/- 3300 ),42000,(+/- 3295 )
Education,Educational Attainment,Bachelor's degree,70421,(+/- 3618 ),62443,(+/- 3568 ),72616,(+/- 3794 ),78619,(+/- 4454 ),147652,(+/- 6677 ),62943,(+/- 3807 ),76422,(+/- 4598 ),66367,(+/- 4177 ),78810,(+/- 4348 )
Education,Educational Attainment,Graduate or professional degree,38541,(+/- 3667 ),36099,(+/- 3023 ),37876,(+/- 2950 ),46877,(+/- 3930 ),85431,(+/- 4620 ),37852,(+/- 2889 ),37205,(+/- 3239 ),36896,(+/- 2674 ),51776,(+/- 3562 )
Education,Educational Attainment,Percent high school graduate or higher,89.5,(+/- 0.8 ),84.3,(+/- 0.9 ),87.4,(+/- 0.7 ),89.5,(+/- 0.8 ),93.4,(+/- 0.6 ),88.2,(+/- 0.8 ),84.8,(+/- 1.0 ),88.6,(+/- 0.8 ),89.1,(+/- 0.9 )
Education,Educational Attainment,Percent bachelor's degree or higher,22.6,(+/- 1.0 ),20.8,(+/- 1.0 ),22.9,(+/- 1.0 ),26.0,(+/- 1.3 ),45.0,(+/- 1.2 ),20.7,(+/- 0.9 ),23.5,(+/- 1.1 ),21.3,(+/- 1.0 ),26.3,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,242092,G,311487,G,316415,G,247952,G,376043,G,233506,G,343470,G,276241,G,232889,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",a,D,239,J,176,H,311,G,180,H,213,G,b,D,193,H,96,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",142,H,99,J,263,H,283,H,242,J,313,G,b,D,3892,G,579,G
Business,Paid employees for pay period including March 12,Utilities,h,D,636,J,810,H,1755,J,1256,G,1375,H,1958,J,3569,H,1259,H
Business,Paid employees for pay period including March 12,Construction,13885,G,10389,G,11946,G,10902,G,15254,G,8952,G,17979,G,16064,G,11757,G
Business,Paid employees for pay period including March 12,Manufacturing,37679,G,101997,G,86595,G,56615,G,23748,G,52277,G,31396,G,55594,G,42947,G
Business,Paid employees for pay period including March 12,Wholesale trade,8215,G,14969,G,17084,G,9991,G,17656,G,7151,G,19080,G,13011,G,8505,G
Business,Paid employees for pay period including March 12,Retail trade,36615,G,33461,G,36885,G,36766,G,44144,G,29564,G,29025,G,35534,G,35608,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,11151,G,8378,G,10242,G,16321,G,13548,G,9039,G,29211,H,12857,G,11370,G
Business,Paid employees for pay period including March 12,Information,2476,G,3760,G,4529,H,2356,G,9995,G,2043,G,10068,G,3901,G,2935,G
Business,Paid employees for pay period including March 12,Finance and insurance,5406,G,7660,G,11356,H,5353,G,27277,G,7479,G,14572,G,8669,G,7007,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2994,G,2762,G,3222,G,2574,G,6924,G,1892,G,6527,G,2802,G,2884,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",8004,G,7907,G,8131,G,6254,G,30301,G,8306,G,23919,G,8857,G,7345,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1476,H,5041,H,6042,G,1079,G,15691,G,11026,H,6632,G,2651,G,1507,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,10204,G,14974,G,15025,G,15311,G,28747,G,13961,H,27535,G,13231,G,11966,H
Business,Paid employees for pay period including March 12,Educational services,6883,H,18156,H,6973,G,3788,H,12644,G,2946,G,9182,H,5175,H,2316,G
Business,Paid employees for pay period including March 12,Health care and social assistance,45016,G,40346,G,48945,G,36375,H,61558,G,39599,G,58478,G,48076,G,39595,H
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",5250,H,2298,G,3556,G,1821,G,6465,H,2149,G,6307,G,2843,G,2777,G
Business,Paid employees for pay period including March 12,Accommodation and food services,29652,G,25580,G,27946,G,28536,G,41111,G,25938,G,33431,G,27084,G,30507,G
Business,Paid employees for pay period including March 12,Other services (except public administration),13971,G,12806,G,16658,G,11533,G,19269,G,9228,G,18059,G,12209,G,11903,G
Business,Paid employees for pay period including March 12,Industries not classified,23,H,29,J,31,J,28,J,33,J,55,H,8,J,29,J,26,J
Business,"Annual payroll ($1,000)",Total for all sectors,10303712,G,12570023,G,13011744,G,9549876,G,17788061,G,9091678,G,17123743,G,11336042,G,8529308,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,13822,J,5793,G,12682,G,9887,H,8694,G,D,D,8971,H,3198,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",7078,G,4350,J,12218,G,14870,H,16968,H,15518,G,D,D,281163,G,30395,G
Business,"Annual payroll ($1,000)",Utilities,D,D,61009,J,72801,H,159771,J,135760,H,112588,H,179488,J,324933,H,96384,H
Business,"Annual payroll ($1,000)",Construction,876911,G,597149,G,632143,G,573106,G,904760,G,444205,G,1055047,G,930674,G,580736,G
Business,"Annual payroll ($1,000)",Manufacturing,2716867,G,4846056,G,4508607,G,3199416,G,1346703,G,2525775,G,1967986,G,2842463,G,2187006,G
Business,"Annual payroll ($1,000)",Wholesale trade,431099,G,764763,G,1000311,G,527820,G,1229250,G,363641,G,1017273,G,794816,G,503510,G
Business,"Annual payroll ($1,000)",Retail trade,882479,G,857798,G,926143,G,882122,G,1176977,G,708151,G,795557,G,868939,G,858820,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,557573,G,384690,G,492709,G,652448,G,605860,G,403639,G,1167474,H,562053,G,537466,G
Business,"Annual payroll ($1,000)",Information,113183,G,237302,H,232548,H,94238,G,646898,G,85916,G,854494,G,161217,G,117004,G
Business,"Annual payroll ($1,000)",Finance and insurance,284735,G,431801,G,736336,G,272128,G,2133704,G,407096,G,1226312,G,521914,G,353224,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,108893,G,98249,G,115090,G,82245,G,384455,G,60392,G,319715,G,90109,G,91797,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",389922,G,418390,G,386854,G,278460,G,2148719,G,456847,G,1879617,G,469693,G,360167,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,120196,H,498343,G,534656,G,73160,G,1397753,G,894803,H,760084,G,228482,H,135288,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,379557,G,346922,G,421577,G,423707,G,1070089,G,350535,G,866262,G,376634,G,357255,G
Business,"Annual payroll ($1,000)",Educational services,159464,H,615450,H,150609,G,95138,H,330140,G,66640,G,316377,G,120300,H,54393,G
Business,"Annual payroll ($1,000)",Health care and social assistance,2071620,G,1681305,G,1963106,G,1493301,H,2761536,H,1560969,G,3074448,H,2003266,G,1478003,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",119168,J,39066,G,57481,G,51077,G,165500,G,41523,G,470289,G,55270,G,40463,G
Business,"Annual payroll ($1,000)",Accommodation and food services,452224,G,334407,G,364922,G,392025,G,731195,G,383983,G,572269,G,377160,G,450314,G
Business,"Annual payroll ($1,000)",Other services (except public administration),375264,G,338676,G,397449,G,271413,G,590985,G,200105,G,596243,G,317524,G,293357,G
Business,"Annual payroll ($1,000)",Industries not classified,267,G,475,G,391,G,749,G,922,G,658,G,217,G,461,G,528,G
Business,Total Establishments,Total for all sectors,14731,X,15628,X,17355,X,14927,X,21349,X,14223,X,15002,X,16181,X,15130,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",2,X,29,X,41,X,42,X,24,X,39,X,3,X,51,X,33,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",11,X,12,X,29,X,27,X,21,X,34,X,4,X,98,X,35,X
Business,Total Establishments,Utilities,54,X,37,X,38,X,63,X,29,X,87,X,23,X,128,X,85,X
Business,Total Establishments,Construction,1313,X,1407,X,1639,X,1458,X,1499,X,1369,X,1125,X,1633,X,1587,X
Business,Total Establishments,Manufacturing,564,X,1593,X,1341,X,694,X,587,X,903,X,665,X,889,X,754,X
Business,Total Establishments,Wholesale trade,710,X,997,X,994,X,658,X,1292,X,596,X,921,X,797,X,570,X
Business,Total Establishments,Retail trade,2304,X,2383,X,2575,X,2320,X,2594,X,2317,X,1958,X,2569,X,2401,X
Business,Total Establishments,Transportation and warehousing,606,X,562,X,623,X,726,X,444,X,525,X,590,X,691,X,521,X
Business,Total Establishments,Information,152,X,203,X,222,X,199,X,416,X,151,X,267,X,196,X,201,X
Business,Total Establishments,Finance and insurance,894,X,897,X,1187,X,972,X,1755,X,868,X,773,X,961,X,993,X
Business,Total Establishments,Real estate and rental and leasing,602,X,552,X,747,X,599,X,1184,X,532,X,803,X,544,X,667,X
Business,Total Establishments,"Professional, scientific, and technical services",1337,X,1119,X,1378,X,1141,X,2945,X,949,X,1552,X,1183,X,1252,X
Business,Total Establishments,Management of companies and enterprises,65,X,93,X,94,X,54,X,229,X,77,X,129,X,83,X,85,X
Business,Total Establishments,Administrative and support and waste management and remediation services,740,X,712,X,845,X,729,X,1241,X,647,X,834,X,710,X,721,X
Business,Total Establishments,Educational services,211,X,151,X,189,X,129,X,347,X,124,X,183,X,153,X,153,X
Business,Total Establishments,Health care and social assistance,1810,X,1435,X,1664,X,1579,X,2610,X,1822,X,1763,X,1856,X,1793,X
Business,Total Establishments,"Arts, entertainment, and recreation",170,X,208,X,250,X,241,X,367,X,246,X,213,X,209,X,201,X
Business,Total Establishments,Accommodation and food services,1433,X,1377,X,1428,X,1532,X,1768,X,1212,X,1486,X,1470,X,1414,X
Business,Total Establishments,Other services (except public administration),1737,X,1836,X,2047,X,1740,X,1963,X,1701,X,1697,X,1941,X,1643,X
Business,Total Establishments,Industries not classified,16,X,25,X,24,X,24,X,34,X,24,X,13,X,19,X,21,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
