Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Workers,Occupation,Service occupations,65600,(+/- 4221 ),65300,(+/- 4626 ),60952,(+/- 4313 ),74317,(+/- 4648 ),61215,(+/- 4100 ),46870,(+/- 3702 ),63815,(+/- 4559 ),61448,(+/- 4646 ),54730,(+/- 4331 ),59321,(+/- 4500 ),60405,(+/- 4230 ),59939,(+/- 4079 ),61630,(+/- 3524 ),50596,(+/- 3867 ),53749,(+/- 2998 ),60620,(+/- 3558 ),62883,(+/- 3705 ),55919,(+/- 3132 )
Workers,Occupation,Sales and office occupations,78118,(+/- 4358 ),78213,(+/- 4754 ),85442,(+/- 4093 ),74052,(+/- 4706 ),90908,(+/- 4805 ),102922,(+/- 5289 ),78097,(+/- 5310 ),94999,(+/- 5644 ),77425,(+/- 4451 ),83362,(+/- 4074 ),92429,(+/- 5230 ),73483,(+/- 3866 ),79203,(+/- 4114 ),90882,(+/- 5437 ),67665,(+/- 3003 ),76576,(+/- 4060 ),72534,(+/- 4201 ),84990,(+/- 3771 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",20183,(+/- 2145 ),18817,(+/- 1876 ),32285,(+/- 2984 ),28420,(+/- 2887 ),20198,(+/- 2669 ),20643,(+/- 2344 ),12546,(+/- 1803 ),28144,(+/- 2851 ),15419,(+/- 2226 ),19516,(+/- 2725 ),28198,(+/- 3300 ),26943,(+/- 2419 ),24326,(+/- 2094 ),30934,(+/- 3573 ),34671,(+/- 2181 ),31626,(+/- 2378 ),29122,(+/- 2762 ),29888,(+/- 2510 )
Workers,Occupation,"Production, transportation, and material moving occupations",42213,(+/- 3623 ),53956,(+/- 3713 ),54935,(+/- 3688 ),75602,(+/- 4605 ),37056,(+/- 3526 ),31106,(+/- 2799 ),38485,(+/- 3496 ),59141,(+/- 4355 ),31332,(+/- 3421 ),44208,(+/- 3878 ),55169,(+/- 3759 ),48061,(+/- 3460 ),42920,(+/- 2996 ),44576,(+/- 3774 ),58665,(+/- 3016 ),59220,(+/- 3169 ),60792,(+/- 3587 ),39840,(+/- 2109 )
Workers,Industry,Civilian employed population 16 years and over,312478,(+/- 7866 ),307815,(+/- 9015 ),338513,(+/- 9779 ),346780,(+/- 10073 ),424109,(+/- 9717 ),382811,(+/- 9403 ),347246,(+/- 9902 ),373713,(+/- 9160 ),358829,(+/- 9042 ),353897,(+/- 6804 ),371550,(+/- 8620 ),303395,(+/- 5808 ),337195,(+/- 7302 ),376906,(+/- 8355 ),313288,(+/- 5441 ),329425,(+/- 5400 ),311588,(+/- 5988 ),341881,(+/- 5927 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",349,(+/- 236 ),1659,(+/- 631 ),447,(+/- 277 ),752,(+/- 459 ),788,(+/- 433 ),583,(+/- 294 ),673,(+/- 699 ),916,(+/- 466 ),578,(+/- 337 ),641,(+/- 349 ),886,(+/- 372 ),4659,(+/- 985 ),5902,(+/- 1075 ),4111,(+/- 1219 ),15008,(+/- 1602 ),9214,(+/- 1168 ),7156,(+/- 1154 ),9315,(+/- 1294 )
Workers,Industry,Construction,16219,(+/- 1964 ),11199,(+/- 1694 ),22690,(+/- 2812 ),21525,(+/- 2643 ),16205,(+/- 2024 ),20574,(+/- 2727 ),10585,(+/- 2126 ),21739,(+/- 2656 ),13590,(+/- 2299 ),16039,(+/- 2481 ),25000,(+/- 3774 ),16681,(+/- 2096 ),16315,(+/- 1859 ),25211,(+/- 2825 ),20516,(+/- 1914 ),20195,(+/- 1903 ),19082,(+/- 2107 ),18576,(+/- 1999 )
Workers,Industry,Manufacturing,24263,(+/- 3240 ),29499,(+/- 2624 ),36330,(+/- 3469 ),50015,(+/- 3728 ),32477,(+/- 2549 ),45093,(+/- 3490 ),26407,(+/- 2782 ),57841,(+/- 4233 ),27307,(+/- 2506 ),52068,(+/- 4005 ),45202,(+/- 3390 ),34144,(+/- 2824 ),33494,(+/- 2850 ),55918,(+/- 4091 ),48343,(+/- 2725 ),56088,(+/- 3533 ),52596,(+/- 2925 ),42125,(+/- 2752 )
Workers,Industry,Wholesale trade,8807,(+/- 1676 ),6657,(+/- 1505 ),12652,(+/- 1892 ),10254,(+/- 1440 ),12002,(+/- 1828 ),14993,(+/- 1981 ),10452,(+/- 2011 ),16387,(+/- 2004 ),9921,(+/- 1679 ),15754,(+/- 1968 ),13042,(+/- 1914 ),6741,(+/- 1311 ),8630,(+/- 1441 ),13628,(+/- 2048 ),8580,(+/- 1058 ),9034,(+/- 1364 ),7248,(+/- 1234 ),10973,(+/- 1276 )
Workers,Industry,Retail trade,32811,(+/- 3208 ),33424,(+/- 3208 ),37029,(+/- 2756 ),34851,(+/- 2736 ),32488,(+/- 3080 ),40720,(+/- 3757 ),30220,(+/- 3048 ),44831,(+/- 4364 ),32856,(+/- 3122 ),40122,(+/- 3072 ),46697,(+/- 4450 ),40167,(+/- 3838 ),41906,(+/- 3096 ),48756,(+/- 3733 ),33868,(+/- 2208 ),37837,(+/- 2965 ),38347,(+/- 3315 ),37963,(+/- 3155 )
Workers,Industry,"Transportation and warehousing, and utilities",26962,(+/- 2729 ),34391,(+/- 3147 ),30089,(+/- 3347 ),21731,(+/- 2651 ),26341,(+/- 2843 ),19567,(+/- 2104 ),23255,(+/- 2659 ),27912,(+/- 2625 ),22521,(+/- 2848 ),17118,(+/- 2659 ),25769,(+/- 2851 ),18953,(+/- 2054 ),16898,(+/- 1893 ),19896,(+/- 2372 ),19093,(+/- 1889 ),22150,(+/- 1942 ),18307,(+/- 1753 ),17294,(+/- 1671 )
Workers,Industry,Information,5105,(+/- 1182 ),6048,(+/- 1474 ),7084,(+/- 1572 ),5140,(+/- 897 ),11081,(+/- 1454 ),10938,(+/- 1600 ),7225,(+/- 1561 ),7426,(+/- 1198 ),9518,(+/- 1555 ),6424,(+/- 1355 ),6520,(+/- 1176 ),3070,(+/- 822 ),5380,(+/- 1164 ),5430,(+/- 1276 ),4363,(+/- 1008 ),4917,(+/- 971 ),4661,(+/- 873 ),4031,(+/- 902 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",20358,(+/- 2468 ),19348,(+/- 2402 ),24219,(+/- 2764 ),19004,(+/- 1870 ),43945,(+/- 3063 ),35403,(+/- 2716 ),32268,(+/- 3806 ),25264,(+/- 2577 ),31730,(+/- 2744 ),28087,(+/- 2518 ),26872,(+/- 2891 ),15988,(+/- 1990 ),20445,(+/- 1837 ),28175,(+/- 3269 ),16688,(+/- 1836 ),16482,(+/- 1862 ),13707,(+/- 1526 ),30431,(+/- 2113 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",31032,(+/- 2944 ),28461,(+/- 2761 ),36542,(+/- 3076 ),47568,(+/- 4140 ),86486,(+/- 4481 ),56858,(+/- 3690 ),60985,(+/- 4912 ),50720,(+/- 4443 ),52738,(+/- 3384 ),51527,(+/- 3700 ),45266,(+/- 3316 ),22383,(+/- 2013 ),24226,(+/- 2584 ),44276,(+/- 4234 ),18302,(+/- 2113 ),24028,(+/- 2266 ),23742,(+/- 2229 ),25843,(+/- 2058 )
Workers,Industry,"Educational services, and health care and social assistance",85932,(+/- 4657 ),82767,(+/- 4614 ),64641,(+/- 3683 ),59909,(+/- 3706 ),89986,(+/- 4784 ),80803,(+/- 4691 ),83328,(+/- 4676 ),61727,(+/- 4061 ),92588,(+/- 4761 ),71953,(+/- 4127 ),76920,(+/- 4199 ),75887,(+/- 3489 ),98144,(+/- 3791 ),76648,(+/- 5079 ),79871,(+/- 3965 ),74814,(+/- 3673 ),74670,(+/- 3692 ),86430,(+/- 3916 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",28155,(+/- 3281 ),25468,(+/- 2538 ),32668,(+/- 3311 ),48028,(+/- 3871 ),35852,(+/- 2852 ),31200,(+/- 3526 ),35426,(+/- 4227 ),31658,(+/- 3457 ),35992,(+/- 4113 ),31780,(+/- 3129 ),32062,(+/- 3237 ),30641,(+/- 3127 ),34739,(+/- 3036 ),30055,(+/- 3780 ),20074,(+/- 1933 ),26427,(+/- 2858 ),27001,(+/- 2127 ),24767,(+/- 2287 )
Workers,Industry,"Other services, except public administration",13534,(+/- 1837 ),13738,(+/- 1971 ),18388,(+/- 2144 ),19404,(+/- 2491 ),22281,(+/- 2786 ),16967,(+/- 2222 ),12632,(+/- 1898 ),19073,(+/- 2512 ),20176,(+/- 2634 ),14544,(+/- 2051 ),17246,(+/- 2189 ),15138,(+/- 2027 ),16723,(+/- 1690 ),14681,(+/- 2377 ),14691,(+/- 1776 ),15806,(+/- 2250 ),14175,(+/- 1711 ),16440,(+/- 1893 )
Workers,Industry,Public administration,18951,(+/- 2474 ),15156,(+/- 2056 ),15734,(+/- 2140 ),8599,(+/- 1493 ),14177,(+/- 1916 ),9112,(+/- 1443 ),13790,(+/- 2384 ),8219,(+/- 1790 ),9314,(+/- 1225 ),7840,(+/- 1531 ),10068,(+/- 1459 ),18943,(+/- 1959 ),14393,(+/- 1570 ),10121,(+/- 1867 ),13891,(+/- 1487 ),12433,(+/- 1400 ),10896,(+/- 1374 ),17693,(+/- 1991 )
Workers,Class of Worker,Civilian employed population 16 years and over,312478,(+/- 7866 ),307815,(+/- 9015 ),338513,(+/- 9779 ),346780,(+/- 10073 ),424109,(+/- 9717 ),382811,(+/- 9403 ),347246,(+/- 9902 ),373713,(+/- 9160 ),358829,(+/- 9042 ),353897,(+/- 6804 ),371550,(+/- 8620 ),303395,(+/- 5808 ),337195,(+/- 7302 ),376906,(+/- 8355 ),313288,(+/- 5441 ),329425,(+/- 5400 ),311588,(+/- 5988 ),341881,(+/- 5927 )
Workers,Class of Worker,Private wage and salary workers,249063,(+/- 7456 ),247331,(+/- 7790 ),286395,(+/- 9084 ),300848,(+/- 8681 ),360625,(+/- 9824 ),327166,(+/- 8858 ),292261,(+/- 9335 ),327525,(+/- 9582 ),297939,(+/- 8257 ),306929,(+/- 7199 ),323645,(+/- 8992 ),242065,(+/- 5972 ),263556,(+/- 7326 ),320674,(+/- 7961 ),244730,(+/- 5302 ),270790,(+/- 5759 ),260644,(+/- 5815 ),272797,(+/- 5453 )
Workers,Class of Worker,Government workers,53194,(+/- 3637 ),47780,(+/- 3790 ),38540,(+/- 3169 ),27402,(+/- 2690 ),41308,(+/- 3367 ),35804,(+/- 3389 ),38812,(+/- 3416 ),29808,(+/- 3031 ),33838,(+/- 2750 ),30758,(+/- 2915 ),34929,(+/- 2853 ),48241,(+/- 3529 ),56466,(+/- 3143 ),40531,(+/- 3178 ),44300,(+/- 3001 ),41697,(+/- 2898 ),34705,(+/- 2523 ),49714,(+/- 3508 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,9966,(+/- 1643 ),12496,(+/- 1980 ),13055,(+/- 1518 ),18424,(+/- 2273 ),21452,(+/- 2429 ),19386,(+/- 2287 ),15840,(+/- 2575 ),16165,(+/- 2342 ),26082,(+/- 2807 ),15345,(+/- 1810 ),12242,(+/- 1808 ),12724,(+/- 1761 ),17002,(+/- 1789 ),14337,(+/- 2198 ),23083,(+/- 2039 ),16310,(+/- 1852 ),15826,(+/- 1631 ),18804,(+/- 1645 )
Workers,Class of Worker,Unpaid family workers,255,(+/- 189 ),208,(+/- 161 ),523,(+/- 353 ),106,(+/- 104 ),724,(+/- 393 ),455,(+/- 246 ),333,(+/- 236 ),215,(+/- 170 ),970,(+/- 512 ),865,(+/- 520 ),734,(+/- 364 ),365,(+/- 228 ),171,(+/- 149 ),1364,(+/- 711 ),1175,(+/- 505 ),628,(+/- 411 ),413,(+/- 224 ),566,(+/- 471 )
Housing,Housing Occupancy,Total housing units,306432,(+/- 5829 ),307279,(+/- 5478 ),262329,(+/- 5613 ),246720,(+/- 4693 ),323087,(+/- 5536 ),275030,(+/- 4942 ),341982,(+/- 6649 ),265262,(+/- 5225 ),311711,(+/- 5614 ),266693,(+/- 3562 ),265752,(+/- 4669 ),320440,(+/- 2406 ),319867,(+/- 3858 ),265968,(+/- 4845 ),314640,(+/- 2545 ),297001,(+/- 2901 ),322755,(+/- 3221 ),314217,(+/- 2845 )
Housing,Housing Occupancy,Occupied housing units,265181,(+/- 5579 ),263915,(+/- 5484 ),244418,(+/- 5123 ),223350,(+/- 4795 ),297889,(+/- 5220 ),262303,(+/- 4733 ),295886,(+/- 5958 ),253677,(+/- 5023 ),286837,(+/- 5317 ),251252,(+/- 3742 ),251942,(+/- 4413 ),277601,(+/- 4184 ),283971,(+/- 4511 ),250357,(+/- 4638 ),275299,(+/- 3733 ),270748,(+/- 3679 ),283430,(+/- 3816 ),283990,(+/- 3112 )
Housing,Housing Occupancy,Vacant housing units,41251,(+/- 3109 ),43364,(+/- 3483 ),17911,(+/- 2352 ),23370,(+/- 2236 ),25198,(+/- 2792 ),12727,(+/- 2379 ),46096,(+/- 3696 ),11585,(+/- 1973 ),24874,(+/- 3133 ),15441,(+/- 2417 ),13810,(+/- 2597 ),42839,(+/- 3674 ),35896,(+/- 2976 ),15611,(+/- 2556 ),39341,(+/- 3270 ),26253,(+/- 3164 ),39325,(+/- 3066 ),30227,(+/- 2691 )
Housing,Housing Occupancy,Homeowner vacancy rate,4.0,(+/- 0.8 ),2.8,(+/- 0.7 ),2.0,(+/- 0.6 ),1.8,(+/- 0.6 ),1.5,(+/- 0.5 ),0.8,(+/- 0.4 ),4.0,(+/- 0.9 ),0.6,(+/- 0.4 ),1.5,(+/- 0.6 ),1.1,(+/- 0.4 ),0.9,(+/- 0.4 ),2.7,(+/- 0.7 ),2.5,(+/- 0.7 ),1.7,(+/- 0.5 ),2.1,(+/- 0.5 ),1.6,(+/- 0.6 ),2.3,(+/- 0.6 ),1.7,(+/- 0.4 )
Housing,Housing Occupancy,Rental vacancy rate,7.4,(+/- 1.3 ),8.6,(+/- 1.4 ),4.7,(+/- 1.5 ),3.7,(+/- 0.9 ),4.2,(+/- 1.1 ),7.9,(+/- 2.5 ),5.8,(+/- 0.9 ),3.8,(+/- 1.3 ),5.1,(+/- 1.4 ),6.3,(+/- 2.0 ),4.9,(+/- 1.6 ),7.5,(+/- 1.8 ),7.4,(+/- 1.5 ),5.0,(+/- 2.7 ),6.7,(+/- 1.5 ),5.0,(+/- 1.5 ),6.8,(+/- 1.4 ),8.1,(+/- 1.5 )
Housing,Housing Tenure,Occupied housing units,265181,(+/- 5579 ),263915,(+/- 5484 ),244418,(+/- 5123 ),223350,(+/- 4795 ),297889,(+/- 5220 ),262303,(+/- 4733 ),295886,(+/- 5958 ),253677,(+/- 5023 ),286837,(+/- 5317 ),251252,(+/- 3742 ),251942,(+/- 4413 ),277601,(+/- 4184 ),283971,(+/- 4511 ),250357,(+/- 4638 ),275299,(+/- 3733 ),270748,(+/- 3679 ),283430,(+/- 3816 ),283990,(+/- 3112 )
Housing,Housing Tenure,Owner-occupied,158549,(+/- 4472 ),161062,(+/- 5458 ),179263,(+/- 5203 ),101920,(+/- 3449 ),163072,(+/- 4025 ),204599,(+/- 4131 ),118090,(+/- 5176 ),167872,(+/- 4810 ),169991,(+/- 5106 ),174621,(+/- 4057 ),179600,(+/- 4531 ),184914,(+/- 4013 ),183057,(+/- 3387 ),199652,(+/- 4724 ),206981,(+/- 3343 ),193477,(+/- 3783 ),184814,(+/- 3469 ),215324,(+/- 4053 )
Housing,Housing Tenure,Renter-occupied,106632,(+/- 4416 ),102853,(+/- 4925 ),65155,(+/- 3834 ),121430,(+/- 4876 ),134817,(+/- 5461 ),57704,(+/- 3410 ),177796,(+/- 5528 ),85805,(+/- 4026 ),116846,(+/- 4847 ),76631,(+/- 3544 ),72342,(+/- 4224 ),92687,(+/- 4453 ),100914,(+/- 4342 ),50705,(+/- 3545 ),68318,(+/- 3264 ),77271,(+/- 3477 ),98616,(+/- 3541 ),68666,(+/- 3595 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.81,(+/- 0.07 ),2.70,(+/- 0.06 ),3.00,(+/- 0.06 ),3.36,(+/- 0.08 ),2.66,(+/- 0.05 ),2.86,(+/- 0.05 ),2.64,(+/- 0.08 ),2.82,(+/- 0.06 ),2.63,(+/- 0.06 ),2.84,(+/- 0.05 ),2.96,(+/- 0.06 ),2.51,(+/- 0.04 ),2.43,(+/- 0.04 ),2.97,(+/- 0.05 ),2.51,(+/- 0.04 ),2.51,(+/- 0.03 ),2.42,(+/- 0.04 ),2.53,(+/- 0.03 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.19,(+/- 0.08 ),2.59,(+/- 0.10 ),2.64,(+/- 0.11 ),2.88,(+/- 0.08 ),2.07,(+/- 0.06 ),2.21,(+/- 0.10 ),2.15,(+/- 0.06 ),2.79,(+/- 0.12 ),2.19,(+/- 0.08 ),2.53,(+/- 0.10 ),2.64,(+/- 0.10 ),2.24,(+/- 0.07 ),2.17,(+/- 0.07 ),2.74,(+/- 0.14 ),2.25,(+/- 0.07 ),2.37,(+/- 0.09 ),2.24,(+/- 0.06 ),2.14,(+/- 0.08 )
Housing,Year Householder Moved into Unit,Occupied housing units,265181,(+/- 5579 ),263915,(+/- 5484 ),244418,(+/- 5123 ),223350,(+/- 4795 ),297889,(+/- 5220 ),262303,(+/- 4733 ),295886,(+/- 5958 ),253677,(+/- 5023 ),286837,(+/- 5317 ),251252,(+/- 3742 ),251942,(+/- 4413 ),277601,(+/- 4184 ),283971,(+/- 4511 ),250357,(+/- 4638 ),275299,(+/- 3733 ),270748,(+/- 3679 ),283430,(+/- 3816 ),283990,(+/- 3112 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,37993,(+/- 3534 ),44948,(+/- 3988 ),33189,(+/- 3003 ),43649,(+/- 2992 ),72338,(+/- 3981 ),39208,(+/- 3068 ),75817,(+/- 4733 ),43077,(+/- 3033 ),51781,(+/- 3491 ),43437,(+/- 2988 ),41515,(+/- 3055 ),49835,(+/- 3432 ),63303,(+/- 3354 ),36573,(+/- 3040 ),41677,(+/- 2390 ),48344,(+/- 2946 ),49783,(+/- 3200 ),44343,(+/- 2884 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,67769,(+/- 4028 ),66930,(+/- 3466 ),56162,(+/- 3344 ),70331,(+/- 3447 ),92117,(+/- 4714 ),63570,(+/- 3952 ),100569,(+/- 4948 ),68309,(+/- 4213 ),87465,(+/- 4661 ),67887,(+/- 4161 ),64858,(+/- 4045 ),72808,(+/- 3886 ),76144,(+/- 3497 ),61918,(+/- 4397 ),67772,(+/- 3071 ),62411,(+/- 3554 ),73100,(+/- 3571 ),74712,(+/- 3198 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,73339,(+/- 3989 ),69734,(+/- 3484 ),69584,(+/- 3726 ),52819,(+/- 2744 ),62066,(+/- 3073 ),75641,(+/- 3397 ),63161,(+/- 3515 ),69313,(+/- 3891 ),67211,(+/- 3703 ),67947,(+/- 3299 ),78837,(+/- 3980 ),71305,(+/- 3473 ),66604,(+/- 2999 ),88134,(+/- 4434 ),72152,(+/- 2970 ),73856,(+/- 3701 ),71259,(+/- 3320 ),78353,(+/- 3206 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,39220,(+/- 2863 ),37859,(+/- 2694 ),42386,(+/- 2690 ),31666,(+/- 2188 ),34218,(+/- 2215 ),47015,(+/- 2293 ),26054,(+/- 2520 ),37664,(+/- 2746 ),36568,(+/- 2905 ),40389,(+/- 2696 ),37618,(+/- 2880 ),37180,(+/- 2778 ),35368,(+/- 2234 ),37370,(+/- 2794 ),40027,(+/- 2102 ),39869,(+/- 2373 ),38304,(+/- 2147 ),39551,(+/- 2364 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,17645,(+/- 1740 ),19262,(+/- 1759 ),20837,(+/- 1968 ),12592,(+/- 1369 ),17070,(+/- 1890 ),20673,(+/- 1798 ),13704,(+/- 1598 ),17441,(+/- 1626 ),20924,(+/- 1886 ),18164,(+/- 1615 ),14863,(+/- 1822 ),18762,(+/- 1643 ),18240,(+/- 1603 ),14375,(+/- 1621 ),22966,(+/- 1679 ),18596,(+/- 1642 ),21763,(+/- 1796 ),19325,(+/- 1607 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,29215,(+/- 2235 ),25182,(+/- 1783 ),22260,(+/- 2006 ),12293,(+/- 1245 ),20080,(+/- 2064 ),16196,(+/- 1274 ),16581,(+/- 1809 ),17873,(+/- 1537 ),22888,(+/- 1919 ),13428,(+/- 1428 ),14251,(+/- 1483 ),27711,(+/- 2000 ),24312,(+/- 1725 ),11987,(+/- 1565 ),30705,(+/- 1902 ),27672,(+/- 1811 ),29221,(+/- 1832 ),27706,(+/- 1858 )
Housing,Value,Owner-occupied units,158549,(+/- 4472 ),161062,(+/- 5458 ),179263,(+/- 5203 ),101920,(+/- 3449 ),163072,(+/- 4025 ),204599,(+/- 4131 ),118090,(+/- 5176 ),167872,(+/- 4810 ),169991,(+/- 5106 ),174621,(+/- 4057 ),179600,(+/- 4531 ),184914,(+/- 4013 ),183057,(+/- 3387 ),199652,(+/- 4724 ),206981,(+/- 3343 ),193477,(+/- 3783 ),184814,(+/- 3469 ),215324,(+/- 4053 )
Housing,Value,"Less than $50,000",5761,(+/- 937 ),15290,(+/- 1889 ),5058,(+/- 1018 ),1983,(+/- 546 ),2798,(+/- 693 ),2660,(+/- 646 ),3519,(+/- 689 ),4153,(+/- 870 ),2665,(+/- 667 ),5474,(+/- 1049 ),3974,(+/- 997 ),28896,(+/- 2035 ),21703,(+/- 1932 ),3804,(+/- 785 ),37622,(+/- 2058 ),13688,(+/- 1477 ),24855,(+/- 1736 ),19009,(+/- 1506 )
Housing,Value,"$50,000 to $99,999",16764,(+/- 1877 ),40999,(+/- 3249 ),8914,(+/- 1399 ),4617,(+/- 930 ),3592,(+/- 916 ),4850,(+/- 894 ),10059,(+/- 1639 ),12985,(+/- 1823 ),5854,(+/- 1085 ),14443,(+/- 1522 ),14019,(+/- 1966 ),56471,(+/- 2836 ),51226,(+/- 2575 ),6006,(+/- 1148 ),63716,(+/- 2645 ),45450,(+/- 2405 ),68343,(+/- 3062 ),45516,(+/- 2359 )
Housing,Value,"$100,000 to $149,999",30658,(+/- 2239 ),44174,(+/- 2699 ),24318,(+/- 2323 ),13407,(+/- 1653 ),7654,(+/- 1318 ),12569,(+/- 1527 ),14237,(+/- 1739 ),23933,(+/- 2209 ),9412,(+/- 1420 ),21843,(+/- 1966 ),29064,(+/- 2161 ),32732,(+/- 2058 ),38624,(+/- 2322 ),20697,(+/- 2274 ),37565,(+/- 2095 ),51392,(+/- 2750 ),40027,(+/- 2319 ),46766,(+/- 2599 )
Housing,Value,"$150,000 to $199,999",36767,(+/- 2795 ),31496,(+/- 2549 ),40871,(+/- 3368 ),20130,(+/- 2064 ),13970,(+/- 1532 ),20225,(+/- 2001 ),17570,(+/- 2006 ),33328,(+/- 2690 ),14847,(+/- 1584 ),25250,(+/- 2463 ),38213,(+/- 2801 ),26823,(+/- 2145 ),27576,(+/- 2117 ),30954,(+/- 2405 ),28196,(+/- 1948 ),39201,(+/- 2387 ),25127,(+/- 1759 ),39389,(+/- 2455 )
Housing,Value,"$200,000 to $299,999",36670,(+/- 2587 ),19258,(+/- 1661 ),52947,(+/- 3113 ),32315,(+/- 2222 ),41824,(+/- 2404 ),55168,(+/- 2745 ),21505,(+/- 2213 ),53787,(+/- 2793 ),37137,(+/- 2408 ),30444,(+/- 2237 ),48428,(+/- 3156 ),25902,(+/- 2035 ),28312,(+/- 2149 ),66694,(+/- 4016 ),23970,(+/- 2076 ),28613,(+/- 1972 ),16754,(+/- 1539 ),40418,(+/- 2534 )
Housing,Value,"$300,000 to $499,999",26235,(+/- 1947 ),7030,(+/- 1095 ),33931,(+/- 2310 ),21299,(+/- 1847 ),49822,(+/- 2774 ),67931,(+/- 2810 ),29050,(+/- 2870 ),32944,(+/- 1989 ),59534,(+/- 2867 ),38025,(+/- 2402 ),33670,(+/- 2058 ),10871,(+/- 1332 ),12494,(+/- 1475 ),56380,(+/- 3320 ),13077,(+/- 1423 ),12301,(+/- 1591 ),6467,(+/- 1113 ),17575,(+/- 1993 )
Housing,Value,"$500,000 to $999,999",4964,(+/- 941 ),1824,(+/- 651 ),11332,(+/- 1147 ),7127,(+/- 1097 ),32960,(+/- 2119 ),34660,(+/- 2434 ),17505,(+/- 1964 ),6296,(+/- 1106 ),31002,(+/- 2105 ),32137,(+/- 1860 ),10604,(+/- 1325 ),2101,(+/- 548 ),2655,(+/- 674 ),13389,(+/- 1538 ),2517,(+/- 794 ),2129,(+/- 567 ),2338,(+/- 613 ),5464,(+/- 945 )
Housing,Value,"$1,000,000 or more",730,(+/- 331 ),991,(+/- 392 ),1892,(+/- 574 ),1042,(+/- 439 ),10452,(+/- 1247 ),6536,(+/- 954 ),4645,(+/- 803 ),446,(+/- 266 ),9540,(+/- 957 ),7005,(+/- 936 ),1628,(+/- 635 ),1118,(+/- 615 ),467,(+/- 255 ),1728,(+/- 616 ),318,(+/- 208 ),703,(+/- 386 ),903,(+/- 359 ),1187,(+/- 418 )
Housing,Value,Median (dollars),182300,(+/- 4008 ),124600,(+/- 3089 ),216800,(+/- 4106 ),231000,(+/- 5387 ),337200,(+/- 6979 ),316000,(+/- 5949 ),262300,(+/- 11221 ),216100,(+/- 4035 ),339400,(+/- 6145 ),262900,(+/- 8585 ),207900,(+/- 5317 ),109100,(+/- 3268 ),122600,(+/- 3098 ),254700,(+/- 5370 ),102600,(+/- 3204 ),135500,(+/- 2508 ),99300,(+/- 1969 ),146300,(+/- 2607 )
Housing,Mortgage Status,Owner-occupied units,158549,(+/- 4472 ),161062,(+/- 5458 ),179263,(+/- 5203 ),101920,(+/- 3449 ),163072,(+/- 4025 ),204599,(+/- 4131 ),118090,(+/- 5176 ),167872,(+/- 4810 ),169991,(+/- 5106 ),174621,(+/- 4057 ),179600,(+/- 4531 ),184914,(+/- 4013 ),183057,(+/- 3387 ),199652,(+/- 4724 ),206981,(+/- 3343 ),193477,(+/- 3783 ),184814,(+/- 3469 ),215324,(+/- 4053 )
Housing,Mortgage Status,Housing units with a mortgage,108361,(+/- 4210 ),103195,(+/- 4659 ),113829,(+/- 4542 ),70626,(+/- 3298 ),111202,(+/- 3383 ),143808,(+/- 4343 ),82010,(+/- 4349 ),112733,(+/- 4656 ),105989,(+/- 4010 ),116660,(+/- 4112 ),128829,(+/- 3933 ),106499,(+/- 3804 ),106201,(+/- 3525 ),146413,(+/- 4410 ),107560,(+/- 3382 ),117717,(+/- 3976 ),105218,(+/- 3258 ),126915,(+/- 3744 )
Housing,Mortgage Status,Housing units without a mortgage,50188,(+/- 2525 ),57867,(+/- 3651 ),65434,(+/- 3259 ),31294,(+/- 2085 ),51870,(+/- 2984 ),60791,(+/- 3286 ),36080,(+/- 3252 ),55139,(+/- 3069 ),64002,(+/- 3298 ),57961,(+/- 2512 ),50771,(+/- 3008 ),78415,(+/- 3446 ),76856,(+/- 2909 ),53239,(+/- 3541 ),99421,(+/- 3221 ),75760,(+/- 2623 ),79596,(+/- 2772 ),88409,(+/- 3187 )
