Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,18.5,(+/- 1.4 ),5.0,(+/- 0.7 ),9.7,(+/- 0.9 ),15.2,(+/- 1.0 ),16.3,(+/- 1.2 ),11.8,(+/- 1.0 ),16.2,(+/- 1.2 ),19.9,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,28.5,(+/- 3.2 ),5.1,(+/- 1.7 ),14.3,(+/- 2.2 ),18.8,(+/- 2.3 ),26.4,(+/- 3.0 ),15.9,(+/- 2.0 ),21.2,(+/- 2.7 ),24.2,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,27.8,(+/- 3.2 ),4.9,(+/- 1.6 ),13.7,(+/- 2.2 ),18.1,(+/- 2.3 ),25.9,(+/- 3.0 ),15.1,(+/- 2.0 ),20.6,(+/- 2.7 ),23.6,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,32.2,(+/- 4.7 ),4.4,(+/- 2.1 ),16.3,(+/- 3.2 ),22.3,(+/- 3.5 ),25.9,(+/- 4.0 ),19.2,(+/- 3.0 ),27.3,(+/- 4.4 ),27.6,(+/- 3.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,26.0,(+/- 3.5 ),5.0,(+/- 1.8 ),12.8,(+/- 2.3 ),16.5,(+/- 2.4 ),25.9,(+/- 3.5 ),13.8,(+/- 2.3 ),18.1,(+/- 2.8 ),22.2,(+/- 2.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,15.7,(+/- 1.2 ),4.9,(+/- 0.5 ),8.2,(+/- 0.8 ),14.1,(+/- 0.9 ),13.3,(+/- 0.9 ),10.5,(+/- 0.9 ),14.7,(+/- 1.1 ),18.6,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,11.6,(+/- 1.6 ),4.1,(+/- 0.9 ),6.6,(+/- 1.3 ),8.7,(+/- 1.6 ),8.6,(+/- 1.2 ),7.1,(+/- 1.0 ),8.7,(+/- 1.3 ),11.6,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,15.7,(+/- 1.5 ),3.2,(+/- 0.8 ),8.0,(+/- 1.0 ),11.3,(+/- 1.2 ),14.3,(+/- 1.5 ),8.9,(+/- 1.0 ),12.3,(+/- 1.4 ),15.5,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,26.1,(+/- 1.9 ),13.2,(+/- 1.5 ),19.0,(+/- 1.5 ),31.1,(+/- 2.0 ),22.3,(+/- 1.5 ),25.2,(+/- 2.2 ),31.2,(+/- 2.1 ),37.9,(+/- 1.9 )
Education,School Enrollment,Population 3 years and over enrolled in school,187516,(+/- 6459 ),181382,(+/- 7139 ),195447,(+/- 7581 ),201757,(+/- 4643 ),175551,(+/- 5174 ),190026,(+/- 5200 ),198781,(+/- 4739 ),176845,(+/- 4373 )
Education,School Enrollment,"Nursery school, preschool",12167,(+/- 1637 ),13544,(+/- 1939 ),13292,(+/- 1633 ),9468,(+/- 1807 ),11055,(+/- 1899 ),12628,(+/- 1737 ),11655,(+/- 1586 ),11245,(+/- 1433 )
Education,School Enrollment,Kindergarten,10052,(+/- 1622 ),7176,(+/- 1381 ),11179,(+/- 1610 ),8865,(+/- 1401 ),9831,(+/- 1658 ),9490,(+/- 1462 ),9500,(+/- 1650 ),10465,(+/- 1544 )
Education,School Enrollment,Elementary school (grades 1-8),67746,(+/- 3289 ),78072,(+/- 3818 ),83165,(+/- 3465 ),76193,(+/- 2654 ),77334,(+/- 2836 ),81548,(+/- 3021 ),78334,(+/- 2704 ),74787,(+/- 2440 )
Education,School Enrollment,High school (grades 9-12),37057,(+/- 2724 ),42187,(+/- 2212 ),44034,(+/- 2380 ),41526,(+/- 3018 ),36597,(+/- 2202 ),40364,(+/- 2244 ),40974,(+/- 2325 ),40386,(+/- 1906 )
Education,School Enrollment,College or graduate school,60494,(+/- 4770 ),40403,(+/- 3584 ),43777,(+/- 4770 ),65705,(+/- 3599 ),40734,(+/- 2677 ),45996,(+/- 2878 ),58318,(+/- 4204 ),39962,(+/- 2756 )
Education,Educational Attainment,Population 25 years and over,499288,(+/- 5391 ),541082,(+/- 6730 ),527880,(+/- 6038 ),495113,(+/- 4274 ),519729,(+/- 4890 ),516860,(+/- 5058 ),513406,(+/- 2876 ),507656,(+/- 3191 )
Education,Educational Attainment,Less than 9th grade,14059,(+/- 1947 ),10043,(+/- 1966 ),13650,(+/- 1746 ),21217,(+/- 2539 ),17676,(+/- 2312 ),16336,(+/- 2114 ),17135,(+/- 1925 ),27199,(+/- 2603 )
Education,Educational Attainment,"9th to 12th grade, no diploma",41785,(+/- 3499 ),17834,(+/- 2105 ),36759,(+/- 2798 ),35378,(+/- 2521 ),33696,(+/- 2597 ),29523,(+/- 2434 ),41883,(+/- 3537 ),55766,(+/- 3895 )
Education,Educational Attainment,High school graduate (includes equivalency),126677,(+/- 4666 ),104691,(+/- 4084 ),165114,(+/- 6089 ),169602,(+/- 4986 ),162633,(+/- 4755 ),173877,(+/- 4842 ),165431,(+/- 6407 ),197361,(+/- 5890 )
Education,Educational Attainment,"Some college, no degree",116298,(+/- 5464 ),102397,(+/- 5406 ),121275,(+/- 5465 ),111594,(+/- 5499 ),119495,(+/- 5109 ),113466,(+/- 4121 ),129072,(+/- 5093 ),114198,(+/- 4706 )
Education,Educational Attainment,Associate's degree,41762,(+/- 3399 ),39959,(+/- 2719 ),51713,(+/- 3351 ),38827,(+/- 3141 ),39614,(+/- 3286 ),35593,(+/- 2420 ),40985,(+/- 3736 ),36791,(+/- 2864 )
Education,Educational Attainment,Bachelor's degree,87682,(+/- 4738 ),157192,(+/- 4767 ),91695,(+/- 5455 ),72222,(+/- 3672 ),94550,(+/- 4573 ),98925,(+/- 4550 ),80124,(+/- 4688 ),47121,(+/- 3540 )
Education,Educational Attainment,Graduate or professional degree,71025,(+/- 4085 ),108966,(+/- 4890 ),47674,(+/- 3605 ),46273,(+/- 3734 ),52065,(+/- 3248 ),49140,(+/- 3315 ),38776,(+/- 3513 ),29220,(+/- 2253 )
Education,Educational Attainment,Percent high school graduate or higher,88.8,(+/- 0.8 ),94.8,(+/- 0.5 ),90.5,(+/- 0.6 ),88.6,(+/- 0.7 ),90.1,(+/- 0.6 ),91.1,(+/- 0.6 ),88.5,(+/- 0.8 ),83.7,(+/- 0.9 )
Education,Educational Attainment,Percent bachelor's degree or higher,31.8,(+/- 1.1 ),49.2,(+/- 1.0 ),26.4,(+/- 1.1 ),23.9,(+/- 1.0 ),28.2,(+/- 0.9 ),28.6,(+/- 1.0 ),23.2,(+/- 1.1 ),15.0,(+/- 0.8 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,422194,G,439517,G,226946,G,201481,G,394814,G,211039,G,297236,G,207917,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",e,D,60,G,88,G,151,H,104,J,255,G,193,H,477,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",58,H,227,H,442,G,275,H,483,H,291,G,322,G,1510,H
Business,Paid employees for pay period including March 12,Utilities,4327,J,1192,H,2332,J,1580,G,g,D,1401,H,1314,G,1519,J
Business,Paid employees for pay period including March 12,Construction,17992,G,19401,G,16019,G,9610,G,20703,G,10617,G,11127,G,8599,G
Business,Paid employees for pay period including March 12,Manufacturing,45338,G,17894,G,33037,G,25565,G,38368,G,29915,G,37420,G,32432,G
Business,Paid employees for pay period including March 12,Wholesale trade,26892,G,17379,G,11095,G,6348,G,27730,H,9283,G,15888,G,8926,G
Business,Paid employees for pay period including March 12,Retail trade,29918,G,56854,G,37072,G,36526,G,42030,G,34868,G,43409,G,34689,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,17374,G,5652,H,7640,G,6513,G,13473,G,8410,G,14919,G,7819,G
Business,Paid employees for pay period including March 12,Information,8913,G,13663,G,4381,H,3002,H,12115,H,3469,G,6886,H,2954,H
Business,Paid employees for pay period including March 12,Finance and insurance,17719,H,35180,G,7804,G,11841,G,24839,G,8658,G,11069,G,7583,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,5763,G,8081,G,2713,G,2476,G,5962,G,3137,G,5541,G,2495,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",25203,G,42407,G,10356,G,8158,G,40353,G,7292,G,12738,G,5095,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,30336,G,28133,H,2589,H,944,G,8143,G,3320,H,8745,H,1905,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,33026,G,35186,G,10069,G,7481,G,21308,G,9775,G,18227,G,6286,H
Business,Paid employees for pay period including March 12,Educational services,33940,H,11561,G,6501,H,3847,G,8229,G,4887,G,5115,G,849,G
Business,Paid employees for pay period including March 12,Health care and social assistance,63524,G,71209,H,31900,G,40927,G,63699,G,35987,G,50841,G,52456,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",7323,G,11309,G,3698,G,1919,G,6369,G,3148,G,5156,G,1823,G
Business,Paid employees for pay period including March 12,Accommodation and food services,37546,G,43840,G,27614,G,25573,G,38941,G,25686,G,34054,G,20999,G
Business,Paid employees for pay period including March 12,Other services (except public administration),16340,G,20190,G,11480,G,8633,G,19835,G,10532,G,14031,G,8829,G
Business,Paid employees for pay period including March 12,Industries not classified,339,J,99,G,116,J,112,J,79,J,108,J,241,J,672,J
Business,"Annual payroll ($1,000)",Total for all sectors,23039608,G,23340783,G,8559332,G,6701528,G,20306448,G,7768809,G,10923570,G,6700340,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,1208,G,1775,H,4514,G,4604,H,9659,G,3716,G,20017,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",3438,G,15920,G,23699,G,14341,H,39042,H,15097,G,13448,G,87821,H
Business,"Annual payroll ($1,000)",Utilities,432193,J,115953,H,243955,J,129970,G,D,D,125421,H,118242,G,120312,H
Business,"Annual payroll ($1,000)",Construction,1284666,G,1189022,G,838653,G,447488,G,1364030,G,571970,G,471360,G,393615,G
Business,"Annual payroll ($1,000)",Manufacturing,3247682,H,1023410,G,1788758,G,1011458,G,2336316,G,1518745,G,1602678,G,1331617,G
Business,"Annual payroll ($1,000)",Wholesale trade,1747205,G,1458767,G,532617,G,284502,G,1159997,G,507415,G,730002,G,383491,G
Business,"Annual payroll ($1,000)",Retail trade,930307,G,1546236,G,937716,G,878055,G,1113361,G,830693,G,1066820,G,823415,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,758364,G,278527,G,329231,G,228017,G,594105,G,334539,G,656363,G,306351,G
Business,"Annual payroll ($1,000)",Information,669842,H,1046920,G,218691,G,118692,H,977048,H,122360,G,343781,H,125808,H
Business,"Annual payroll ($1,000)",Finance and insurance,1408930,H,3178401,G,384852,G,701519,G,1925418,G,447783,G,517865,G,339496,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,256770,G,436540,G,87029,G,77097,G,343924,G,108550,G,174859,G,70694,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1916509,G,3328092,G,408144,G,345855,G,3579244,H,350327,G,675668,G,163327,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,3435042,G,2804463,G,274195,H,59211,G,782871,G,259985,H,707100,G,101609,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,875197,G,1392189,G,327328,G,207526,G,668206,G,326792,G,467170,G,153840,G
Business,"Annual payroll ($1,000)",Educational services,1842658,H,355397,G,154914,H,94270,H,265025,G,127593,G,124721,G,17454,G
Business,"Annual payroll ($1,000)",Health care and social assistance,2381856,H,3609546,H,1204539,G,1522449,G,3175958,G,1404519,G,2256641,G,1749971,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",599676,G,221855,G,68409,G,32121,G,508993,G,50124,G,110552,G,36599,H
Business,"Annual payroll ($1,000)",Accommodation and food services,662918,G,728644,G,420942,G,352412,G,694405,G,386923,G,553948,G,280595,G
Business,"Annual payroll ($1,000)",Other services (except public administration),575549,G,607885,G,312198,G,191072,G,582211,G,269502,G,327148,G,191748,G
Business,"Annual payroll ($1,000)",Industries not classified,3367,G,1808,G,1687,H,959,G,1056,G,812,G,1488,G,2560,G
Business,Total Establishments,Total for all sectors,23894,X,24825,X,17543,X,16353,X,21009,X,16382,X,19304,X,18331,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",3,X,12,X,26,X,49,X,16,X,49,X,26,X,97,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",7,X,12,X,50,X,42,X,17,X,39,X,28,X,64,X
Business,Total Establishments,Utilities,31,X,24,X,49,X,60,X,28,X,60,X,46,X,73,X
Business,Total Establishments,Construction,1023,X,1821,X,2404,X,1727,X,1442,X,1617,X,1620,X,1393,X
Business,Total Establishments,Manufacturing,850,X,625,X,795,X,634,X,770,X,545,X,820,X,868,X
Business,Total Establishments,Wholesale trade,1178,X,1439,X,780,X,605,X,1163,X,782,X,900,X,737,X
Business,Total Establishments,Retail trade,2152,X,3044,X,2536,X,2551,X,2577,X,2431,X,3035,X,2845,X
Business,Total Establishments,Transportation and warehousing,557,X,435,X,522,X,551,X,547,X,642,X,705,X,792,X
Business,Total Establishments,Information,306,X,443,X,239,X,250,X,361,X,248,X,263,X,241,X
Business,Total Establishments,Finance and insurance,795,X,2428,X,1147,X,1109,X,1367,X,1210,X,1328,X,1166,X
Business,Total Establishments,Real estate and rental and leasing,749,X,1171,X,658,X,650,X,884,X,654,X,869,X,569,X
Business,Total Establishments,"Professional, scientific, and technical services",1837,X,3267,X,1357,X,1154,X,2434,X,1290,X,1506,X,930,X
Business,Total Establishments,Management of companies and enterprises,209,X,394,X,67,X,60,X,187,X,74,X,132,X,73,X
Business,Total Establishments,Administrative and support and waste management and remediation services,937,X,1538,X,1010,X,776,X,1051,X,765,X,905,X,552,X
Business,Total Establishments,Educational services,271,X,353,X,185,X,138,X,264,X,167,X,151,X,92,X
Business,Total Establishments,Health care and social assistance,8694,X,3532,X,1989,X,2385,X,3801,X,2291,X,2477,X,3865,X
Business,Total Establishments,"Arts, entertainment, and recreation",215,X,396,X,267,X,226,X,247,X,260,X,334,X,179,X
Business,Total Establishments,Accommodation and food services,1760,X,1737,X,1440,X,1453,X,1674,X,1300,X,1814,X,1293,X
Business,Total Establishments,Other services (except public administration),1874,X,2051,X,1920,X,1803,X,2080,X,1822,X,2008,X,1792,X
Business,Total Establishments,Industries not classified,446,X,103,X,102,X,130,X,99,X,136,X,337,X,710,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
