Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,29.6,(+/- 15.6 ),48.3,(+/- 15.7 ),31.8,(+/- 20.1 ),12.1,(+/- 7.5 ),8.0,(+/- 7.9 ),28.5,(+/- 15.2 ),34.9,(+/- 15.2 ),48.3,(+/- 24.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,10.2,(+/- 0.9 ),10.3,(+/- 1.2 ),8.8,(+/- 1.0 ),8.9,(+/- 0.9 ),7.4,(+/- 0.9 ),9.6,(+/- 1.0 ),16.4,(+/- 1.2 ),6.2,(+/- 0.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,14.1,(+/- 2.3 ),13.6,(+/- 2.5 ),12.4,(+/- 2.5 ),12.2,(+/- 2.1 ),9.3,(+/- 2.3 ),11.5,(+/- 2.1 ),23.1,(+/- 3.1 ),6.8,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,13.8,(+/- 2.3 ),13.3,(+/- 2.5 ),12.1,(+/- 2.6 ),11.5,(+/- 2.0 ),8.9,(+/- 2.3 ),11.2,(+/- 2.1 ),22.7,(+/- 3.1 ),6.8,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,13.1,(+/- 3.3 ),16.3,(+/- 4.1 ),12.3,(+/- 4.4 ),11.3,(+/- 2.7 ),10.9,(+/- 3.1 ),12.3,(+/- 3.8 ),23.4,(+/- 5.0 ),9.0,(+/- 3.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,14.0,(+/- 2.3 ),12.1,(+/- 2.7 ),12.0,(+/- 2.4 ),11.6,(+/- 2.1 ),8.2,(+/- 2.3 ),10.8,(+/- 2.0 ),22.4,(+/- 3.2 ),5.9,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,9.1,(+/- 0.7 ),9.3,(+/- 1.0 ),7.8,(+/- 0.8 ),7.9,(+/- 0.7 ),6.9,(+/- 0.7 ),9.0,(+/- 0.9 ),14.5,(+/- 0.9 ),6.0,(+/- 0.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,6.2,(+/- 1.0 ),9.0,(+/- 1.5 ),7.5,(+/- 1.5 ),9.0,(+/- 1.4 ),8.1,(+/- 1.4 ),8.1,(+/- 1.3 ),12.0,(+/- 1.7 ),6.5,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,7.2,(+/- 0.9 ),7.8,(+/- 1.3 ),6.6,(+/- 1.2 ),6.9,(+/- 1.0 ),5.0,(+/- 1.1 ),6.8,(+/- 1.0 ),12.9,(+/- 1.5 ),3.8,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,24.3,(+/- 2.2 ),21.4,(+/- 2.1 ),16.6,(+/- 1.6 ),17.0,(+/- 1.7 ),20.2,(+/- 2.0 ),24.2,(+/- 2.2 ),27.7,(+/- 1.9 ),17.7,(+/- 1.6 )
Education,School Enrollment,Population 3 years and over enrolled in school,180554,(+/- 5295 ),192242,(+/- 8538 ),194776,(+/- 8605 ),191391,(+/- 6897 ),207855,(+/- 6390 ),199313,(+/- 6822 ),186928,(+/- 7553 ),187566,(+/- 6089 )
Education,School Enrollment,"Nursery school, preschool",10016,(+/- 1665 ),11783,(+/- 1754 ),12306,(+/- 1843 ),12392,(+/- 1793 ),9352,(+/- 1452 ),12360,(+/- 1932 ),12788,(+/- 1817 ),12325,(+/- 1737 )
Education,School Enrollment,Kindergarten,8749,(+/- 1432 ),8268,(+/- 1693 ),9018,(+/- 1676 ),11948,(+/- 1732 ),7547,(+/- 1245 ),9699,(+/- 1527 ),7142,(+/- 1560 ),8050,(+/- 1270 )
Education,School Enrollment,Elementary school (grades 1-8),70179,(+/- 2874 ),77452,(+/- 4950 ),69993,(+/- 4939 ),79150,(+/- 4180 ),77595,(+/- 3752 ),78541,(+/- 3960 ),72262,(+/- 4200 ),75275,(+/- 3923 )
Education,School Enrollment,High school (grades 9-12),40980,(+/- 2157 ),39537,(+/- 3169 ),35268,(+/- 3637 ),35463,(+/- 2662 ),40181,(+/- 2749 ),41865,(+/- 2944 ),35485,(+/- 2450 ),40081,(+/- 2869 )
Education,School Enrollment,College or graduate school,50630,(+/- 3538 ),55202,(+/- 4453 ),68191,(+/- 5427 ),52438,(+/- 3895 ),73180,(+/- 4460 ),56848,(+/- 4531 ),59251,(+/- 5050 ),51835,(+/- 3513 )
Education,Educational Attainment,Population 25 years and over,510595,(+/- 4806 ),515885,(+/- 10991 ),531408,(+/- 9280 ),512319,(+/- 8874 ),510105,(+/- 7212 ),514750,(+/- 8520 ),498113,(+/- 9411 ),529333,(+/- 8447 )
Education,Educational Attainment,Less than 9th grade,16907,(+/- 2319 ),18581,(+/- 3044 ),15091,(+/- 2327 ),36212,(+/- 3612 ),18042,(+/- 2671 ),21483,(+/- 3310 ),16715,(+/- 2416 ),23575,(+/- 3405 )
Education,Educational Attainment,"9th to 12th grade, no diploma",35195,(+/- 3368 ),35672,(+/- 2865 ),23368,(+/- 3310 ),32660,(+/- 3716 ),26825,(+/- 2933 ),30075,(+/- 2815 ),37731,(+/- 3187 ),19097,(+/- 2382 )
Education,Educational Attainment,High school graduate (includes equivalency),164294,(+/- 5668 ),146561,(+/- 6517 ),116413,(+/- 6728 ),129172,(+/- 5765 ),141522,(+/- 6646 ),127103,(+/- 6417 ),132879,(+/- 6479 ),88526,(+/- 4998 )
Education,Educational Attainment,"Some college, no degree",102342,(+/- 4507 ),106041,(+/- 5151 ),90996,(+/- 6254 ),108933,(+/- 5550 ),117419,(+/- 5777 ),84407,(+/- 4549 ),93863,(+/- 5259 ),75194,(+/- 4606 )
Education,Educational Attainment,Associate's degree,35844,(+/- 2535 ),36845,(+/- 3105 ),34947,(+/- 2952 ),31142,(+/- 2545 ),34378,(+/- 3372 ),38172,(+/- 3219 ),28537,(+/- 2584 ),28620,(+/- 3224 )
Education,Educational Attainment,Bachelor's degree,92853,(+/- 3955 ),105826,(+/- 5772 ),127785,(+/- 6909 ),98762,(+/- 5164 ),91788,(+/- 4610 ),106517,(+/- 5391 ),101984,(+/- 5094 ),134976,(+/- 6112 )
Education,Educational Attainment,Graduate or professional degree,63160,(+/- 3088 ),66359,(+/- 3855 ),122808,(+/- 5433 ),75438,(+/- 4214 ),80131,(+/- 4012 ),106993,(+/- 5193 ),86404,(+/- 4872 ),159345,(+/- 5298 )
Education,Educational Attainment,Percent high school graduate or higher,89.8,(+/- 0.7 ),89.5,(+/- 0.7 ),92.8,(+/- 0.7 ),86.6,(+/- 0.9 ),91.2,(+/- 0.7 ),90.0,(+/- 0.8 ),89.1,(+/- 0.8 ),91.9,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,30.6,(+/- 1.0 ),33.4,(+/- 1.2 ),47.2,(+/- 1.5 ),34.0,(+/- 1.2 ),33.7,(+/- 1.1 ),41.5,(+/- 1.1 ),37.8,(+/- 1.1 ),55.6,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,194743,G,329457,G,375435,G,191803,G,207028,G,287158,G,293327,G,321593,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",530,G,e,D,19,G,7,J,86,H,141,G,39,H,68,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",190,J,230,J,a,D,a,D,88,G,431,H,8,J,101,J
Business,Paid employees for pay period including March 12,Utilities,990,H,355,H,1343,J,59,G,2241,G,579,H,h,D,498,H
Business,Paid employees for pay period including March 12,Construction,13759,G,22197,G,19010,G,16255,G,25224,G,17932,G,8467,G,20471,G
Business,Paid employees for pay period including March 12,Manufacturing,17733,G,27996,G,11567,G,4198,G,4303,G,19041,G,6075,H,6662,G
Business,Paid employees for pay period including March 12,Wholesale trade,7493,G,22620,G,16437,G,8231,G,7005,G,10143,G,6349,H,6410,G
Business,Paid employees for pay period including March 12,Retail trade,34267,G,45956,G,43953,G,31447,G,32421,G,43911,G,26318,G,32000,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,6923,G,18374,G,13004,G,10175,H,4410,G,8945,G,4469,G,2957,G
Business,Paid employees for pay period including March 12,Information,2195,G,6377,G,12093,H,3800,G,3391,H,7791,G,5159,G,9747,G
Business,Paid employees for pay period including March 12,Finance and insurance,5666,G,13420,H,16087,H,4753,G,4257,G,15925,G,19932,H,17369,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2654,G,5944,G,7602,G,5035,G,4526,H,4688,H,6317,G,7263,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",8650,G,40003,G,47071,G,18712,G,32551,G,34717,G,31979,G,51203,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1915,H,8204,G,13332,G,1093,H,1743,G,6068,G,6773,H,11856,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,10389,G,27600,G,27602,G,15675,G,15276,G,21681,G,16616,G,35348,G
Business,Paid employees for pay period including March 12,Educational services,4949,H,5053,G,19367,H,3742,G,3099,G,5765,H,30356,H,9880,G
Business,Paid employees for pay period including March 12,Health care and social assistance,35041,G,37263,G,59739,G,28359,G,29254,G,41563,G,78900,H,55745,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",4208,G,6896,H,7825,G,4660,H,2470,G,4331,G,5917,G,6212,G
Business,Paid employees for pay period including March 12,Accommodation and food services,26919,G,28351,G,39419,G,23511,G,23988,G,28866,G,22510,G,26959,G
Business,Paid employees for pay period including March 12,Other services (except public administration),10237,G,12234,G,19886,G,12063,G,10666,G,14602,G,14053,G,20740,G
Business,Paid employees for pay period including March 12,Industries not classified,35,G,21,J,61,G,22,J,29,J,38,J,47,J,104,J
Business,"Annual payroll ($1,000)",Total for all sectors,7579184,G,17709137,G,20665084,G,8359240,G,9819953,G,14020958,G,17520371,G,20094063,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",19613,H,D,D,388,H,248,H,2758,G,5274,G,1240,H,2709,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",10855,H,16640,J,D,D,D,D,5455,G,25440,H,411,H,6212,J
Business,"Annual payroll ($1,000)",Utilities,93279,G,38225,H,154663,J,5701,H,248063,G,56049,H,D,D,50953,H
Business,"Annual payroll ($1,000)",Construction,649965,G,1421658,G,1138487,G,1024910,G,1520120,G,1029282,G,487791,G,1245234,G
Business,"Annual payroll ($1,000)",Manufacturing,971283,H,2193316,G,634815,G,246236,G,254414,G,1330894,G,326233,H,366745,G
Business,"Annual payroll ($1,000)",Wholesale trade,399314,G,1438776,G,1312557,G,502705,G,423546,G,778414,G,494013,H,617407,G
Business,"Annual payroll ($1,000)",Retail trade,890530,G,1278551,G,1233718,G,848915,G,869298,G,1226471,G,661030,G,978914,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,298350,G,1010644,G,757527,H,439042,H,168494,G,372875,G,189702,G,125846,G
Business,"Annual payroll ($1,000)",Information,143842,G,461374,G,1097258,H,331207,G,242151,H,465551,G,393785,G,912640,G
Business,"Annual payroll ($1,000)",Finance and insurance,325466,G,1056495,H,1535146,H,291590,G,281914,G,1001001,H,2474273,H,2340610,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,95131,G,331581,G,471262,G,229559,G,247546,H,234439,H,377689,G,708840,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",476164,G,3589210,G,4299456,H,1408156,G,2567333,G,2905067,G,2741820,G,4668743,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,171316,H,825055,G,1205799,H,121674,G,122897,G,540296,G,686534,H,1515399,J
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,391658,G,1077824,G,1087235,G,598645,G,616061,H,865643,G,718103,G,1398461,G
Business,"Annual payroll ($1,000)",Educational services,139712,H,163440,G,842895,H,128062,G,91720,G,189113,H,1942590,J,399099,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1591856,G,1680220,G,3033228,G,1212075,H,1326872,G,1857343,G,4329252,H,2973089,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",97011,G,177371,H,339144,H,82776,H,59005,G,84691,G,315071,H,156195,G
Business,"Annual payroll ($1,000)",Accommodation and food services,540754,G,483751,G,780161,G,470042,G,401894,G,503337,G,446647,G,525302,G
Business,"Annual payroll ($1,000)",Other services (except public administration),272385,G,450844,G,739115,G,417047,G,368215,G,549026,G,473559,G,1098463,G
Business,"Annual payroll ($1,000)",Industries not classified,700,G,1012,G,1387,G,513,G,2197,H,752,G,1318,G,3202,G
Business,Total Establishments,Total for all sectors,17772,X,16161,X,20907,X,12556,X,14023,X,18667,X,15511,X,21065,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",82,X,4,X,7,X,5,X,21,X,44,X,13,X,19,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",21,X,7,X,2,X,2,X,10,X,19,X,4,X,8,X
Business,Total Establishments,Utilities,29,X,15,X,17,X,8,X,15,X,21,X,22,X,13,X
Business,Total Establishments,Construction,2568,X,1478,X,1691,X,1363,X,1913,X,1804,X,1001,X,2144,X
Business,Total Establishments,Manufacturing,503,X,504,X,475,X,209,X,255,X,464,X,237,X,321,X
Business,Total Establishments,Wholesale trade,745,X,987,X,999,X,492,X,448,X,761,X,468,X,564,X
Business,Total Establishments,Retail trade,2513,X,2395,X,2595,X,1961,X,1911,X,2526,X,2264,X,2101,X
Business,Total Establishments,Transportation and warehousing,652,X,643,X,480,X,345,X,413,X,435,X,234,X,294,X
Business,Total Establishments,Information,238,X,232,X,445,X,185,X,252,X,333,X,294,X,466,X
Business,Total Establishments,Finance and insurance,874,X,879,X,1181,X,588,X,617,X,963,X,982,X,1270,X
Business,Total Establishments,Real estate and rental and leasing,834,X,689,X,999,X,630,X,557,X,764,X,746,X,1090,X
Business,Total Establishments,"Professional, scientific, and technical services",1695,X,2099,X,3429,X,1588,X,1933,X,2870,X,2670,X,4125,X
Business,Total Establishments,Management of companies and enterprises,60,X,158,X,176,X,68,X,58,X,306,X,135,X,164,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1079,X,974,X,1149,X,804,X,834,X,1214,X,866,X,1309,X
Business,Total Establishments,Educational services,218,X,175,X,366,X,190,X,198,X,267,X,265,X,435,X
Business,Total Establishments,Health care and social assistance,1847,X,1712,X,2662,X,1396,X,1710,X,2219,X,2014,X,2776,X
Business,Total Establishments,"Arts, entertainment, and recreation",360,X,213,X,329,X,168,X,196,X,248,X,237,X,319,X
Business,Total Establishments,Accommodation and food services,1609,X,1473,X,1881,X,1089,X,1227,X,1543,X,1402,X,1431,X
Business,Total Establishments,Other services (except public administration),1817,X,1504,X,1967,X,1437,X,1440,X,1828,X,1619,X,2110,X
Business,Total Establishments,Industries not classified,28,X,20,X,57,X,28,X,15,X,38,X,38,X,106,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
