Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),64623,(+/- 1889 ),66748,(+/- 1684 ),56712,(+/- 1971 ),65380,(+/- 2884 ),91529,(+/- 2420 ),101677,(+/- 3349 ),52506,(+/- 1542 ),80000,(+/- 2187 ),78781,(+/- 2582 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,748916,(+/- 11080 ),700366,(+/- 11517 ),735019,(+/- 16997 ),729077,(+/- 12249 ),783443,(+/- 12786 ),762465,(+/- 16814 ),811489,(+/- 23100 ),772302,(+/- 12117 ),781568,(+/- 19265 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,668343,(+/- 11693 ),647168,(+/- 11272 ),643701,(+/- 15265 ),670460,(+/- 12420 ),732897,(+/- 11614 ),696932,(+/- 15826 ),663612,(+/- 19079 ),721851,(+/- 12425 ),698443,(+/- 17036 )
Socioeconomic,Health Insurance Coverage,With private health insurance,424548,(+/- 9786 ),447529,(+/- 11236 ),391876,(+/- 12428 ),452900,(+/- 12267 ),605098,(+/- 12931 ),525294,(+/- 13953 ),330837,(+/- 13914 ),540216,(+/- 14475 ),527275,(+/- 13853 )
Socioeconomic,Health Insurance Coverage,With public coverage,339222,(+/- 10804 ),312850,(+/- 11200 ),313617,(+/- 12361 ),365433,(+/- 10913 ),223345,(+/- 9559 ),254014,(+/- 11532 ),373454,(+/- 14785 ),290533,(+/- 11888 ),238560,(+/- 11405 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,80573,(+/- 7392 ),53198,(+/- 5601 ),91318,(+/- 7995 ),58617,(+/- 6462 ),50546,(+/- 5411 ),65533,(+/- 6825 ),147877,(+/- 10552 ),50451,(+/- 6402 ),83125,(+/- 7206 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,187160,(+/- 6626 ),146456,(+/- 5699 ),198898,(+/- 8153 ),142136,(+/- 6531 ),206029,(+/- 7821 ),156546,(+/- 8547 ),250892,(+/- 11809 ),175766,(+/- 7610 ),165157,(+/- 9831 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,16392,(+/- 3233 ),7492,(+/- 1888 ),18819,(+/- 3180 ),10302,(+/- 3161 ),9597,(+/- 2487 ),9940,(+/- 3139 ),25865,(+/- 3692 ),9525,(+/- 2678 ),11514,(+/- 2506 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,14.8,(+/- 1.1 ),12.7,(+/- 1.4 ),16.4,(+/- 1.5 ),9.2,(+/- 1.2 ),6.7,(+/- 0.9 ),8.3,(+/- 1.3 ),24.8,(+/- 1.6 ),5.3,(+/- 0.8 ),12.0,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,23.5,(+/- 2.3 ),23.1,(+/- 2.7 ),23.9,(+/- 2.1 ),14.5,(+/- 2.4 ),8.2,(+/- 1.4 ),14.6,(+/- 2.8 ),32.9,(+/- 2.2 ),8.1,(+/- 1.5 ),19.0,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,26.2,(+/- 7.1 ),17.7,(+/- 6.0 ),20.2,(+/- 5.2 ),11.9,(+/- 4.4 ),6.2,(+/- 2.9 ),12.0,(+/- 4.5 ),25.9,(+/- 4.7 ),7.0,(+/- 3.8 ),19.7,(+/- 5.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,8.3,(+/- 1.2 ),6.4,(+/- 1.1 ),10.9,(+/- 1.8 ),6.4,(+/- 1.1 ),4.6,(+/- 0.8 ),5.1,(+/- 1.0 ),17.3,(+/- 1.9 ),3.5,(+/- 0.7 ),6.2,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,13.8,(+/- 2.7 ),10.9,(+/- 2.6 ),15.4,(+/- 3.0 ),7.8,(+/- 2.4 ),4.8,(+/- 1.2 ),8.5,(+/- 2.2 ),23.4,(+/- 2.8 ),4.7,(+/- 1.3 ),9.9,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,11.6,(+/- 6.2 ),5.7,(+/- 4.7 ),8.8,(+/- 4.4 ),6.0,(+/- 4.3 ),1.4,(+/- 1.2 ),6.7,(+/- 4.7 ),14.9,(+/- 8.2 ),5.8,(+/- 4.0 ),7.1,(+/- 4.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",33.7,(+/- 3.6 ),30.7,(+/- 4.2 ),31.3,(+/- 4.0 ),24.7,(+/- 5.4 ),17.7,(+/- 4.2 ),20.3,(+/- 3.9 ),41.0,(+/- 3.7 ),12.9,(+/- 2.8 ),25.6,(+/- 3.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,41.1,(+/- 4.8 ),40.5,(+/- 5.9 ),41.6,(+/- 4.9 ),32.0,(+/- 6.9 ),21.9,(+/- 5.7 ),29.9,(+/- 6.1 ),49.8,(+/- 4.3 ),17.0,(+/- 4.3 ),34.9,(+/- 5.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,47.3,(+/- 15.1 ),39.6,(+/- 14.8 ),43.2,(+/- 13.3 ),25.8,(+/- 13.8 ),32.6,(+/- 15.9 ),26.7,(+/- 11.7 ),47.4,(+/- 10.4 ),16.4,(+/- 10.7 ),46.5,(+/- 15.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,20.9,(+/- 1.3 ),17.3,(+/- 1.3 ),20.7,(+/- 1.4 ),13.7,(+/- 1.3 ),9.0,(+/- 0.9 ),11.9,(+/- 1.5 ),28.4,(+/- 1.7 ),8.5,(+/- 1.1 ),16.7,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,29.3,(+/- 2.9 ),26.7,(+/- 3.2 ),29.2,(+/- 2.7 ),17.4,(+/- 3.5 ),9.9,(+/- 1.8 ),18.4,(+/- 3.8 ),40.0,(+/- 2.8 ),11.1,(+/- 2.3 ),23.8,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,29.2,(+/- 2.9 ),26.3,(+/- 3.2 ),28.8,(+/- 2.6 ),17.1,(+/- 3.5 ),9.8,(+/- 1.8 ),18.0,(+/- 3.8 ),39.6,(+/- 2.8 ),10.7,(+/- 2.3 ),23.4,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,32.1,(+/- 4.0 ),27.3,(+/- 5.3 ),31.8,(+/- 4.9 ),15.2,(+/- 4.6 ),9.5,(+/- 2.6 ),21.5,(+/- 5.4 ),38.2,(+/- 3.4 ),12.4,(+/- 3.6 ),27.4,(+/- 4.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,28.2,(+/- 2.9 ),25.9,(+/- 3.4 ),27.6,(+/- 2.8 ),17.8,(+/- 3.8 ),9.9,(+/- 2.0 ),16.6,(+/- 4.0 ),40.2,(+/- 3.2 ),10.1,(+/- 2.4 ),21.7,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,18.1,(+/- 1.0 ),14.8,(+/- 1.0 ),17.6,(+/- 1.2 ),12.9,(+/- 1.1 ),8.6,(+/- 0.8 ),10.2,(+/- 1.1 ),23.3,(+/- 1.4 ),7.7,(+/- 0.9 ),14.7,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,9.5,(+/- 1.2 ),8.8,(+/- 1.2 ),12.2,(+/- 1.6 ),8.2,(+/- 1.2 ),7.8,(+/- 1.2 ),6.9,(+/- 1.1 ),21.3,(+/- 2.8 ),6.5,(+/- 1.0 ),8.2,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,18.5,(+/- 1.6 ),14.6,(+/- 1.7 ),18.4,(+/- 1.6 ),10.2,(+/- 1.5 ),7.0,(+/- 1.0 ),9.9,(+/- 1.8 ),27.2,(+/- 2.0 ),6.4,(+/- 1.2 ),13.4,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,32.7,(+/- 2.5 ),25.9,(+/- 1.8 ),33.9,(+/- 2.6 ),27.3,(+/- 2.7 ),19.6,(+/- 1.8 ),18.9,(+/- 1.7 ),34.0,(+/- 2.0 ),19.4,(+/- 2.0 ),24.9,(+/- 1.7 )
Education,School Enrollment,Population 3 years and over enrolled in school,209497,(+/- 6413 ),170792,(+/- 6972 ),223542,(+/- 8964 ),151481,(+/- 6555 ),212718,(+/- 7890 ),165696,(+/- 7556 ),231564,(+/- 10320 ),189776,(+/- 8452 ),206468,(+/- 9656 )
Education,School Enrollment,"Nursery school, preschool",9693,(+/- 1535 ),8666,(+/- 1662 ),8442,(+/- 1878 ),6010,(+/- 1195 ),15534,(+/- 2037 ),11075,(+/- 1885 ),8845,(+/- 1726 ),8459,(+/- 1804 ),9262,(+/- 1504 )
Education,School Enrollment,Kindergarten,10390,(+/- 1526 ),8666,(+/- 1641 ),10754,(+/- 1847 ),7968,(+/- 1497 ),11590,(+/- 1758 ),10366,(+/- 1956 ),13133,(+/- 1801 ),8478,(+/- 1485 ),8658,(+/- 1441 )
Education,School Enrollment,Elementary school (grades 1-8),90198,(+/- 4081 ),64014,(+/- 4046 ),88929,(+/- 5120 ),67098,(+/- 4319 ),92401,(+/- 5492 ),66316,(+/- 4527 ),108618,(+/- 6807 ),83847,(+/- 5550 ),72209,(+/- 6016 )
Education,School Enrollment,High school (grades 9-12),44234,(+/- 2625 ),35081,(+/- 2432 ),49783,(+/- 3226 ),33845,(+/- 3057 ),45483,(+/- 2771 ),36124,(+/- 3338 ),56340,(+/- 4494 ),43376,(+/- 3510 ),36151,(+/- 3735 )
Education,School Enrollment,College or graduate school,54982,(+/- 3398 ),54365,(+/- 4473 ),65634,(+/- 5151 ),36560,(+/- 3859 ),47710,(+/- 3851 ),41815,(+/- 3234 ),44628,(+/- 3757 ),45616,(+/- 3258 ),80188,(+/- 5801 )
Education,Educational Attainment,Population 25 years and over,498856,(+/- 7517 ),507105,(+/- 6511 ),449804,(+/- 9041 ),555153,(+/- 8066 ),523219,(+/- 10105 ),552249,(+/- 11001 ),475050,(+/- 12163 ),546461,(+/- 9423 ),518512,(+/- 11128 )
Education,Educational Attainment,Less than 9th grade,27069,(+/- 2333 ),18199,(+/- 2367 ),51082,(+/- 3909 ),19414,(+/- 3545 ),13897,(+/- 2095 ),16673,(+/- 3121 ),81359,(+/- 5598 ),16455,(+/- 2797 ),21067,(+/- 3436 )
Education,Educational Attainment,"9th to 12th grade, no diploma",44111,(+/- 3445 ),31588,(+/- 3044 ),52425,(+/- 4563 ),47005,(+/- 3937 ),22337,(+/- 2627 ),22162,(+/- 3026 ),71063,(+/- 5389 ),28496,(+/- 2597 ),30037,(+/- 3723 )
Education,Educational Attainment,High school graduate (includes equivalency),129997,(+/- 5023 ),107850,(+/- 6267 ),125460,(+/- 6407 ),164128,(+/- 6918 ),108817,(+/- 5770 ),98763,(+/- 6098 ),131581,(+/- 6730 ),132930,(+/- 6033 ),105971,(+/- 6317 )
Education,Educational Attainment,"Some college, no degree",132934,(+/- 5926 ),130945,(+/- 5310 ),113918,(+/- 4410 ),165691,(+/- 7270 ),140820,(+/- 6415 ),120481,(+/- 5851 ),94838,(+/- 4559 ),153781,(+/- 6319 ),126328,(+/- 5251 )
Education,Educational Attainment,Associate's degree,42398,(+/- 3591 ),46329,(+/- 3388 ),32865,(+/- 2849 ),52489,(+/- 4749 ),48889,(+/- 3285 ),43466,(+/- 3053 ),29588,(+/- 3113 ),54389,(+/- 3662 ),40430,(+/- 3144 )
Education,Educational Attainment,Bachelor's degree,71911,(+/- 4154 ),97801,(+/- 4561 ),50853,(+/- 4905 ),66553,(+/- 4337 ),117145,(+/- 4248 ),158682,(+/- 7053 ),43889,(+/- 3578 ),107049,(+/- 5876 ),121896,(+/- 5391 )
Education,Educational Attainment,Graduate or professional degree,50436,(+/- 3754 ),74393,(+/- 4087 ),23201,(+/- 2625 ),39873,(+/- 3123 ),71314,(+/- 4086 ),92022,(+/- 5012 ),22732,(+/- 2614 ),53361,(+/- 3533 ),72783,(+/- 4163 )
Education,Educational Attainment,Percent high school graduate or higher,85.7,(+/- 0.7 ),90.2,(+/- 0.7 ),77.0,(+/- 1.1 ),88.0,(+/- 1.0 ),93.1,(+/- 0.7 ),93.0,(+/- 0.8 ),67.9,(+/- 1.4 ),91.8,(+/- 0.7 ),90.1,(+/- 0.9 )
Education,Educational Attainment,Percent bachelor's degree or higher,24.5,(+/- 1.0 ),34.0,(+/- 1.2 ),16.5,(+/- 1.1 ),19.2,(+/- 0.9 ),36.0,(+/- 1.0 ),45.4,(+/- 1.3 ),14.0,(+/- 0.9 ),29.4,(+/- 1.1 ),37.5,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,159347,G,211918,G,164198,G,139021,G,178001,G,376190,G,378440,G,144864,G,457181,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",321,H,329,J,354,H,331,G,49,H,130,H,28,J,21,G,47,J
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",7040,H,1721,H,888,J,1529,H,82,H,250,H,94,G,143,H,79,H
Business,Paid employees for pay period including March 12,Utilities,1736,J,639,G,1994,J,922,H,36,J,1757,H,h,D,215,J,f,D
Business,Paid employees for pay period including March 12,Construction,6813,G,9997,G,10659,G,8981,G,14496,G,24576,G,25384,G,8669,G,23231,G
Business,Paid employees for pay period including March 12,Manufacturing,15367,H,5834,G,15979,H,9344,G,13776,H,12833,G,37319,G,4601,G,25689,G
Business,Paid employees for pay period including March 12,Wholesale trade,3190,G,3048,G,8265,G,4112,G,3707,G,10124,G,35058,G,2391,G,20440,G
Business,Paid employees for pay period including March 12,Retail trade,28477,G,38374,G,23252,G,29279,G,35308,G,46077,G,28746,G,34548,G,49992,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,4580,G,3236,H,9288,G,3261,G,3085,G,10337,J,43203,H,1732,H,8424,G
Business,Paid employees for pay period including March 12,Information,2306,H,3405,G,3762,G,1747,G,2826,G,14191,H,5041,G,1169,G,14105,G
Business,Paid employees for pay period including March 12,Finance and insurance,2699,H,10577,H,3684,H,2973,G,8005,H,41017,G,22744,G,4259,H,41430,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2287,G,4686,G,2220,G,2269,G,3404,G,9363,G,5807,G,2741,G,12233,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",4449,G,15379,G,5245,G,3700,G,9882,G,28016,G,17892,G,5018,G,50764,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,898,G,3629,H,1900,G,616,G,1720,H,12599,G,10741,H,478,G,20506,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,6686,G,19906,G,12661,G,8554,G,12349,G,33307,G,32668,G,8248,G,48620,G
Business,Paid employees for pay period including March 12,Educational services,3237,G,4454,G,2842,G,3799,G,4675,G,7883,G,16051,H,2815,G,10885,G
Business,Paid employees for pay period including March 12,Health care and social assistance,27088,G,42706,G,29576,H,26474,G,27965,G,45520,G,47472,G,32015,H,59527,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",4198,G,4154,G,2528,G,3333,G,4514,G,10533,G,5071,H,4324,G,7286,G
Business,Paid employees for pay period including March 12,Accommodation and food services,31407,G,29492,G,23522,G,21833,G,23901,G,53876,G,27287,G,25006,G,45796,G
Business,Paid employees for pay period including March 12,Other services (except public administration),6520,G,10286,G,5565,G,5919,G,8182,G,13717,G,13294,G,6442,G,17470,G
Business,Paid employees for pay period including March 12,Industries not classified,48,J,66,H,14,G,45,H,39,J,84,G,18,J,29,J,30,G
Business,"Annual payroll ($1,000)",Total for all sectors,6219288,G,7715433,G,6503533,G,4571804,G,7115130,G,19451179,G,18983134,G,5007764,G,23379664,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",13332,G,5540,H,14302,H,11989,G,1872,H,4734,G,1171,J,754,G,2858,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",601697,H,113193,H,45992,J,90844,H,5081,H,21438,G,4926,G,6026,H,3376,H
Business,"Annual payroll ($1,000)",Utilities,147325,J,47326,G,166583,J,67748,H,1765,J,186541,H,D,D,14347,J,D,D
Business,"Annual payroll ($1,000)",Construction,288613,G,430221,G,428240,G,344115,G,658827,G,1386451,G,1287150,G,390355,G,1289908,G
Business,"Annual payroll ($1,000)",Manufacturing,1063686,H,344896,H,1209698,H,360504,G,1050086,H,844077,G,1971191,G,236118,G,1534276,G
Business,"Annual payroll ($1,000)",Wholesale trade,144837,G,160407,G,431799,G,198818,G,246012,H,739891,G,2014749,G,109176,G,1626982,G
Business,"Annual payroll ($1,000)",Retail trade,706370,G,997185,G,598168,G,760234,G,998054,G,1388494,G,846832,G,912236,G,1544994,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,203177,G,125938,H,413354,G,128540,G,125932,G,389322,H,2311902,H,67636,H,454402,G
Business,"Annual payroll ($1,000)",Information,101911,H,190794,G,206149,H,68792,G,164582,H,1265067,H,376036,G,40458,G,1082050,G
Business,"Annual payroll ($1,000)",Finance and insurance,138053,G,592893,H,178999,H,144090,G,535785,H,3210875,G,1545419,G,264202,G,2911930,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,86591,G,181381,G,67490,G,69614,G,138322,G,587161,G,262262,G,94064,G,704800,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",213608,G,923232,G,286844,G,167577,G,584079,G,1910214,G,1326794,G,251708,H,4153712,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,62025,H,279171,H,122144,G,18986,H,136900,G,1461680,G,842639,H,39108,H,1519348,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,227260,H,532221,G,273217,G,313466,G,402097,G,1380502,G,912361,G,288251,G,1586991,G
Business,"Annual payroll ($1,000)",Educational services,101686,G,148197,H,106592,H,128643,H,147353,G,327053,G,786327,G,80985,G,436615,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1253776,G,1862557,G,1349001,H,1165052,G,1252234,G,2458089,H,2728677,G,1495586,H,2651373,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",118532,G,69026,G,49578,G,63041,G,69629,G,299988,G,296515,J,147667,H,402524,H
Business,"Annual payroll ($1,000)",Accommodation and food services,583359,G,467533,G,404592,G,330665,G,370444,G,1178818,G,501071,G,404252,G,803978,G
Business,"Annual payroll ($1,000)",Other services (except public administration),162486,G,242383,G,150080,G,138136,G,225316,G,408410,G,470715,G,164092,G,614807,G
Business,"Annual payroll ($1,000)",Industries not classified,964,G,1339,G,711,H,950,H,760,H,2374,G,998,H,743,H,580,G
Business,Total Establishments,Total for all sectors,11574,X,15551,X,9716,X,12508,X,13786,X,24447,X,13856,X,11238,X,23073,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",37,X,23,X,30,X,27,X,9,X,44,X,8,X,9,X,16,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",65,X,28,X,19,X,54,X,12,X,26,X,10,X,12,X,8,X
Business,Total Establishments,Utilities,70,X,33,X,30,X,69,X,9,X,16,X,9,X,15,X,7,X
Business,Total Establishments,Construction,1040,X,1173,X,890,X,1610,X,1436,X,1987,X,999,X,1095,X,1376,X
Business,Total Establishments,Manufacturing,326,X,336,X,394,X,393,X,296,X,578,X,993,X,189,X,763,X
Business,Total Establishments,Wholesale trade,333,X,407,X,672,X,439,X,496,X,1158,X,1399,X,296,X,1163,X
Business,Total Establishments,Retail trade,1919,X,2332,X,1438,X,1882,X,1701,X,2807,X,1693,X,1583,X,2741,X
Business,Total Establishments,Transportation and warehousing,338,X,228,X,576,X,364,X,241,X,338,X,662,X,243,X,326,X
Business,Total Establishments,Information,184,X,230,X,121,X,166,X,164,X,434,X,232,X,106,X,432,X
Business,Total Establishments,Finance and insurance,583,X,1050,X,402,X,640,X,978,X,2113,X,689,X,853,X,1825,X
Business,Total Establishments,Real estate and rental and leasing,655,X,1055,X,436,X,797,X,1033,X,1861,X,592,X,600,X,1681,X
Business,Total Establishments,"Professional, scientific, and technical services",1036,X,1940,X,933,X,959,X,1888,X,3843,X,1502,X,1147,X,3888,X
Business,Total Establishments,Management of companies and enterprises,46,X,91,X,62,X,27,X,56,X,240,X,148,X,24,X,276,X
Business,Total Establishments,Administrative and support and waste management and remediation services,585,X,878,X,481,X,722,X,962,X,1604,X,807,X,793,X,1399,X
Business,Total Establishments,Educational services,162,X,282,X,134,X,118,X,230,X,390,X,230,X,184,X,412,X
Business,Total Establishments,Health care and social assistance,1431,X,2461,X,1100,X,1533,X,2008,X,3147,X,1333,X,1881,X,2814,X
Business,Total Establishments,"Arts, entertainment, and recreation",208,X,249,X,107,X,179,X,172,X,385,X,120,X,161,X,263,X
Business,Total Establishments,Accommodation and food services,1455,X,1322,X,1037,X,1334,X,1097,X,1759,X,1212,X,1067,X,1924,X
Business,Total Establishments,Other services (except public administration),1066,X,1401,X,835,X,1174,X,962,X,1650,X,1197,X,959,X,1725,X
Business,Total Establishments,Industries not classified,35,X,32,X,19,X,21,X,36,X,67,X,21,X,21,X,34,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
