Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
Workers,Occupation,Sales and office occupations,71217,(+/- 4847 ),65073,(+/- 4733 ),69471,(+/- 3269 ),82277,(+/- 4253 ),62820,(+/- 3267 ),86114,(+/- 3638 ),82543,(+/- 3506 ),88934,(+/- 4169 ),66140,(+/- 3118 ),68998,(+/- 4262 ),84043,(+/- 3914 ),77481,(+/- 4111 ),79782,(+/- 4438 ),80360,(+/- 3958 ),83600,(+/- 4395 ),77877,(+/- 4534 ),82991,(+/- 4048 ),86426,(+/- 3568 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",23051,(+/- 4005 ),12060,(+/- 2025 ),27382,(+/- 2252 ),30005,(+/- 2687 ),27366,(+/- 1915 ),25681,(+/- 2277 ),27476,(+/- 2332 ),27666,(+/- 2464 ),34929,(+/- 2696 ),33954,(+/- 2323 ),29934,(+/- 2309 ),29395,(+/- 2479 ),24989,(+/- 2883 ),20947,(+/- 2336 ),26467,(+/- 1947 ),35319,(+/- 2979 ),32029,(+/- 3151 ),25863,(+/- 2250 )
Workers,Occupation,"Production, transportation, and material moving occupations",35756,(+/- 4118 ),24672,(+/- 2916 ),48776,(+/- 3312 ),58954,(+/- 3961 ),48521,(+/- 2838 ),39225,(+/- 3431 ),30246,(+/- 2747 ),40674,(+/- 2993 ),52344,(+/- 3100 ),52480,(+/- 2798 ),55559,(+/- 3314 ),37358,(+/- 2737 ),35538,(+/- 3622 ),30579,(+/- 2310 ),54666,(+/- 4012 ),62528,(+/- 4408 ),53940,(+/- 3589 ),35898,(+/- 3060 )
Workers,Industry,Civilian employed population 16 years and over,322273,(+/- 11462 ),309464,(+/- 8924 ),318777,(+/- 5650 ),359673,(+/- 5628 ),307588,(+/- 5219 ),386184,(+/- 6899 ),353806,(+/- 6939 ),367413,(+/- 5185 ),301405,(+/- 5586 ),309044,(+/- 6191 ),337711,(+/- 6426 ),334104,(+/- 7464 ),350761,(+/- 8165 ),354855,(+/- 7352 ),356220,(+/- 7076 ),353970,(+/- 7077 ),327108,(+/- 6863 ),346993,(+/- 7104 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2543,(+/- 2257 ),215,(+/- 188 ),5547,(+/- 1173 ),3671,(+/- 974 ),7039,(+/- 1127 ),2851,(+/- 678 ),3958,(+/- 904 ),1472,(+/- 711 ),9744,(+/- 1650 ),8839,(+/- 1059 ),4210,(+/- 781 ),3808,(+/- 1006 ),428,(+/- 238 ),2125,(+/- 678 ),4216,(+/- 1229 ),7295,(+/- 1445 ),4128,(+/- 1388 ),5404,(+/- 958 )
Workers,Industry,Construction,16468,(+/- 2912 ),7707,(+/- 1717 ),16963,(+/- 1845 ),21542,(+/- 2454 ),14582,(+/- 1321 ),20769,(+/- 2401 ),20850,(+/- 2283 ),23133,(+/- 2188 ),21659,(+/- 2036 ),20883,(+/- 1958 ),20078,(+/- 1912 ),21857,(+/- 1680 ),21312,(+/- 3535 ),14517,(+/- 1674 ),16215,(+/- 1766 ),24507,(+/- 3086 ),20427,(+/- 2352 ),21087,(+/- 2231 )
Workers,Industry,Manufacturing,21574,(+/- 2853 ),17079,(+/- 2441 ),49965,(+/- 2750 ),48627,(+/- 3786 ),46598,(+/- 2285 ),50864,(+/- 3725 ),38621,(+/- 2467 ),44483,(+/- 3530 ),35693,(+/- 2598 ),43898,(+/- 2814 ),41322,(+/- 2860 ),39331,(+/- 2945 ),31523,(+/- 2593 ),21963,(+/- 2043 ),51368,(+/- 4159 ),58759,(+/- 3787 ),42509,(+/- 2887 ),33934,(+/- 2704 )
Workers,Industry,Wholesale trade,7226,(+/- 1479 ),4294,(+/- 1163 ),8033,(+/- 1065 ),9605,(+/- 1582 ),5176,(+/- 892 ),13005,(+/- 1777 ),10734,(+/- 1765 ),10551,(+/- 1664 ),8594,(+/- 1586 ),6935,(+/- 1198 ),7558,(+/- 1130 ),9399,(+/- 1084 ),10889,(+/- 1626 ),8013,(+/- 1362 ),13312,(+/- 2223 ),10254,(+/- 1594 ),9239,(+/- 1478 ),12030,(+/- 1399 )
Workers,Industry,Retail trade,33736,(+/- 3964 ),24686,(+/- 2404 ),35575,(+/- 2742 ),42046,(+/- 3136 ),32956,(+/- 2644 ),42446,(+/- 2707 ),36664,(+/- 2612 ),43800,(+/- 3173 ),38175,(+/- 2818 ),40523,(+/- 2681 ),43426,(+/- 2640 ),39107,(+/- 3065 ),35976,(+/- 3458 ),39619,(+/- 2798 ),39408,(+/- 3112 ),44443,(+/- 3324 ),48364,(+/- 4015 ),39905,(+/- 2863 )
Workers,Industry,"Transportation and warehousing, and utilities",18844,(+/- 2946 ),16793,(+/- 2100 ),15968,(+/- 1316 ),21880,(+/- 2743 ),14244,(+/- 1758 ),17696,(+/- 2325 ),16250,(+/- 2244 ),15560,(+/- 1964 ),21559,(+/- 2025 ),18566,(+/- 1867 ),25569,(+/- 1898 ),21205,(+/- 2073 ),16515,(+/- 2591 ),16166,(+/- 1992 ),21233,(+/- 2318 ),16014,(+/- 1683 ),18045,(+/- 2081 ),21002,(+/- 1956 )
Workers,Industry,Information,6642,(+/- 1483 ),7633,(+/- 1379 ),4924,(+/- 1000 ),4964,(+/- 1060 ),4337,(+/- 807 ),7409,(+/- 1341 ),7734,(+/- 1188 ),7294,(+/- 1112 ),3558,(+/- 856 ),4220,(+/- 829 ),4112,(+/- 891 ),4875,(+/- 912 ),6155,(+/- 1424 ),7407,(+/- 1748 ),6400,(+/- 1423 ),5125,(+/- 970 ),6206,(+/- 1120 ),5460,(+/- 985 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",20227,(+/- 2808 ),24763,(+/- 2870 ),17165,(+/- 1603 ),22313,(+/- 2052 ),13230,(+/- 1329 ),35388,(+/- 2838 ),30527,(+/- 2567 ),32274,(+/- 2676 ),12735,(+/- 1651 ),12930,(+/- 1470 ),19241,(+/- 1626 ),24757,(+/- 2362 ),27363,(+/- 2856 ),30094,(+/- 2788 ),16119,(+/- 1911 ),16812,(+/- 1889 ),17922,(+/- 2017 ),28014,(+/- 2154 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",35666,(+/- 3252 ),39184,(+/- 2937 ),26052,(+/- 2458 ),39318,(+/- 2984 ),17996,(+/- 1613 ),53723,(+/- 3154 ),46211,(+/- 3005 ),45956,(+/- 2901 ),17360,(+/- 1762 ),19937,(+/- 1669 ),25503,(+/- 2289 ),33292,(+/- 2432 ),42954,(+/- 2817 ),44330,(+/- 3029 ),35806,(+/- 2797 ),28725,(+/- 2676 ),25093,(+/- 2871 ),40519,(+/- 3152 )
Workers,Industry,"Educational services, and health care and social assistance",90125,(+/- 5935 ),108523,(+/- 5794 ),82639,(+/- 3705 ),78525,(+/- 4142 ),93291,(+/- 3728 ),86870,(+/- 5077 ),88425,(+/- 4298 ),84501,(+/- 4184 ),77469,(+/- 3314 ),78325,(+/- 4036 ),82126,(+/- 3483 ),86430,(+/- 3361 ),100711,(+/- 4829 ),106137,(+/- 4040 ),90916,(+/- 4676 ),82436,(+/- 3757 ),75213,(+/- 3125 ),84353,(+/- 4041 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",36611,(+/- 3781 ),26608,(+/- 2866 ),29156,(+/- 2741 ),28454,(+/- 2445 ),30210,(+/- 2760 ),31391,(+/- 3147 ),25494,(+/- 2313 ),29493,(+/- 3099 ),24205,(+/- 2315 ),24588,(+/- 2095 ),26949,(+/- 2503 ),25425,(+/- 2333 ),27621,(+/- 2825 ),37560,(+/- 3410 ),33143,(+/- 3003 ),31840,(+/- 3070 ),29952,(+/- 3056 ),29977,(+/- 2605 )
Workers,Industry,"Other services, except public administration",16929,(+/- 2548 ),16491,(+/- 2443 ),14376,(+/- 1378 ),17938,(+/- 2025 ),14370,(+/- 1826 ),15453,(+/- 1517 ),16786,(+/- 1662 ),16150,(+/- 2108 ),15562,(+/- 1908 ),15294,(+/- 1677 ),14961,(+/- 1891 ),14286,(+/- 1749 ),15254,(+/- 2285 ),16156,(+/- 1938 ),15855,(+/- 1774 ),17794,(+/- 1971 ),15553,(+/- 2075 ),14754,(+/- 2049 )
Workers,Industry,Public administration,15682,(+/- 2130 ),15488,(+/- 1981 ),12414,(+/- 1587 ),20790,(+/- 1990 ),13559,(+/- 1484 ),8319,(+/- 1493 ),11552,(+/- 1698 ),12746,(+/- 1574 ),15092,(+/- 1734 ),14106,(+/- 1621 ),22656,(+/- 2021 ),10332,(+/- 1441 ),14060,(+/- 1957 ),10768,(+/- 1207 ),12229,(+/- 1561 ),9966,(+/- 1712 ),14457,(+/- 1743 ),10554,(+/- 1370 )
Workers,Class of Worker,Civilian employed population 16 years and over,322273,(+/- 11462 ),309464,(+/- 8924 ),318777,(+/- 5650 ),359673,(+/- 5628 ),307588,(+/- 5219 ),386184,(+/- 6899 ),353806,(+/- 6939 ),367413,(+/- 5185 ),301405,(+/- 5586 ),309044,(+/- 6191 ),337711,(+/- 6426 ),334104,(+/- 7464 ),350761,(+/- 8165 ),354855,(+/- 7352 ),356220,(+/- 7076 ),353970,(+/- 7077 ),327108,(+/- 6863 ),346993,(+/- 7104 )
Workers,Class of Worker,Private wage and salary workers,277187,(+/- 10932 ),261911,(+/- 8450 ),271657,(+/- 5748 ),299439,(+/- 6164 ),249410,(+/- 5162 ),335344,(+/- 7202 ),300959,(+/- 6470 ),317135,(+/- 5540 ),245661,(+/- 5386 ),251339,(+/- 6100 ),272993,(+/- 6178 ),285075,(+/- 6650 ),302426,(+/- 7340 ),310631,(+/- 7367 ),306805,(+/- 7307 ),304979,(+/- 7219 ),276578,(+/- 6322 ),299614,(+/- 6511 )
Workers,Class of Worker,Government workers,31758,(+/- 3096 ),34030,(+/- 2736 ),32921,(+/- 2375 ),42120,(+/- 3058 ),38912,(+/- 2310 ),30193,(+/- 3045 ),31478,(+/- 2431 ),31477,(+/- 2323 ),38535,(+/- 3063 ),36854,(+/- 2495 ),46833,(+/- 3201 ),32475,(+/- 2554 ),31665,(+/- 2770 ),29562,(+/- 2336 ),31650,(+/- 2358 ),30450,(+/- 3436 ),35507,(+/- 2404 ),30671,(+/- 2075 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,13025,(+/- 2233 ),13113,(+/- 1916 ),13796,(+/- 1433 ),17663,(+/- 2053 ),18292,(+/- 2065 ),20122,(+/- 2188 ),20817,(+/- 1874 ),18545,(+/- 2349 ),16604,(+/- 1386 ),19942,(+/- 1727 ),17390,(+/- 2051 ),16301,(+/- 2126 ),16478,(+/- 2113 ),14423,(+/- 1735 ),17626,(+/- 2045 ),18271,(+/- 2060 ),14182,(+/- 2036 ),16545,(+/- 2072 )
Workers,Class of Worker,Unpaid family workers,303,(+/- 266 ),410,(+/- 365 ),403,(+/- 244 ),451,(+/- 254 ),974,(+/- 399 ),525,(+/- 358 ),552,(+/- 310 ),256,(+/- 194 ),605,(+/- 281 ),909,(+/- 309 ),495,(+/- 268 ),253,(+/- 168 ),192,(+/- 134 ),239,(+/- 217 ),139,(+/- 137 ),270,(+/- 205 ),841,(+/- 543 ),163,(+/- 146 )
Housing,Housing Occupancy,Total housing units,299235,(+/- 6189 ),333571,(+/- 5717 ),317724,(+/- 2273 ),304280,(+/- 2348 ),342855,(+/- 2375 ),292116,(+/- 3570 ),273542,(+/- 3993 ),280043,(+/- 1919 ),318698,(+/- 2277 ),342609,(+/- 2749 ),322375,(+/- 3224 ),318254,(+/- 3327 ),288189,(+/- 4586 ),364557,(+/- 4272 ),291641,(+/- 3163 ),279040,(+/- 2797 ),324494,(+/- 3914 ),318772,(+/- 3940 )
Housing,Housing Occupancy,Occupied housing units,260860,(+/- 6241 ),279336,(+/- 6003 ),278846,(+/- 3223 ),281239,(+/- 3782 ),263672,(+/- 3375 ),274134,(+/- 4156 ),258813,(+/- 3951 ),265416,(+/- 2715 ),277770,(+/- 3738 ),256391,(+/- 4184 ),278092,(+/- 3273 ),283824,(+/- 3694 ),268338,(+/- 4490 ),317371,(+/- 4402 ),275165,(+/- 3248 ),261448,(+/- 3149 ),270356,(+/- 4644 ),286700,(+/- 3647 )
Housing,Housing Occupancy,Vacant housing units,38375,(+/- 3922 ),54235,(+/- 3741 ),38878,(+/- 2919 ),23041,(+/- 2934 ),79183,(+/- 2963 ),17982,(+/- 2851 ),14729,(+/- 2121 ),14627,(+/- 2054 ),40928,(+/- 3359 ),86218,(+/- 3816 ),44283,(+/- 3176 ),34430,(+/- 3038 ),19851,(+/- 2479 ),47186,(+/- 3380 ),16476,(+/- 2362 ),17592,(+/- 2434 ),54138,(+/- 3800 ),32072,(+/- 3225 )
Housing,Housing Occupancy,Homeowner vacancy rate,4.3,(+/- 1.0 ),2.1,(+/- 0.5 ),2.4,(+/- 0.6 ),1.3,(+/- 0.5 ),2.2,(+/- 0.6 ),1.4,(+/- 0.5 ),1.0,(+/- 0.5 ),0.5,(+/- 0.3 ),1.8,(+/- 0.5 ),1.4,(+/- 0.3 ),2.4,(+/- 0.6 ),1.5,(+/- 0.5 ),1.6,(+/- 0.5 ),1.9,(+/- 0.6 ),1.3,(+/- 0.5 ),1.3,(+/- 0.5 ),2.0,(+/- 0.6 ),2.1,(+/- 0.6 )
Housing,Housing Occupancy,Rental vacancy rate,5.9,(+/- 1.3 ),8.9,(+/- 1.4 ),6.7,(+/- 1.3 ),4.4,(+/- 1.3 ),4.5,(+/- 1.3 ),5.6,(+/- 1.8 ),5.0,(+/- 1.7 ),4.9,(+/- 1.7 ),4.9,(+/- 1.4 ),7.1,(+/- 1.7 ),5.0,(+/- 1.2 ),7.5,(+/- 1.8 ),4.6,(+/- 1.5 ),4.9,(+/- 1.1 ),5.3,(+/- 1.4 ),4.5,(+/- 1.4 ),4.7,(+/- 1.1 ),8.4,(+/- 2.0 )
Housing,Housing Tenure,Occupied housing units,260860,(+/- 6241 ),279336,(+/- 6003 ),278846,(+/- 3223 ),281239,(+/- 3782 ),263672,(+/- 3375 ),274134,(+/- 4156 ),258813,(+/- 3951 ),265416,(+/- 2715 ),277770,(+/- 3738 ),256391,(+/- 4184 ),278092,(+/- 3273 ),283824,(+/- 3694 ),268338,(+/- 4490 ),317371,(+/- 4402 ),275165,(+/- 3248 ),261448,(+/- 3149 ),270356,(+/- 4644 ),286700,(+/- 3647 )
Housing,Housing Tenure,Owner-occupied,141331,(+/- 4786 ),137623,(+/- 4762 ),201182,(+/- 3835 ),203342,(+/- 4021 ),188305,(+/- 3569 ),202665,(+/- 3560 ),198950,(+/- 4028 ),202377,(+/- 3863 ),199694,(+/- 4021 ),190265,(+/- 4192 ),196114,(+/- 4537 ),221956,(+/- 3816 ),167142,(+/- 4241 ),171303,(+/- 4372 ),187406,(+/- 4452 ),169660,(+/- 3740 ),184003,(+/- 4228 ),219196,(+/- 3697 )
Housing,Housing Tenure,Renter-occupied,119529,(+/- 4941 ),141713,(+/- 4188 ),77664,(+/- 2884 ),77897,(+/- 3990 ),75367,(+/- 3576 ),71469,(+/- 4125 ),59863,(+/- 2866 ),63039,(+/- 3365 ),78076,(+/- 3892 ),66126,(+/- 3275 ),81978,(+/- 4112 ),61868,(+/- 2871 ),101196,(+/- 4690 ),146068,(+/- 4778 ),87759,(+/- 3953 ),91788,(+/- 3596 ),86353,(+/- 3617 ),67504,(+/- 3647 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.73,(+/- 0.08 ),2.56,(+/- 0.06 ),2.47,(+/- 0.03 ),2.55,(+/- 0.04 ),2.58,(+/- 0.04 ),2.76,(+/- 0.04 ),2.80,(+/- 0.05 ),2.77,(+/- 0.04 ),2.48,(+/- 0.03 ),2.65,(+/- 0.05 ),2.51,(+/- 0.03 ),2.52,(+/- 0.04 ),2.84,(+/- 0.07 ),2.27,(+/- 0.04 ),2.62,(+/- 0.04 ),2.81,(+/- 0.05 ),2.57,(+/- 0.05 ),2.55,(+/- 0.03 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.66,(+/- 0.10 ),2.28,(+/- 0.08 ),2.17,(+/- 0.06 ),2.38,(+/- 0.08 ),2.20,(+/- 0.08 ),2.25,(+/- 0.09 ),2.19,(+/- 0.08 ),2.20,(+/- 0.08 ),2.20,(+/- 0.08 ),2.36,(+/- 0.09 ),2.27,(+/- 0.09 ),1.98,(+/- 0.07 ),2.42,(+/- 0.09 ),1.92,(+/- 0.05 ),2.41,(+/- 0.07 ),2.51,(+/- 0.08 ),2.34,(+/- 0.08 ),1.94,(+/- 0.08 )
Housing,Year Householder Moved into Unit,Occupied housing units,260860,(+/- 6241 ),279336,(+/- 6003 ),278846,(+/- 3223 ),281239,(+/- 3782 ),263672,(+/- 3375 ),274134,(+/- 4156 ),258813,(+/- 3951 ),265416,(+/- 2715 ),277770,(+/- 3738 ),256391,(+/- 4184 ),278092,(+/- 3273 ),283824,(+/- 3694 ),268338,(+/- 4490 ),317371,(+/- 4402 ),275165,(+/- 3248 ),261448,(+/- 3149 ),270356,(+/- 4644 ),286700,(+/- 3647 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,50885,(+/- 3590 ),64944,(+/- 4286 ),37106,(+/- 2769 ),41235,(+/- 3174 ),42516,(+/- 2611 ),41493,(+/- 2978 ),30128,(+/- 2561 ),32492,(+/- 2741 ),35921,(+/- 3112 ),30373,(+/- 2478 ),40768,(+/- 3012 ),32082,(+/- 2467 ),45043,(+/- 3470 ),66889,(+/- 3625 ),45362,(+/- 2975 ),41777,(+/- 3456 ),39024,(+/- 2562 ),35290,(+/- 2537 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,73586,(+/- 4496 ),74651,(+/- 4426 ),63165,(+/- 2788 ),68941,(+/- 3861 ),57349,(+/- 3039 ),65938,(+/- 3646 ),57961,(+/- 3586 ),59737,(+/- 3666 ),60510,(+/- 2900 ),56775,(+/- 2877 ),60450,(+/- 3946 ),61532,(+/- 3392 ),67224,(+/- 3651 ),81705,(+/- 3958 ),68983,(+/- 3559 ),68788,(+/- 3155 ),60670,(+/- 3380 ),65172,(+/- 3570 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,65248,(+/- 4189 ),55627,(+/- 3541 ),71998,(+/- 3470 ),79480,(+/- 4025 ),67239,(+/- 3198 ),77526,(+/- 3000 ),74487,(+/- 3469 ),74199,(+/- 3518 ),70285,(+/- 3343 ),70902,(+/- 3035 ),71014,(+/- 3523 ),69522,(+/- 2752 ),72987,(+/- 3456 ),68527,(+/- 3510 ),71194,(+/- 3422 ),76307,(+/- 3599 ),72261,(+/- 3672 ),74852,(+/- 3034 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,29001,(+/- 2448 ),29737,(+/- 2565 ),43804,(+/- 1902 ),44911,(+/- 3077 ),38931,(+/- 2585 ),41997,(+/- 2520 ),44811,(+/- 2911 ),45177,(+/- 2570 ),42702,(+/- 2520 ),41486,(+/- 2576 ),41991,(+/- 2511 ),42606,(+/- 2269 ),38971,(+/- 2824 ),38281,(+/- 2498 ),38733,(+/- 2906 ),34662,(+/- 2206 ),36074,(+/- 2566 ),40573,(+/- 2336 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,18266,(+/- 2158 ),22113,(+/- 1906 ),25625,(+/- 1572 ),21479,(+/- 1915 ),23280,(+/- 1527 ),22500,(+/- 2140 ),25208,(+/- 2052 ),25549,(+/- 2109 ),25288,(+/- 1903 ),26407,(+/- 1808 ),24633,(+/- 1803 ),31508,(+/- 2112 ),19468,(+/- 1851 ),20748,(+/- 1981 ),22317,(+/- 1861 ),19038,(+/- 1576 ),23099,(+/- 1994 ),28302,(+/- 2253 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,23874,(+/- 1699 ),32264,(+/- 2190 ),37148,(+/- 1862 ),25193,(+/- 1899 ),34357,(+/- 2185 ),24680,(+/- 1841 ),26218,(+/- 1856 ),28262,(+/- 1890 ),43064,(+/- 1845 ),30448,(+/- 1925 ),39236,(+/- 2131 ),46574,(+/- 2537 ),24645,(+/- 1591 ),41221,(+/- 2642 ),28576,(+/- 1770 ),20876,(+/- 1819 ),39228,(+/- 2531 ),42511,(+/- 2054 )
Housing,Value,Owner-occupied units,141331,(+/- 4786 ),137623,(+/- 4762 ),201182,(+/- 3835 ),203342,(+/- 4021 ),188305,(+/- 3569 ),202665,(+/- 3560 ),198950,(+/- 4028 ),202377,(+/- 3863 ),199694,(+/- 4021 ),190265,(+/- 4192 ),196114,(+/- 4537 ),221956,(+/- 3816 ),167142,(+/- 4241 ),171303,(+/- 4372 ),187406,(+/- 4452 ),169660,(+/- 3740 ),184003,(+/- 4228 ),219196,(+/- 3697 )
Housing,Value,"Less than $50,000",9745,(+/- 1645 ),12225,(+/- 1520 ),22994,(+/- 1936 ),10606,(+/- 1501 ),26826,(+/- 1830 ),4607,(+/- 772 ),3703,(+/- 740 ),4322,(+/- 916 ),25523,(+/- 1929 ),12951,(+/- 1389 ),16692,(+/- 1523 ),21642,(+/- 1557 ),3758,(+/- 879 ),23538,(+/- 1907 ),8566,(+/- 1497 ),11487,(+/- 1726 ),18210,(+/- 1748 ),12011,(+/- 1509 )
Housing,Value,"$50,000 to $99,999",32403,(+/- 2293 ),32954,(+/- 2722 ),50618,(+/- 2577 ),17698,(+/- 1949 ),49436,(+/- 2523 ),9436,(+/- 1167 ),5715,(+/- 975 ),2360,(+/- 680 ),50418,(+/- 2338 ),31775,(+/- 2219 ),36293,(+/- 2242 ),42215,(+/- 2004 ),13500,(+/- 1527 ),60614,(+/- 3300 ),15566,(+/- 1650 ),16777,(+/- 1467 ),40819,(+/- 2887 ),32096,(+/- 2728 )
Housing,Value,"$100,000 to $149,999",36231,(+/- 3015 ),19457,(+/- 2106 ),39114,(+/- 2677 ),39843,(+/- 2399 ),32771,(+/- 1963 ),20134,(+/- 1845 ),14982,(+/- 1588 ),7382,(+/- 1219 ),43223,(+/- 2661 ),39974,(+/- 2643 ),40167,(+/- 2341 ),45726,(+/- 2474 ),17871,(+/- 2013 ),35898,(+/- 2504 ),29051,(+/- 2250 ),26557,(+/- 2334 ),37760,(+/- 2492 ),43422,(+/- 2268 )
Housing,Value,"$150,000 to $199,999",19041,(+/- 2321 ),15871,(+/- 1838 ),31579,(+/- 1819 ),51036,(+/- 2461 ),29693,(+/- 2346 ),31241,(+/- 2375 ),23124,(+/- 1853 ),18175,(+/- 1650 ),35217,(+/- 2318 ),39714,(+/- 2879 ),40453,(+/- 2389 ),41526,(+/- 2628 ),33244,(+/- 2587 ),20875,(+/- 1787 ),40393,(+/- 3049 ),36526,(+/- 2288 ),32051,(+/- 2067 ),46929,(+/- 2558 )
Housing,Value,"$200,000 to $299,999",19018,(+/- 1879 ),20887,(+/- 1990 ),30648,(+/- 1996 ),49701,(+/- 2589 ),29644,(+/- 1972 ),50509,(+/- 2859 ),52671,(+/- 2639 ),60608,(+/- 3341 ),29317,(+/- 2216 ),40469,(+/- 2326 ),38331,(+/- 2471 ),37719,(+/- 2231 ),51682,(+/- 3046 ),15393,(+/- 1710 ),51414,(+/- 2874 ),45102,(+/- 2336 ),37253,(+/- 2520 ),46536,(+/- 2552 )
Housing,Value,"$300,000 to $499,999",15760,(+/- 1953 ),16418,(+/- 1806 ),19140,(+/- 1421 ),28840,(+/- 1981 ),14810,(+/- 1469 ),55456,(+/- 2389 ),64965,(+/- 2864 ),76135,(+/- 3059 ),11868,(+/- 1292 ),18756,(+/- 1566 ),19200,(+/- 1492 ),24803,(+/- 1990 ),35014,(+/- 2345 ),9734,(+/- 1191 ),32928,(+/- 2316 ),23791,(+/- 2128 ),15156,(+/- 1498 ),28947,(+/- 1731 )
Housing,Value,"$500,000 to $999,999",7327,(+/- 1160 ),15011,(+/- 1466 ),5567,(+/- 973 ),4609,(+/- 886 ),4428,(+/- 1040 ),27647,(+/- 2086 ),28363,(+/- 1902 ),30208,(+/- 2075 ),3108,(+/- 729 ),5695,(+/- 909 ),4455,(+/- 820 ),6935,(+/- 1065 ),11026,(+/- 1170 ),4339,(+/- 928 ),7772,(+/- 1092 ),7022,(+/- 1260 ),2116,(+/- 519 ),7992,(+/- 1122 )
Housing,Value,"$1,000,000 or more",1806,(+/- 663 ),4800,(+/- 738 ),1522,(+/- 497 ),1009,(+/- 443 ),697,(+/- 308 ),3635,(+/- 724 ),5427,(+/- 928 ),3187,(+/- 757 ),1020,(+/- 383 ),931,(+/- 272 ),523,(+/- 250 ),1390,(+/- 469 ),1047,(+/- 400 ),912,(+/- 339 ),1716,(+/- 544 ),2398,(+/- 699 ),638,(+/- 296 ),1263,(+/- 429 )
Housing,Value,Median (dollars),137600,(+/- 4468 ),160600,(+/- 6485 ),132500,(+/- 3641 ),179900,(+/- 2996 ),123900,(+/- 3299 ),270200,(+/- 5181 ),298700,(+/- 4870 ),317200,(+/- 5166 ),125700,(+/- 3159 ),160100,(+/- 2664 ),155200,(+/- 2286 ),151300,(+/- 2406 ),225700,(+/- 3922 ),101700,(+/- 2897 ),200200,(+/- 4490 ),190800,(+/- 3290 ),143500,(+/- 3422 ),170400,(+/- 2473 )
Housing,Mortgage Status,Owner-occupied units,141331,(+/- 4786 ),137623,(+/- 4762 ),201182,(+/- 3835 ),203342,(+/- 4021 ),188305,(+/- 3569 ),202665,(+/- 3560 ),198950,(+/- 4028 ),202377,(+/- 3863 ),199694,(+/- 4021 ),190265,(+/- 4192 ),196114,(+/- 4537 ),221956,(+/- 3816 ),167142,(+/- 4241 ),171303,(+/- 4372 ),187406,(+/- 4452 ),169660,(+/- 3740 ),184003,(+/- 4228 ),219196,(+/- 3697 )
Housing,Mortgage Status,Housing units with a mortgage,87409,(+/- 4332 ),74041,(+/- 3604 ),110120,(+/- 3032 ),134783,(+/- 4329 ),97114,(+/- 3537 ),141534,(+/- 3858 ),133287,(+/- 3759 ),139143,(+/- 3456 ),106298,(+/- 3782 ),104295,(+/- 4073 ),110457,(+/- 3403 ),125465,(+/- 3651 ),112476,(+/- 3655 ),99154,(+/- 3607 ),118652,(+/- 3960 ),109121,(+/- 3585 ),105696,(+/- 4154 ),129968,(+/- 3524 )
Housing,Mortgage Status,Housing units without a mortgage,53922,(+/- 2970 ),63582,(+/- 3488 ),91062,(+/- 3184 ),68559,(+/- 2940 ),91191,(+/- 2949 ),61131,(+/- 2763 ),65663,(+/- 3002 ),63234,(+/- 3234 ),93396,(+/- 2710 ),85970,(+/- 2980 ),85657,(+/- 3037 ),96491,(+/- 2880 ),54666,(+/- 2774 ),72149,(+/- 3225 ),68754,(+/- 3246 ),60539,(+/- 2935 ),78307,(+/- 3099 ),89228,(+/- 3382 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,87409,(+/- 4332 ),74041,(+/- 3604 ),110120,(+/- 3032 ),134783,(+/- 4329 ),97114,(+/- 3537 ),141534,(+/- 3858 ),133287,(+/- 3759 ),139143,(+/- 3456 ),106298,(+/- 3782 ),104295,(+/- 4073 ),110457,(+/- 3403 ),125465,(+/- 3651 ),112476,(+/- 3655 ),99154,(+/- 3607 ),118652,(+/- 3960 ),109121,(+/- 3585 ),105696,(+/- 4154 ),129968,(+/- 3524 )
