Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE,District 37 Estimate,District 37 MOE,District 38 Estimate,District 38 MOE,District 39 Estimate,District 39 MOE,District 40 Estimate,District 40 MOE,District 41 Estimate,District 41 MOE,District 42 Estimate,District 42 MOE,District 43 Estimate,District 43 MOE,District 44 Estimate,District 44 MOE,District 45 Estimate,District 45 MOE,District 46 Estimate,District 46 MOE,District 47 Estimate,District 47 MOE,District 48 Estimate,District 48 MOE,District 49 Estimate,District 49 MOE,District 50 Estimate,District 50 MOE,District 51 Estimate,District 51 MOE,District 52 Estimate,District 52 MOE,District 53 Estimate,District 53 MOE
Education,School Enrollment,Elementary school (grades 1-8),61494,(+/- 2604 ),66638,(+/- 2994 ),78141,(+/- 3592 ),71985,(+/- 3223 ),62876,(+/- 3563 ),81023,(+/- 4578 ),77706,(+/- 4111 ),85420,(+/- 4706 ),94140,(+/- 4143 ),87431,(+/- 3476 ),77492,(+/- 3605 ),37223,(+/- 2055 ),58663,(+/- 3771 ),69406,(+/- 3199 ),82097,(+/- 3633 ),92581,(+/- 4902 ),69876,(+/- 3590 ),73944,(+/- 4560 ),82748,(+/- 5224 ),79974,(+/- 2587 ),101814,(+/- 5874 ),95605,(+/- 4590 ),88118,(+/- 5894 ),67893,(+/- 2358 ),83762,(+/- 5055 ),76282,(+/- 2562 ),56264,(+/- 4408 ),44206,(+/- 4450 ),75666,(+/- 4973 ),63958,(+/- 5195 ),82057,(+/- 4825 ),70579,(+/- 5042 ),54515,(+/- 4594 ),68180,(+/- 4331 ),91376,(+/- 5415 ),81865,(+/- 5206 ),59853,(+/- 4331 ),69434,(+/- 4461 ),66785,(+/- 4403 ),91154,(+/- 4677 ),91578,(+/- 5334 ),90430,(+/- 4540 ),69877,(+/- 4496 ),87848,(+/- 4523 ),70511,(+/- 4361 ),83665,(+/- 4843 ),68218,(+/- 4215 ),63003,(+/- 4267 ),77281,(+/- 5443 ),77860,(+/- 4778 ),80147,(+/- 4443 ),61221,(+/- 4103 ),65167,(+/- 5655 )
Education,School Enrollment,High school (grades 9-12),34541,(+/- 2186 ),33443,(+/- 2279 ),38886,(+/- 2239 ),38367,(+/- 2776 ),35531,(+/- 2438 ),38866,(+/- 2904 ),43128,(+/- 2511 ),47553,(+/- 3863 ),45283,(+/- 3102 ),48810,(+/- 2723 ),40584,(+/- 2493 ),19057,(+/- 1502 ),29758,(+/- 2114 ),32174,(+/- 2179 ),41942,(+/- 2745 ),49273,(+/- 2842 ),34368,(+/- 2457 ),35165,(+/- 2849 ),45871,(+/- 2804 ),44717,(+/- 2610 ),59553,(+/- 3946 ),48326,(+/- 3551 ),41087,(+/- 3097 ),33348,(+/- 1905 ),47917,(+/- 2943 ),44685,(+/- 2249 ),33589,(+/- 2737 ),24111,(+/- 2357 ),42993,(+/- 3472 ),37173,(+/- 3763 ),47258,(+/- 2884 ),40052,(+/- 2819 ),32457,(+/- 2749 ),35471,(+/- 3093 ),51153,(+/- 3870 ),39334,(+/- 2863 ),31254,(+/- 3380 ),43255,(+/- 2867 ),41364,(+/- 3082 ),52746,(+/- 3854 ),51919,(+/- 3621 ),53548,(+/- 3591 ),39478,(+/- 3374 ),49227,(+/- 3542 ),41410,(+/- 2899 ),43372,(+/- 2910 ),39985,(+/- 3275 ),36136,(+/- 2779 ),36319,(+/- 3240 ),43807,(+/- 3514 ),49822,(+/- 3621 ),32565,(+/- 2857 ),33615,(+/- 3390 )
Education,School Enrollment,College or graduate school,56143,(+/- 3103 ),52410,(+/- 4096 ),77510,(+/- 3253 ),41442,(+/- 3488 ),61227,(+/- 3974 ),58074,(+/- 4243 ),52406,(+/- 3175 ),43230,(+/- 4273 ),53054,(+/- 3924 ),45589,(+/- 3115 ),49349,(+/- 3913 ),52986,(+/- 4263 ),81146,(+/- 5184 ),62328,(+/- 4316 ),53515,(+/- 3899 ),55277,(+/- 4931 ),62475,(+/- 4482 ),58732,(+/- 3487 ),67131,(+/- 4431 ),72657,(+/- 4522 ),38070,(+/- 3914 ),58043,(+/- 3988 ),52392,(+/- 4612 ),92744,(+/- 4495 ),56727,(+/- 4188 ),53599,(+/- 3070 ),62726,(+/- 3785 ),56554,(+/- 4666 ),56136,(+/- 4128 ),70968,(+/- 5989 ),58706,(+/- 4662 ),62083,(+/- 3542 ),64463,(+/- 4460 ),65579,(+/- 4150 ),56837,(+/- 4265 ),40957,(+/- 3587 ),72407,(+/- 4909 ),63120,(+/- 3893 ),68304,(+/- 4292 ),58461,(+/- 4069 ),72556,(+/- 4970 ),64881,(+/- 4405 ),63566,(+/- 4253 ),53881,(+/- 4312 ),85232,(+/- 5007 ),63700,(+/- 3987 ),65774,(+/- 4122 ),54683,(+/- 4105 ),51490,(+/- 5412 ),58865,(+/- 4903 ),57307,(+/- 4556 ),79964,(+/- 4596 ),90302,(+/- 8014 )
Education,Educational Attainment,Population 25 years and over,494238,(+/- 3991 ),515218,(+/- 4933 ),476942,(+/- 5006 ),525139,(+/- 4864 ),519097,(+/- 6408 ),505811,(+/- 6834 ),501496,(+/- 7070 ),452986,(+/- 7274 ),483489,(+/- 5712 ),471688,(+/- 4218 ),523012,(+/- 5387 ),609759,(+/- 5545 ),538034,(+/- 6049 ),539090,(+/- 6921 ),533101,(+/- 6924 ),427446,(+/- 6971 ),545285,(+/- 9422 ),521738,(+/- 10022 ),504580,(+/- 8843 ),470967,(+/- 4085 ),415361,(+/- 9995 ),466284,(+/- 8111 ),460244,(+/- 9309 ),471690,(+/- 1952 ),469945,(+/- 8014 ),481657,(+/- 3319 ),526950,(+/- 9445 ),548770,(+/- 11251 ),480316,(+/- 11641 ),544636,(+/- 14473 ),459112,(+/- 8926 ),481632,(+/- 10121 ),524077,(+/- 9904 ),519291,(+/- 12990 ),460314,(+/- 8207 ),517881,(+/- 8156 ),509036,(+/- 12595 ),470664,(+/- 10480 ),500329,(+/- 8504 ),429765,(+/- 11190 ),451297,(+/- 6962 ),513020,(+/- 8394 ),479623,(+/- 11907 ),443139,(+/- 10109 ),531901,(+/- 7173 ),462893,(+/- 7618 ),481292,(+/- 9052 ),525500,(+/- 7445 ),492326,(+/- 8551 ),500105,(+/- 8852 ),469521,(+/- 11464 ),525905,(+/- 12340 ),530649,(+/- 13563 )
Education,Educational Attainment,Less than 9th grade,17828,(+/- 2394 ),25089,(+/- 2872 ),39874,(+/- 3818 ),11538,(+/- 1911 ),33859,(+/- 3945 ),43566,(+/- 4004 ),25766,(+/- 3036 ),30286,(+/- 3486 ),52916,(+/- 4100 ),53069,(+/- 4291 ),38233,(+/- 3852 ),43097,(+/- 3831 ),45279,(+/- 4185 ),37370,(+/- 3560 ),29317,(+/- 3387 ),83086,(+/- 5533 ),23641,(+/- 3276 ),19348,(+/- 3893 ),63450,(+/- 5119 ),81759,(+/- 4063 ),105357,(+/- 6721 ),46624,(+/- 3720 ),29688,(+/- 3502 ),44074,(+/- 3693 ),31895,(+/- 3743 ),51249,(+/- 3698 ),52394,(+/- 3867 ),40218,(+/- 3961 ),86425,(+/- 6022 ),33336,(+/- 3722 ),41298,(+/- 3694 ),69375,(+/- 3891 ),10815,(+/- 2064 ),106775,(+/- 5626 ),70200,(+/- 4590 ),54287,(+/- 4326 ),67194,(+/- 5961 ),48738,(+/- 3911 ),30823,(+/- 3042 ),125153,(+/- 6351 ),54888,(+/- 4217 ),34670,(+/- 4361 ),57529,(+/- 5064 ),96573,(+/- 5707 ),13696,(+/- 2264 ),89033,(+/- 6202 ),54544,(+/- 4533 ),31552,(+/- 3734 ),26179,(+/- 4073 ),34182,(+/- 3632 ),77458,(+/- 5408 ),12915,(+/- 2233 ),28639,(+/- 3292 )
Education,Educational Attainment,"9th to 12th grade, no diploma",32374,(+/- 2729 ),26144,(+/- 2803 ),39702,(+/- 3422 ),25017,(+/- 2705 ),32043,(+/- 3527 ),40767,(+/- 3636 ),25117,(+/- 2987 ),52701,(+/- 4568 ),48730,(+/- 4164 ),47318,(+/- 3603 ),25267,(+/- 3113 ),28356,(+/- 3283 ),34917,(+/- 3192 ),25043,(+/- 3091 ),23697,(+/- 3532 ),60214,(+/- 4504 ),24743,(+/- 3011 ),16074,(+/- 2475 ),36961,(+/- 3748 ),34719,(+/- 3308 ),65036,(+/- 4022 ),44391,(+/- 3825 ),46644,(+/- 4172 ),26225,(+/- 3142 ),41597,(+/- 3904 ),32153,(+/- 3608 ),29995,(+/- 3367 ),28118,(+/- 3097 ),56029,(+/- 3842 ),31029,(+/- 3583 ),55388,(+/- 4874 ),49258,(+/- 3554 ),11659,(+/- 2102 ),65312,(+/- 4805 ),63531,(+/- 4043 ),51921,(+/- 3460 ),36819,(+/- 3823 ),41557,(+/- 3186 ),26222,(+/- 3330 ),65700,(+/- 4312 ),55416,(+/- 3752 ),35347,(+/- 2909 ),47620,(+/- 3822 ),62893,(+/- 3872 ),16365,(+/- 2210 ),65373,(+/- 4342 ),34054,(+/- 2594 ),25111,(+/- 3241 ),21448,(+/- 2688 ),34512,(+/- 4165 ),72765,(+/- 5683 ),11867,(+/- 2128 ),31257,(+/- 4180 )
Education,Educational Attainment,High school graduate (includes equivalency),123490,(+/- 5396 ),95315,(+/- 5761 ),107743,(+/- 5202 ),109052,(+/- 5191 ),103142,(+/- 5967 ),124467,(+/- 6506 ),100091,(+/- 5870 ),131187,(+/- 6562 ),124854,(+/- 6419 ),134339,(+/- 5734 ),82285,(+/- 4925 ),69146,(+/- 5151 ),75232,(+/- 4310 ),89655,(+/- 5336 ),101042,(+/- 5277 ),103628,(+/- 5120 ),82759,(+/- 6739 ),59177,(+/- 4342 ),97891,(+/- 5979 ),89082,(+/- 5063 ),111966,(+/- 6073 ),107966,(+/- 7029 ),126372,(+/- 6241 ),84312,(+/- 4247 ),102501,(+/- 5107 ),84878,(+/- 4502 ),103175,(+/- 6182 ),92044,(+/- 6171 ),128471,(+/- 5987 ),92691,(+/- 6668 ),106789,(+/- 5944 ),129898,(+/- 5323 ),47356,(+/- 3998 ),109057,(+/- 5938 ),124808,(+/- 5453 ),146720,(+/- 6284 ),92677,(+/- 6218 ),121875,(+/- 6532 ),91287,(+/- 4802 ),108505,(+/- 5215 ),124144,(+/- 6245 ),121557,(+/- 5667 ),106935,(+/- 5661 ),114164,(+/- 5454 ),66345,(+/- 5073 ),107756,(+/- 6406 ),92616,(+/- 5504 ),78455,(+/- 5407 ),74032,(+/- 5102 ),114463,(+/- 6198 ),116472,(+/- 6387 ),62037,(+/- 4951 ),95034,(+/- 7049 )
Education,Educational Attainment,"Some college, no degree",154314,(+/- 6091 ),119515,(+/- 5169 ),125903,(+/- 5123 ),146670,(+/- 5635 ),136580,(+/- 6048 ),115488,(+/- 5553 ),132346,(+/- 4966 ),121887,(+/- 6246 ),118537,(+/- 6352 ),119410,(+/- 4997 ),108097,(+/- 5237 ),79665,(+/- 4899 ),94351,(+/- 4843 ),92852,(+/- 4854 ),101312,(+/- 5030 ),101690,(+/- 5331 ),71479,(+/- 5056 ),77515,(+/- 4593 ),91745,(+/- 4281 ),95696,(+/- 4272 ),77006,(+/- 5363 ),112704,(+/- 5686 ),119173,(+/- 6308 ),112661,(+/- 5602 ),119033,(+/- 6429 ),106392,(+/- 5721 ),88391,(+/- 5056 ),90290,(+/- 5493 ),80880,(+/- 3883 ),115587,(+/- 6203 ),109324,(+/- 4861 ),97069,(+/- 4937 ),80116,(+/- 5209 ),76467,(+/- 4630 ),98276,(+/- 4962 ),120532,(+/- 5499 ),94248,(+/- 5890 ),109389,(+/- 5640 ),100777,(+/- 5426 ),67814,(+/- 4214 ),100529,(+/- 6294 ),145289,(+/- 6884 ),104797,(+/- 5787 ),86245,(+/- 4065 ),91274,(+/- 5328 ),86090,(+/- 4305 ),111911,(+/- 5480 ),115162,(+/- 5644 ),113312,(+/- 5507 ),133240,(+/- 6130 ),105944,(+/- 6034 ),96813,(+/- 4873 ),130611,(+/- 7255 )
Education,Educational Attainment,Associate's degree,49288,(+/- 3148 ),39143,(+/- 3056 ),44093,(+/- 3201 ),58114,(+/- 3665 ),51461,(+/- 3762 ),42300,(+/- 3468 ),53111,(+/- 3674 ),39517,(+/- 3330 ),45907,(+/- 3550 ),39428,(+/- 3511 ),41084,(+/- 3136 ),26827,(+/- 2248 ),34552,(+/- 2860 ),37937,(+/- 3194 ),37881,(+/- 2691 ),26844,(+/- 2416 ),31735,(+/- 2570 ),28619,(+/- 2542 ),35250,(+/- 2798 ),38499,(+/- 3280 ),23337,(+/- 2854 ),42176,(+/- 3616 ),42506,(+/- 3922 ),43883,(+/- 3220 ),44329,(+/- 3280 ),42642,(+/- 3474 ),39465,(+/- 3246 ),44448,(+/- 3695 ),36091,(+/- 3382 ),40819,(+/- 3324 ),42279,(+/- 3563 ),33133,(+/- 2914 ),31481,(+/- 3163 ),29793,(+/- 3078 ),29590,(+/- 3332 ),37636,(+/- 3541 ),30294,(+/- 3265 ),38568,(+/- 3487 ),42990,(+/- 3619 ),20447,(+/- 2563 ),33856,(+/- 3141 ),47668,(+/- 4263 ),35459,(+/- 3276 ),28576,(+/- 2899 ),46596,(+/- 3944 ),28141,(+/- 3009 ),34155,(+/- 3225 ),41049,(+/- 3123 ),40635,(+/- 3694 ),42895,(+/- 3230 ),30586,(+/- 2795 ),40357,(+/- 3688 ),44305,(+/- 4159 )
Education,Educational Attainment,Bachelor's degree,74088,(+/- 4455 ),128218,(+/- 5748 ),75409,(+/- 3723 ),113568,(+/- 4844 ),106891,(+/- 4137 ),91108,(+/- 4544 ),106181,(+/- 4242 ),48196,(+/- 4065 ),63096,(+/- 5078 ),54502,(+/- 3942 ),140399,(+/- 6047 ),214645,(+/- 7124 ),139750,(+/- 4732 ),158041,(+/- 6376 ),145648,(+/- 6395 ),34442,(+/- 3173 ),166589,(+/- 6165 ),156598,(+/- 6819 ),118685,(+/- 5594 ),77389,(+/- 4447 ),22020,(+/- 2678 ),72310,(+/- 4331 ),64134,(+/- 4347 ),97129,(+/- 4443 ),85760,(+/- 4317 ),99382,(+/- 4988 ),129785,(+/- 5100 ),168414,(+/- 6878 ),69559,(+/- 4607 ),151465,(+/- 7038 ),66283,(+/- 5366 ),73695,(+/- 4812 ),196763,(+/- 6839 ),95654,(+/- 5017 ),55605,(+/- 4147 ),64351,(+/- 4325 ),110932,(+/- 5675 ),78309,(+/- 4627 ),138477,(+/- 5780 ),31452,(+/- 2327 ),50108,(+/- 3615 ),85883,(+/- 5716 ),86734,(+/- 5661 ),37921,(+/- 3259 ),181876,(+/- 5841 ),65970,(+/- 4369 ),100086,(+/- 4632 ),149881,(+/- 6694 ),137148,(+/- 6859 ),94410,(+/- 4678 ),46855,(+/- 3711 ),174580,(+/- 8450 ),129790,(+/- 6428 )
Education,Educational Attainment,Graduate or professional degree,42856,(+/- 3010 ),81794,(+/- 4934 ),44218,(+/- 3900 ),61180,(+/- 4125 ),55121,(+/- 3223 ),48115,(+/- 4197 ),58884,(+/- 3630 ),29212,(+/- 2924 ),29449,(+/- 2847 ),23622,(+/- 2661 ),87647,(+/- 4832 ),148023,(+/- 5648 ),113953,(+/- 4584 ),98192,(+/- 4554 ),94204,(+/- 5229 ),17542,(+/- 2183 ),144339,(+/- 5430 ),164407,(+/- 5312 ),60598,(+/- 4091 ),53823,(+/- 3882 ),10639,(+/- 1950 ),40113,(+/- 3351 ),31727,(+/- 3150 ),63406,(+/- 3703 ),44830,(+/- 3387 ),64961,(+/- 3647 ),83745,(+/- 4740 ),85238,(+/- 4730 ),22861,(+/- 2092 ),79709,(+/- 4395 ),37751,(+/- 3497 ),29204,(+/- 2614 ),145887,(+/- 6283 ),36233,(+/- 2410 ),18304,(+/- 1913 ),42434,(+/- 3086 ),76872,(+/- 4523 ),32228,(+/- 2899 ),69753,(+/- 4117 ),10694,(+/- 1588 ),32356,(+/- 2922 ),42606,(+/- 3613 ),40549,(+/- 3402 ),16767,(+/- 2154 ),115749,(+/- 5973 ),20530,(+/- 2245 ),53926,(+/- 3687 ),84290,(+/- 5569 ),79572,(+/- 4246 ),46403,(+/- 3231 ),19441,(+/- 2182 ),127336,(+/- 6010 ),71013,(+/- 5055 )
Education,Educational Attainment,Percent high school graduate or higher,89.8,(+/- 0.7 ),90.1,(+/- 0.7 ),83.3,(+/- 1.0 ),93.0,(+/- 0.6 ),87.3,(+/- 1.0 ),83.3,(+/- 0.9 ),89.9,(+/- 0.8 ),81.7,(+/- 1.2 ),79.0,(+/- 1.2 ),78.7,(+/- 1.2 ),87.9,(+/- 0.9 ),88.3,(+/- 0.8 ),85.1,(+/- 0.9 ),88.4,(+/- 0.8 ),90.1,(+/- 0.9 ),66.5,(+/- 1.4 ),91.1,(+/- 0.9 ),93.2,(+/- 1.0 ),80.1,(+/- 1.1 ),75.3,(+/- 1.0 ),59.0,(+/- 1.3 ),80.5,(+/- 1.1 ),83.4,(+/- 1.2 ),85.1,(+/- 1.0 ),84.4,(+/- 1.2 ),82.7,(+/- 1.0 ),84.4,(+/- 1.0 ),87.5,(+/- 0.8 ),70.3,(+/- 1.1 ),88.2,(+/- 1.0 ),78.9,(+/- 1.2 ),75.4,(+/- 1.1 ),95.7,(+/- 0.6 ),66.9,(+/- 1.3 ),70.9,(+/- 1.1 ),79.5,(+/- 0.8 ),79.6,(+/- 1.2 ),80.8,(+/- 1.0 ),88.6,(+/- 0.9 ),55.6,(+/- 1.2 ),75.6,(+/- 1.2 ),86.4,(+/- 0.9 ),78.1,(+/- 1.2 ),64.0,(+/- 1.4 ),94.3,(+/- 0.6 ),66.6,(+/- 1.4 ),81.6,(+/- 1.0 ),89.2,(+/- 1.0 ),90.3,(+/- 1.1 ),86.3,(+/- 0.9 ),68.0,(+/- 1.3 ),95.3,(+/- 0.5 ),88.7,(+/- 1.1 )
Education,Educational Attainment,Percent bachelor's degree or higher,23.7,(+/- 1.1 ),40.8,(+/- 1.2 ),25.1,(+/- 1.0 ),33.3,(+/- 1.2 ),31.2,(+/- 1.0 ),27.5,(+/- 1.2 ),32.9,(+/- 1.0 ),17.1,(+/- 1.1 ),19.1,(+/- 1.1 ),16.6,(+/- 1.0 ),43.6,(+/- 1.1 ),59.5,(+/- 1.0 ),47.2,(+/- 1.1 ),47.5,(+/- 1.3 ),45.0,(+/- 1.2 ),12.2,(+/- 0.8 ),57.0,(+/- 1.2 ),61.5,(+/- 1.3 ),35.5,(+/- 1.3 ),27.9,(+/- 1.0 ),7.9,(+/- 0.8 ),24.1,(+/- 1.0 ),20.8,(+/- 1.1 ),34.0,(+/- 1.0 ),27.8,(+/- 1.1 ),34.1,(+/- 1.0 ),40.5,(+/- 1.2 ),46.2,(+/- 1.5 ),19.2,(+/- 0.9 ),42.4,(+/- 1.3 ),22.7,(+/- 1.3 ),21.4,(+/- 1.1 ),65.4,(+/- 1.4 ),25.4,(+/- 1.0 ),16.1,(+/- 1.0 ),20.6,(+/- 1.0 ),36.9,(+/- 1.4 ),23.5,(+/- 1.1 ),41.6,(+/- 1.3 ),9.8,(+/- 0.7 ),18.3,(+/- 0.9 ),25.0,(+/- 1.2 ),26.5,(+/- 1.2 ),12.3,(+/- 0.8 ),56.0,(+/- 1.3 ),18.7,(+/- 1.1 ),32.0,(+/- 1.2 ),44.6,(+/- 1.5 ),44.0,(+/- 1.5 ),28.2,(+/- 1.1 ),14.1,(+/- 0.8 ),57.4,(+/- 1.4 ),37.8,(+/- 1.5 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag,District 10 Estimate,District 10 Flag,District 11 Estimate,District 11 Flag,District 12 Estimate,District 12 Flag,District 13 Estimate,District 13 Flag,District 14 Estimate,District 14 Flag,District 15 Estimate,District 15 Flag,District 16 Estimate,District 16 Flag,District 17 Estimate,District 17 Flag,District 18 Estimate,District 18 Flag,District 19 Estimate,District 19 Flag,District 20 Estimate,District 20 Flag,District 21 Estimate,District 21 Flag,District 22 Estimate,District 22 Flag,District 23 Estimate,District 23 Flag,District 24 Estimate,District 24 Flag,District 25 Estimate,District 25 Flag,District 26 Estimate,District 26 Flag,District 27 Estimate,District 27 Flag,District 28 Estimate,District 28 Flag,District 29 Estimate,District 29 Flag,District 30 Estimate,District 30 Flag,District 31 Estimate,District 31 Flag,District 32 Estimate,District 32 Flag,District 33 Estimate,District 33 Flag,District 34 Estimate,District 34 Flag,District 35 Estimate,District 35 Flag,District 36 Estimate,District 36 Flag,District 37 Estimate,District 37 Flag,District 38 Estimate,District 38 Flag,District 39 Estimate,District 39 Flag,District 40 Estimate,District 40 Flag,District 41 Estimate,District 41 Flag,District 42 Estimate,District 42 Flag,District 43 Estimate,District 43 Flag,District 44 Estimate,District 44 Flag,District 45 Estimate,District 45 Flag,District 46 Estimate,District 46 Flag,District 47 Estimate,District 47 Flag,District 48 Estimate,District 48 Flag,District 49 Estimate,District 49 Flag,District 50 Estimate,District 50 Flag,District 51 Estimate,District 51 Flag,District 52 Estimate,District 52 Flag,District 53 Estimate,District 53 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,169517,G,223076,G,162731,G,218205,G,232744,G,258004,G,202729,G,113138,G,158636,G,184057,G,221811,G,596285,G,295428,G,356813,G,278582,G,146588,G,546765,G,387806,G,205961,G,195929,G,104215,G,206140,G,186985,G,243093,G,159576,G,243089,G,254257,G,499895,H,167001,G,395057,G,239343,G,244466,G,495669,G,334849,G,261350,G,165276,G,313618,G,236983,G,248499,G,215690,G,178910,G,151040,G,285436,G,162591,G,400922,G,391479,G,243630,G,321044,G,270582,G,195372,G,141244,G,529811,G,231355,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",1254,G,1420,G,969,H,664,H,1128,H,28,H,102,J,34,J,1194,G,1545,G,32,J,7,G,12,J,26,H,26,J,4253,H,b,D,59,G,49,J,1353,G,5799,H,1323,H,761,G,835,H,26,H,484,H,105,G,124,J,6,G,36,H,129,H,15,G,68,G,a,D,28,J,572,G,9,J,8,J,25,G,78,G,71,G,86,H,28,H,7,J,71,G,10,J,24,J,24,J,208,G,343,H,673,G,162,H,14,J
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",279,H,183,G,382,G,134,J,200,G,7,J,109,H,1143,H,63,H,117,H,52,G,70,J,b,D,45,J,164,G,47,H,50,H,132,J,b,D,355,G,411,G,79,H,8374,G,949,G,148,H,690,J,18,G,24,G,b,D,29,G,87,H,245,J,116,J,c,D,b,D,70,H,c,D,44,H,114,H,a,D,a,D,177,G,f,D,g,D,43,H,14,J,911,G,143,H,56,H,106,H,e,D,244,J,63,J
Business,Paid employees for pay period including March 12,Utilities,1231,H,789,H,1423,G,1179,J,g,D,1275,J,641,J,1117,G,h,D,e,D,191,J,h,D,g,D,712,H,162,J,g,D,g,D,455,H,459,H,893,H,1164,J,552,J,1379,H,g,D,757,J,887,H,h,D,198,J,c,D,e,D,1913,J,3110,J,582,H,g,D,g,D,1259,H,127,H,820,J,387,J,365,J,207,H,249,J,614,J,f,D,564,G,988,J,1297,J,435,J,1039,J,f,D,806,G,3379,J,e,D
Business,Paid employees for pay period including March 12,Construction,9538,G,13130,G,10437,G,16270,G,15943,G,15465,G,12860,G,6467,H,10668,G,10057,G,14936,G,18459,G,16216,G,14879,G,19033,G,7362,G,22700,G,11949,G,16517,G,9682,G,4885,G,11334,G,13378,G,14775,G,9266,G,12265,G,5616,G,7814,G,11619,G,12138,G,11891,G,11167,G,8325,G,4856,G,16858,G,10744,G,5043,G,12820,G,19646,G,4818,G,14165,G,22523,G,7902,G,9405,G,20228,G,26112,G,13171,G,13756,G,14391,G,22744,G,5556,G,22853,G,10892,G
Business,Paid employees for pay period including March 12,Manufacturing,12714,G,17347,G,15457,G,8853,G,28542,G,12126,G,10021,G,5258,G,14412,G,25063,G,9483,G,7656,G,19349,G,22980,H,22744,G,22935,G,83071,G,13270,H,14229,G,15477,G,18385,H,15639,G,8105,G,20770,G,15565,G,23568,G,6033,G,22230,H,25856,G,18573,G,19491,G,40075,G,29849,G,25223,G,31815,G,4992,G,9648,G,31894,G,25877,G,47269,G,15462,G,18219,G,32146,G,34081,G,42162,G,42763,G,19389,G,26118,H,31321,G,13808,G,16973,G,41418,G,6942,G
Business,Paid employees for pay period including March 12,Wholesale trade,5446,G,9553,G,8717,G,5714,G,9623,G,15209,G,11056,H,1580,G,8866,G,11043,G,7574,G,13494,G,14988,G,25528,G,27508,G,10132,G,80070,G,12254,G,10685,H,11224,G,9563,G,8031,G,7424,G,8457,G,6856,G,14856,G,7769,G,7814,G,13929,G,11566,G,12806,G,24412,G,14202,G,34420,G,30441,G,3087,G,9607,G,34127,G,28063,G,36381,G,10335,G,8897,G,18685,G,19809,G,33313,G,22119,G,11393,G,17555,G,17707,G,6925,G,9347,G,34378,G,4300,G
