Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE
Housing,Housing Tenure,Owner-occupied,223126,(+/- 4016 ),198996,(+/- 4188 ),197963,(+/- 3702 ),206989,(+/- 3692 ),199100,(+/- 3534 ),199698,(+/- 3636 ),207051,(+/- 3854 ),201040,(+/- 3517 ),206227,(+/- 4257 ),220720,(+/- 4091 ),215641,(+/- 3578 ),170601,(+/- 3845 ),135874,(+/- 3721 ),148257,(+/- 4450 )
Housing,Housing Tenure,Renter-occupied,60855,(+/- 3386 ),73675,(+/- 3454 ),76616,(+/- 3550 ),62723,(+/- 3062 ),82914,(+/- 3252 ),78910,(+/- 3203 ),62582,(+/- 2860 ),76782,(+/- 3378 ),90175,(+/- 4188 ),61509,(+/- 3022 ),70185,(+/- 3250 ),104703,(+/- 3580 ),123246,(+/- 4093 ),127995,(+/- 4616 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.41,(+/- 0.03 ),2.71,(+/- 0.04 ),2.69,(+/- 0.04 ),2.53,(+/- 0.03 ),2.46,(+/- 0.04 ),2.58,(+/- 0.04 ),2.62,(+/- 0.04 ),2.66,(+/- 0.04 ),2.44,(+/- 0.04 ),2.58,(+/- 0.04 ),2.69,(+/- 0.04 ),2.61,(+/- 0.05 ),2.55,(+/- 0.06 ),2.68,(+/- 0.06 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.24,(+/- 0.09 ),2.39,(+/- 0.09 ),2.37,(+/- 0.08 ),2.38,(+/- 0.08 ),2.20,(+/- 0.07 ),2.35,(+/- 0.07 ),2.16,(+/- 0.08 ),2.31,(+/- 0.07 ),2.24,(+/- 0.07 ),2.21,(+/- 0.08 ),2.10,(+/- 0.07 ),2.31,(+/- 0.07 ),2.44,(+/- 0.07 ),2.29,(+/- 0.07 )
Housing,Year Householder Moved into Unit,Occupied housing units,283981,(+/- 4218 ),272671,(+/- 3288 ),274579,(+/- 3256 ),269712,(+/- 3198 ),282014,(+/- 3478 ),278608,(+/- 3029 ),269633,(+/- 3183 ),277822,(+/- 3237 ),296402,(+/- 3737 ),282229,(+/- 3711 ),285826,(+/- 3534 ),275304,(+/- 4099 ),259120,(+/- 4346 ),276252,(+/- 5240 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,40066,(+/- 2853 ),51454,(+/- 3216 ),51901,(+/- 3379 ),44163,(+/- 2475 ),49660,(+/- 3397 ),50878,(+/- 2964 ),41410,(+/- 2864 ),55867,(+/- 3307 ),52965,(+/- 3188 ),41144,(+/- 3046 ),48549,(+/- 3294 ),59155,(+/- 2579 ),51889,(+/- 2849 ),55467,(+/- 3633 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,65431,(+/- 2624 ),76033,(+/- 3352 ),75290,(+/- 3658 ),62961,(+/- 2706 ),77400,(+/- 3402 ),71712,(+/- 3327 ),66063,(+/- 3069 ),72456,(+/- 3370 ),86755,(+/- 3581 ),70379,(+/- 3805 ),77434,(+/- 3582 ),78013,(+/- 3818 ),79768,(+/- 3631 ),89493,(+/- 4076 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,72706,(+/- 2663 ),64631,(+/- 2899 ),68971,(+/- 3278 ),66813,(+/- 3052 ),62822,(+/- 2952 ),68267,(+/- 2843 ),71210,(+/- 2780 ),66767,(+/- 3223 ),62589,(+/- 2962 ),74402,(+/- 2978 ),71228,(+/- 2587 ),61120,(+/- 2724 ),51010,(+/- 3021 ),52903,(+/- 3029 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,50810,(+/- 2162 ),39646,(+/- 2145 ),39964,(+/- 2482 ),43802,(+/- 2357 ),38802,(+/- 2494 ),40680,(+/- 2409 ),43562,(+/- 2725 ),43802,(+/- 2432 ),39296,(+/- 2149 ),50861,(+/- 2452 ),46574,(+/- 2892 ),34722,(+/- 2604 ),26065,(+/- 2216 ),32249,(+/- 1936 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,25578,(+/- 1734 ),20056,(+/- 1752 ),18683,(+/- 1738 ),23290,(+/- 1485 ),20466,(+/- 1968 ),21213,(+/- 1874 ),21343,(+/- 1580 ),19775,(+/- 1704 ),22454,(+/- 1922 ),20537,(+/- 1482 ),20759,(+/- 1540 ),16487,(+/- 1632 ),15804,(+/- 1456 ),18890,(+/- 1818 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,29390,(+/- 1440 ),20851,(+/- 1517 ),19770,(+/- 1660 ),28683,(+/- 1350 ),32864,(+/- 1828 ),25858,(+/- 1662 ),26045,(+/- 1684 ),19155,(+/- 1620 ),32343,(+/- 1809 ),24906,(+/- 1592 ),21282,(+/- 1638 ),25807,(+/- 1870 ),34584,(+/- 2185 ),27250,(+/- 2268 )
Housing,Value,Owner-occupied units,223126,(+/- 4016 ),198996,(+/- 4188 ),197963,(+/- 3702 ),206989,(+/- 3692 ),199100,(+/- 3534 ),199698,(+/- 3636 ),207051,(+/- 3854 ),201040,(+/- 3517 ),206227,(+/- 4257 ),220720,(+/- 4091 ),215641,(+/- 3578 ),170601,(+/- 3845 ),135874,(+/- 3721 ),148257,(+/- 4450 )
Housing,Value,"Less than $50,000",26312,(+/- 1700 ),21636,(+/- 1852 ),15978,(+/- 1621 ),25637,(+/- 1836 ),45701,(+/- 2827 ),19110,(+/- 2064 ),20514,(+/- 1837 ),14329,(+/- 1655 ),17035,(+/- 1574 ),20761,(+/- 1680 ),11141,(+/- 1606 ),14540,(+/- 1641 ),49723,(+/- 2605 ),38338,(+/- 2634 )
Housing,Value,"$50,000 to $99,999",54298,(+/- 2287 ),37680,(+/- 2323 ),31558,(+/- 2424 ),56605,(+/- 2655 ),56587,(+/- 3021 ),39433,(+/- 2454 ),40212,(+/- 2129 ),22100,(+/- 1845 ),44052,(+/- 2559 ),30123,(+/- 2163 ),10903,(+/- 1382 ),38283,(+/- 2272 ),44935,(+/- 2872 ),31142,(+/- 2317 )
Housing,Value,"$100,000 to $149,999",39623,(+/- 1873 ),44862,(+/- 2552 ),42974,(+/- 2635 ),45330,(+/- 1806 ),43834,(+/- 2601 ),41499,(+/- 2619 ),42816,(+/- 2719 ),28264,(+/- 2051 ),47974,(+/- 2803 ),36562,(+/- 2391 ),26417,(+/- 1799 ),35120,(+/- 2154 ),23985,(+/- 2112 ),15564,(+/- 2013 )
Housing,Value,"$150,000 to $199,999",35991,(+/- 2148 ),42265,(+/- 2500 ),39662,(+/- 2351 ),33201,(+/- 1771 ),23871,(+/- 1674 ),36244,(+/- 2321 ),38857,(+/- 2156 ),33722,(+/- 2406 ),44769,(+/- 3072 ),40304,(+/- 2386 ),39915,(+/- 2178 ),27155,(+/- 1780 ),8356,(+/- 1071 ),17694,(+/- 1932 )
Housing,Value,"$200,000 to $299,999",35082,(+/- 1999 ),34055,(+/- 2096 ),36459,(+/- 2409 ),29384,(+/- 2026 ),18222,(+/- 1862 ),34771,(+/- 2130 ),35461,(+/- 2146 ),50099,(+/- 2388 ),26636,(+/- 1923 ),54600,(+/- 2795 ),53451,(+/- 2161 ),28121,(+/- 2024 ),5849,(+/- 992 ),19729,(+/- 1489 )
Housing,Value,"$300,000 to $499,999",20218,(+/- 1691 ),13624,(+/- 1429 ),23023,(+/- 1740 ),13020,(+/- 1301 ),7123,(+/- 1014 ),19204,(+/- 1688 ),21715,(+/- 1968 ),41604,(+/- 2026 ),16489,(+/- 1532 ),31956,(+/- 2193 ),52676,(+/- 2410 ),19138,(+/- 1529 ),1813,(+/- 575 ),17743,(+/- 1775 )
Housing,Value,"$500,000 to $999,999",9073,(+/- 833 ),3811,(+/- 944 ),7092,(+/- 988 ),3139,(+/- 710 ),2937,(+/- 819 ),8071,(+/- 1111 ),6424,(+/- 1086 ),9917,(+/- 1049 ),7230,(+/- 952 ),5056,(+/- 1044 ),18277,(+/- 1802 ),7317,(+/- 921 ),848,(+/- 367 ),6305,(+/- 954 )
Housing,Value,"$1,000,000 or more",2529,(+/- 626 ),1063,(+/- 456 ),1217,(+/- 597 ),673,(+/- 294 ),825,(+/- 336 ),1366,(+/- 461 ),1052,(+/- 424 ),1005,(+/- 346 ),2042,(+/- 465 ),1358,(+/- 503 ),2861,(+/- 622 ),927,(+/- 304 ),365,(+/- 207 ),1742,(+/- 413 )
Housing,Value,Median (dollars),138000,(+/- 3583 ),144700,(+/- 2523 ),159000,(+/- 2875 ),119400,(+/- 2226 ),97400,(+/- 2420 ),149700,(+/- 3205 ),150000,(+/- 2792 ),203700,(+/- 4782 ),143700,(+/- 3090 ),174500,(+/- 3640 ),233000,(+/- 3869 ),145600,(+/- 3774 ),68500,(+/- 2193 ),113400,(+/- 6268 )
Housing,Mortgage Status,Owner-occupied units,223126,(+/- 4016 ),198996,(+/- 4188 ),197963,(+/- 3702 ),206989,(+/- 3692 ),199100,(+/- 3534 ),199698,(+/- 3636 ),207051,(+/- 3854 ),201040,(+/- 3517 ),206227,(+/- 4257 ),220720,(+/- 4091 ),215641,(+/- 3578 ),170601,(+/- 3845 ),135874,(+/- 3721 ),148257,(+/- 4450 )
Housing,Mortgage Status,Housing units with a mortgage,121951,(+/- 3539 ),123200,(+/- 3661 ),128140,(+/- 3638 ),116355,(+/- 3636 ),109527,(+/- 3531 ),121269,(+/- 3819 ),132806,(+/- 3308 ),138269,(+/- 3380 ),133297,(+/- 3992 ),139583,(+/- 4047 ),145144,(+/- 3169 ),106246,(+/- 3618 ),63779,(+/- 2724 ),76975,(+/- 3749 )
Housing,Mortgage Status,Housing units without a mortgage,101175,(+/- 2756 ),75796,(+/- 3061 ),69823,(+/- 3187 ),90634,(+/- 2829 ),89573,(+/- 3602 ),78429,(+/- 3206 ),74245,(+/- 2825 ),62771,(+/- 3033 ),72930,(+/- 2835 ),81137,(+/- 3349 ),70497,(+/- 3382 ),64355,(+/- 3252 ),72095,(+/- 3030 ),71282,(+/- 3547 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,121951,(+/- 3539 ),123200,(+/- 3661 ),128140,(+/- 3638 ),116355,(+/- 3636 ),109527,(+/- 3531 ),121269,(+/- 3819 ),132806,(+/- 3308 ),138269,(+/- 3380 ),133297,(+/- 3992 ),139583,(+/- 4047 ),145144,(+/- 3169 ),106246,(+/- 3618 ),63779,(+/- 2724 ),76975,(+/- 3749 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,5619,(+/- 844 ),2949,(+/- 672 ),1942,(+/- 577 ),4202,(+/- 722 ),3104,(+/- 825 ),2720,(+/- 633 ),2727,(+/- 568 ),1367,(+/- 443 ),1689,(+/- 412 ),2447,(+/- 661 ),662,(+/- 311 ),1179,(+/- 439 ),1145,(+/- 348 ),904,(+/- 384 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,50804,(+/- 2086 ),46056,(+/- 2814 ),38764,(+/- 2372 ),47079,(+/- 2120 ),47661,(+/- 2979 ),41331,(+/- 2759 ),41094,(+/- 2267 ),28138,(+/- 2224 ),40492,(+/- 2550 ),33099,(+/- 2264 ),20166,(+/- 1590 ),28270,(+/- 2050 ),27732,(+/- 2167 ),20092,(+/- 2093 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",37610,(+/- 2119 ),46996,(+/- 2361 ),49576,(+/- 2960 ),40835,(+/- 2189 ),39600,(+/- 2334 ),42537,(+/- 2533 ),47547,(+/- 2602 ),44068,(+/- 2206 ),53327,(+/- 3063 ),51626,(+/- 3077 ),43845,(+/- 2851 ),37232,(+/- 2822 ),24827,(+/- 1900 ),23578,(+/- 1936 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",15780,(+/- 1309 ),18515,(+/- 1738 ),19897,(+/- 1864 ),15467,(+/- 1418 ),13087,(+/- 1460 ),19454,(+/- 1829 ),24641,(+/- 1989 ),33267,(+/- 2232 ),21984,(+/- 1870 ),30464,(+/- 2514 ),33612,(+/- 2258 ),21038,(+/- 1810 ),6759,(+/- 979 ),14907,(+/- 1511 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",6876,(+/- 1043 ),5115,(+/- 822 ),10378,(+/- 1245 ),5286,(+/- 806 ),3479,(+/- 734 ),8768,(+/- 1161 ),10533,(+/- 1536 ),17295,(+/- 1473 ),7408,(+/- 1014 ),13010,(+/- 1640 ),20458,(+/- 1671 ),8876,(+/- 1148 ),2371,(+/- 736 ),8021,(+/- 1215 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",2425,(+/- 615 ),1902,(+/- 637 ),3900,(+/- 654 ),2208,(+/- 560 ),1202,(+/- 400 ),2890,(+/- 685 ),3030,(+/- 722 ),7402,(+/- 920 ),3520,(+/- 679 ),5788,(+/- 1082 ),11822,(+/- 1341 ),4925,(+/- 842 ),689,(+/- 333 ),3842,(+/- 863 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",2837,(+/- 522 ),1667,(+/- 453 ),3683,(+/- 796 ),1278,(+/- 367 ),1394,(+/- 524 ),3569,(+/- 707 ),3234,(+/- 708 ),6732,(+/- 795 ),4877,(+/- 744 ),3149,(+/- 827 ),14579,(+/- 1720 ),4726,(+/- 666 ),256,(+/- 152 ),5631,(+/- 866 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1049,(+/- 18 ),1114,(+/- 17 ),1203,(+/- 21 ),1073,(+/- 16 ),1039,(+/- 23 ),1161,(+/- 20 ),1214,(+/- 19 ),1447,(+/- 22 ),1205,(+/- 19 ),1318,(+/- 25 ),1610,(+/- 34 ),1307,(+/- 26 ),1047,(+/- 25 ),1365,(+/- 36 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,101175,(+/- 2756 ),75796,(+/- 3061 ),69823,(+/- 3187 ),90634,(+/- 2829 ),89573,(+/- 3602 ),78429,(+/- 3206 ),74245,(+/- 2825 ),62771,(+/- 3033 ),72930,(+/- 2835 ),81137,(+/- 3349 ),70497,(+/- 3382 ),64355,(+/- 3252 ),72095,(+/- 3030 ),71282,(+/- 3547 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,15427,(+/- 1145 ),7810,(+/- 959 ),5487,(+/- 836 ),13166,(+/- 1316 ),8711,(+/- 1262 ),8791,(+/- 1518 ),7588,(+/- 1135 ),3194,(+/- 786 ),3726,(+/- 749 ),7037,(+/- 807 ),2455,(+/- 525 ),3232,(+/- 960 ),7099,(+/- 1084 ),6514,(+/- 1127 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,37695,(+/- 2007 ),26184,(+/- 1829 ),21631,(+/- 1958 ),31230,(+/- 2039 ),30903,(+/- 2266 ),24234,(+/- 1811 ),21921,(+/- 1729 ),11039,(+/- 1508 ),17275,(+/- 1554 ),20450,(+/- 1825 ),9237,(+/- 1129 ),11832,(+/- 1736 ),22307,(+/- 1639 ),15023,(+/- 1673 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,32146,(+/- 1891 ),27699,(+/- 2340 ),24514,(+/- 2128 ),30373,(+/- 1783 ),34096,(+/- 2411 ),27522,(+/- 2162 ),27088,(+/- 1722 ),23380,(+/- 1886 ),31567,(+/- 1977 ),31083,(+/- 2527 ),22690,(+/- 1764 ),24189,(+/- 1936 ),27559,(+/- 2347 ),24896,(+/- 2012 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,9684,(+/- 990 ),10046,(+/- 1540 ),10591,(+/- 1282 ),10695,(+/- 1102 ),11449,(+/- 1696 ),11174,(+/- 1245 ),12001,(+/- 1399 ),15446,(+/- 1631 ),12672,(+/- 1412 ),14406,(+/- 1722 ),19583,(+/- 1792 ),13174,(+/- 1308 ),10428,(+/- 1458 ),11766,(+/- 1380 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,2650,(+/- 534 ),2548,(+/- 663 ),4693,(+/- 1004 ),3162,(+/- 600 ),2896,(+/- 774 ),4014,(+/- 834 ),3185,(+/- 633 ),5499,(+/- 1027 ),3542,(+/- 754 ),5699,(+/- 1099 ),8547,(+/- 1104 ),6157,(+/- 1082 ),3203,(+/- 816 ),5305,(+/- 966 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",3573,(+/- 737 ),1509,(+/- 481 ),2907,(+/- 717 ),2008,(+/- 477 ),1518,(+/- 490 ),2694,(+/- 651 ),2462,(+/- 665 ),4213,(+/- 758 ),4148,(+/- 773 ),2462,(+/- 631 ),7985,(+/- 1014 ),5771,(+/- 985 ),1499,(+/- 504 ),7778,(+/- 1039 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),390,(+/- 7 ),424,(+/- 10 ),454,(+/- 11 ),405,(+/- 9 ),425,(+/- 9 ),440,(+/- 10 ),450,(+/- 9 ),542,(+/- 13 ),484,(+/- 8 ),486,(+/- 13 ),609,(+/- 14 ),537,(+/- 14 ),439,(+/- 8 ),507,(+/- 13 )
Housing,Gross Rent,Occupied units paying rent,55122,(+/- 3099 ),70439,(+/- 3462 ),73192,(+/- 3392 ),58123,(+/- 3036 ),78490,(+/- 3381 ),74849,(+/- 3223 ),59369,(+/- 2809 ),73884,(+/- 3125 ),86862,(+/- 4091 ),57513,(+/- 2897 ),67217,(+/- 3122 ),101652,(+/- 3582 ),116239,(+/- 4246 ),120660,(+/- 4349 )
Housing,Gross Rent,Less than $500,14413,(+/- 1563 ),8503,(+/- 1292 ),10043,(+/- 1740 ),11980,(+/- 1255 ),14419,(+/- 1524 ),11796,(+/- 1575 ),9708,(+/- 1397 ),5184,(+/- 934 ),6394,(+/- 1344 ),7294,(+/- 1027 ),3794,(+/- 770 ),9185,(+/- 1401 ),20032,(+/- 1984 ),13450,(+/- 1809 )
Housing,Gross Rent,$500 to $999,32831,(+/- 2344 ),47642,(+/- 2820 ),46082,(+/- 3262 ),37461,(+/- 2305 ),53876,(+/- 3426 ),49882,(+/- 2721 ),37197,(+/- 2621 ),41396,(+/- 2652 ),44657,(+/- 3474 ),32818,(+/- 2490 ),28329,(+/- 1990 ),50703,(+/- 2933 ),67778,(+/- 3822 ),60260,(+/- 3533 )
Housing,Gross Rent,"$1,000 to $1,499",6279,(+/- 1131 ),11501,(+/- 1830 ),13517,(+/- 1964 ),6871,(+/- 1180 ),9123,(+/- 1694 ),8772,(+/- 1401 ),10043,(+/- 1531 ),20367,(+/- 2039 ),28301,(+/- 2494 ),13865,(+/- 1887 ),21917,(+/- 2057 ),29991,(+/- 2311 ),24006,(+/- 2457 ),37783,(+/- 2922 )
Housing,Gross Rent,"$1,500 to $1,999",1178,(+/- 410 ),1806,(+/- 883 ),2460,(+/- 698 ),1299,(+/- 536 ),489,(+/- 278 ),2460,(+/- 1079 ),1769,(+/- 840 ),4501,(+/- 926 ),5376,(+/- 1185 ),2408,(+/- 931 ),9057,(+/- 1416 ),8388,(+/- 1379 ),3848,(+/- 921 ),6312,(+/- 1326 )
Housing,Gross Rent,"$2,000 to $2,499",162,(+/- 142 ),348,(+/- 315 ),687,(+/- 344 ),270,(+/- 161 ),532,(+/- 435 ),603,(+/- 549 ),288,(+/- 246 ),1278,(+/- 551 ),1232,(+/- 428 ),614,(+/- 359 ),2421,(+/- 779 ),2123,(+/- 656 ),575,(+/- 363 ),1836,(+/- 553 )
Housing,Gross Rent,"$2,500 to $2,999",140,(+/- 188 ),364,(+/- 233 ),272,(+/- 286 ),0,(+/- 168 ),51,(+/- 84 ),184,(+/- 212 ),132,(+/- 105 ),667,(+/- 373 ),388,(+/- 208 ),87,(+/- 142 ),569,(+/- 354 ),471,(+/- 339 ),0,(+/- 168 ),425,(+/- 285 )
Housing,Gross Rent,"$3,000 or more",119,(+/- 157 ),275,(+/- 326 ),131,(+/- 159 ),242,(+/- 219 ),0,(+/- 168 ),1152,(+/- 501 ),232,(+/- 236 ),491,(+/- 297 ),514,(+/- 299 ),427,(+/- 409 ),1130,(+/- 488 ),791,(+/- 398 ),0,(+/- 168 ),594,(+/- 460 )
Housing,Gross Rent,Median (dollars),649,(+/- 18 ),779,(+/- 17 ),786,(+/- 21 ),679,(+/- 14 ),700,(+/- 18 ),728,(+/- 19 ),769,(+/- 23 ),891,(+/- 22 ),933,(+/- 19 ),832,(+/- 20 ),1025,(+/- 31 ),928,(+/- 18 ),768,(+/- 16 ),896,(+/- 18 )
Housing,Gross Rent,No rent paid,5733,(+/- 965 ),3236,(+/- 854 ),3424,(+/- 901 ),4600,(+/- 596 ),4424,(+/- 970 ),4061,(+/- 1048 ),3213,(+/- 585 ),2898,(+/- 915 ),3313,(+/- 772 ),3996,(+/- 778 ),2968,(+/- 778 ),3051,(+/- 734 ),7007,(+/- 1071 ),7335,(+/- 1279 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,283981,(+/- 4218 ),272671,(+/- 3288 ),274579,(+/- 3256 ),269712,(+/- 3198 ),282014,(+/- 3478 ),278608,(+/- 3029 ),269633,(+/- 3183 ),277822,(+/- 3237 ),296402,(+/- 3737 ),282229,(+/- 3711 ),285826,(+/- 3534 ),275304,(+/- 4099 ),259120,(+/- 4346 ),276252,(+/- 5240 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",21738,(+/- 1728 ),15099,(+/- 1678 ),16602,(+/- 1996 ),19508,(+/- 1786 ),27727,(+/- 2552 ),17706,(+/- 1922 ),13964,(+/- 1640 ),15433,(+/- 1773 ),16183,(+/- 1798 ),13689,(+/- 1495 ),9485,(+/- 1233 ),20278,(+/- 1631 ),43930,(+/- 2782 ),31360,(+/- 2441 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",17250,(+/- 1375 ),11125,(+/- 1327 ),12827,(+/- 1469 ),14774,(+/- 1618 ),18422,(+/- 1982 ),13392,(+/- 1629 ),11533,(+/- 1425 ),9398,(+/- 1498 ),11189,(+/- 1596 ),10849,(+/- 1407 ),8809,(+/- 1514 ),14315,(+/- 2029 ),19958,(+/- 1993 ),18552,(+/- 2061 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",34644,(+/- 2121 ),28926,(+/- 2197 ),27507,(+/- 2462 ),32940,(+/- 2340 ),33097,(+/- 2614 ),28500,(+/- 2179 ),26361,(+/- 2012 ),24362,(+/- 2112 ),31908,(+/- 2593 ),27074,(+/- 1827 ),18855,(+/- 1861 ),27606,(+/- 2167 ),37267,(+/- 2773 ),35050,(+/- 3076 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",32363,(+/- 2014 ),30073,(+/- 2183 ),27446,(+/- 2659 ),30414,(+/- 2014 ),34778,(+/- 2378 ),32639,(+/- 2551 ),26522,(+/- 2147 ),21600,(+/- 1925 ),30395,(+/- 2611 ),27566,(+/- 2144 ),21012,(+/- 2096 ),27113,(+/- 2671 ),30686,(+/- 2309 ),31660,(+/- 2826 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",44006,(+/- 2305 ),40986,(+/- 3068 ),36095,(+/- 3014 ),40951,(+/- 2364 ),48237,(+/- 2857 ),41912,(+/- 2448 ),40512,(+/- 2422 ),33154,(+/- 2497 ),40982,(+/- 2557 ),37658,(+/- 2260 ),32015,(+/- 2218 ),34511,(+/- 2419 ),37728,(+/- 2556 ),36680,(+/- 2851 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",56443,(+/- 2802 ),58733,(+/- 3089 ),52601,(+/- 3203 ),53337,(+/- 2624 ),49949,(+/- 2855 ),54113,(+/- 3038 ),54618,(+/- 3295 ),49370,(+/- 2990 ),56661,(+/- 2819 ),53296,(+/- 3012 ),44905,(+/- 2793 ),49006,(+/- 3023 ),39700,(+/- 2714 ),44898,(+/- 3190 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",32828,(+/- 1833 ),35200,(+/- 2356 ),37202,(+/- 2559 ),31196,(+/- 1988 ),29876,(+/- 2156 ),35406,(+/- 2394 ),34802,(+/- 2668 ),34701,(+/- 2510 ),37083,(+/- 2443 ),38533,(+/- 2784 ),37231,(+/- 2397 ),36166,(+/- 2812 ),24191,(+/- 1981 ),25574,(+/- 1987 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",29128,(+/- 1838 ),35043,(+/- 1996 ),38627,(+/- 2787 ),29306,(+/- 2080 ),26496,(+/- 2167 ),32979,(+/- 2032 ),37365,(+/- 2188 ),47879,(+/- 2527 ),43130,(+/- 2744 ),45974,(+/- 2668 ),55929,(+/- 2718 ),36315,(+/- 2363 ),19242,(+/- 2057 ),26650,(+/- 1905 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",8408,(+/- 1006 ),10662,(+/- 1111 ),13430,(+/- 1518 ),8524,(+/- 1005 ),7177,(+/- 1148 ),11202,(+/- 1274 ),13763,(+/- 1349 ),20781,(+/- 1705 ),14307,(+/- 1593 ),15053,(+/- 1723 ),24694,(+/- 2335 ),15806,(+/- 1796 ),4084,(+/- 752 ),12889,(+/- 1437 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",7173,(+/- 997 ),6824,(+/- 990 ),12242,(+/- 1506 ),8762,(+/- 1250 ),6255,(+/- 1199 ),10759,(+/- 1026 ),10193,(+/- 1106 ),21144,(+/- 1825 ),14564,(+/- 1464 ),12537,(+/- 1532 ),32891,(+/- 1891 ),14188,(+/- 1438 ),2334,(+/- 636 ),12939,(+/- 1314 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),46927,(+/- 1155 ),52919,(+/- 1387 ),57926,(+/- 1725 ),48434,(+/- 1218 ),42800,(+/- 1023 ),51477,(+/- 837 ),56427,(+/- 1329 ),66495,(+/- 1350 ),56582,(+/- 1407 ),60934,(+/- 1333 ),79805,(+/- 1870 ),55506,(+/- 1370 ),33995,(+/- 1609 ),42695,(+/- 1845 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),61554,(+/- 1464 ),67631,(+/- 1428 ),76353,(+/- 2073 ),64885,(+/- 1562 ),57301,(+/- 1520 ),70325,(+/- 1537 ),73915,(+/- 1747 ),89298,(+/- 2018 ),78160,(+/- 1952 ),77525,(+/- 2024 ),105542,(+/- 2640 ),75892,(+/- 2012 ),46411,(+/- 1351 ),68432,(+/- 2319 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,681747,(+/- 2780 ),726614,(+/- 4065 ),723950,(+/- 4467 ),687699,(+/- 4190 ),676322,(+/- 4400 ),711404,(+/- 1766 ),684314,(+/- 4152 ),730533,(+/- 4456 ),706453,(+/- 6693 ),708014,(+/- 5538 ),729753,(+/- 5870 ),703058,(+/- 6610 ),655118,(+/- 12659 ),693120,(+/- 12937 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,641811,(+/- 4663 ),687411,(+/- 4587 ),685847,(+/- 5945 ),646841,(+/- 4978 ),636860,(+/- 5328 ),665070,(+/- 4323 ),649820,(+/- 5578 ),698541,(+/- 6193 ),669480,(+/- 7759 ),673844,(+/- 6804 ),704910,(+/- 6407 ),675497,(+/- 7746 ),606472,(+/- 12821 ),648705,(+/- 12573 )
