Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,10.6,(+/- 0.8 ),5.8,(+/- 0.7 ),5.6,(+/- 0.8 ),11.7,(+/- 1.0 ),15.3,(+/- 1.0 ),6.7,(+/- 0.8 ),11.1,(+/- 0.8 ),12.5,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,12.1,(+/- 1.7 ),7.6,(+/- 1.8 ),6.9,(+/- 1.9 ),16.9,(+/- 2.3 ),21.1,(+/- 2.8 ),7.8,(+/- 1.6 ),14.4,(+/- 1.9 ),17.4,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,11.6,(+/- 1.7 ),7.4,(+/- 1.8 ),6.6,(+/- 1.9 ),16.6,(+/- 2.3 ),20.5,(+/- 2.9 ),7.4,(+/- 1.5 ),14.1,(+/- 1.9 ),16.7,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,15.9,(+/- 2.5 ),7.9,(+/- 2.6 ),8.1,(+/- 2.9 ),13.9,(+/- 2.8 ),18.2,(+/- 4.0 ),8.7,(+/- 2.7 ),17.4,(+/- 2.7 ),19.4,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,10.0,(+/- 1.7 ),7.2,(+/- 1.9 ),6.1,(+/- 1.8 ),17.6,(+/- 2.7 ),21.7,(+/- 3.1 ),7.0,(+/- 1.4 ),12.8,(+/- 1.8 ),15.8,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,10.1,(+/- 0.7 ),5.2,(+/- 0.6 ),5.2,(+/- 0.7 ),10.1,(+/- 0.7 ),13.8,(+/- 0.8 ),6.3,(+/- 0.7 ),10.0,(+/- 0.7 ),11.2,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,7.3,(+/- 1.0 ),4.9,(+/- 0.9 ),5.2,(+/- 1.0 ),7.7,(+/- 1.3 ),9.6,(+/- 1.4 ),4.9,(+/- 1.0 ),9.0,(+/- 1.0 ),8.5,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,7.2,(+/- 0.9 ),4.1,(+/- 0.8 ),3.6,(+/- 0.9 ),9.4,(+/- 1.3 ),11.4,(+/- 1.4 ),4.1,(+/- 0.7 ),8.4,(+/- 0.9 ),8.8,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,23.7,(+/- 1.6 ),15.2,(+/- 1.8 ),15.2,(+/- 1.8 ),20.0,(+/- 1.5 ),22.9,(+/- 1.5 ),20.2,(+/- 2.2 ),22.1,(+/- 1.7 ),25.1,(+/- 1.6 )
Education,School Enrollment,Population 3 years and over enrolled in school,167492,(+/- 3389 ),179798,(+/- 3927 ),179513,(+/- 5288 ),188379,(+/- 3857 ),176212,(+/- 6395 ),190336,(+/- 4368 ),159478,(+/- 3410 ),151748,(+/- 2645 )
Education,School Enrollment,"Nursery school, preschool",12358,(+/- 1136 ),11913,(+/- 1656 ),13014,(+/- 2482 ),11463,(+/- 1408 ),11585,(+/- 1668 ),12253,(+/- 1704 ),11283,(+/- 1140 ),9693,(+/- 959 )
Education,School Enrollment,Kindergarten,8635,(+/- 1216 ),9649,(+/- 1310 ),9231,(+/- 1321 ),9767,(+/- 1406 ),7440,(+/- 1290 ),10207,(+/- 1321 ),7993,(+/- 783 ),8105,(+/- 1009 )
Education,School Enrollment,Elementary school (grades 1-8),69028,(+/- 1865 ),78681,(+/- 2199 ),78223,(+/- 4078 ),73672,(+/- 1997 ),61694,(+/- 3548 ),78386,(+/- 2580 ),70501,(+/- 2145 ),62954,(+/- 1686 )
Education,School Enrollment,High school (grades 9-12),33699,(+/- 1538 ),41068,(+/- 1789 ),43609,(+/- 2367 ),36528,(+/- 1791 ),27408,(+/- 2756 ),41563,(+/- 2105 ),36060,(+/- 1472 ),32860,(+/- 1377 )
Education,School Enrollment,College or graduate school,43772,(+/- 2862 ),38487,(+/- 2984 ),35436,(+/- 2689 ),56949,(+/- 2903 ),68085,(+/- 3397 ),47927,(+/- 3185 ),33641,(+/- 2122 ),38136,(+/- 2196 )
Education,Educational Attainment,Population 25 years and over,446966,(+/- 2105 ),465096,(+/- 2638 ),491823,(+/- 6338 ),466882,(+/- 2312 ),485830,(+/- 6230 ),455351,(+/- 4461 ),449539,(+/- 2234 ),463796,(+/- 1580 )
Education,Educational Attainment,Less than 9th grade,17363,(+/- 1724 ),12048,(+/- 2095 ),8660,(+/- 2463 ),21130,(+/- 1975 ),21169,(+/- 2528 ),7405,(+/- 1769 ),16491,(+/- 1564 ),7392,(+/- 1085 )
Education,Educational Attainment,"9th to 12th grade, no diploma",20067,(+/- 2037 ),12955,(+/- 1878 ),15873,(+/- 2024 ),18621,(+/- 2394 ),21437,(+/- 2466 ),16146,(+/- 1852 ),23466,(+/- 1650 ),23665,(+/- 2021 )
Education,Educational Attainment,High school graduate (includes equivalency),135852,(+/- 3753 ),104272,(+/- 4559 ),80111,(+/- 4029 ),101030,(+/- 4839 ),94283,(+/- 5005 ),126439,(+/- 4714 ),147049,(+/- 3680 ),148901,(+/- 4039 )
Education,Educational Attainment,"Some college, no degree",92666,(+/- 2980 ),100906,(+/- 3265 ),95861,(+/- 5052 ),87217,(+/- 4354 ),91377,(+/- 4430 ),108347,(+/- 4228 ),101990,(+/- 3117 ),118348,(+/- 3756 )
Education,Educational Attainment,Associate's degree,56086,(+/- 2706 ),56071,(+/- 3043 ),50283,(+/- 3408 ),41732,(+/- 2566 ),41456,(+/- 2748 ),62893,(+/- 3827 ),62393,(+/- 2541 ),58848,(+/- 2625 )
Education,Educational Attainment,Bachelor's degree,81916,(+/- 3302 ),123794,(+/- 3968 ),156474,(+/- 5389 ),121293,(+/- 3750 ),139083,(+/- 5432 ),95442,(+/- 4487 ),70866,(+/- 2552 ),71257,(+/- 3443 )
Education,Educational Attainment,Graduate or professional degree,43016,(+/- 2481 ),55050,(+/- 2983 ),84561,(+/- 4403 ),75859,(+/- 4810 ),77025,(+/- 4096 ),38679,(+/- 3419 ),27284,(+/- 1654 ),35385,(+/- 2114 )
Education,Educational Attainment,Percent high school graduate or higher,91.6,(+/- 0.6 ),94.6,(+/- 0.6 ),95.0,(+/- 0.6 ),91.5,(+/- 0.5 ),91.2,(+/- 0.7 ),94.8,(+/- 0.5 ),91.1,(+/- 0.5 ),93.3,(+/- 0.5 )
Education,Educational Attainment,Percent bachelor's degree or higher,28.0,(+/- 0.9 ),38.5,(+/- 1.0 ),49.0,(+/- 1.1 ),42.2,(+/- 1.2 ),44.5,(+/- 1.1 ),29.5,(+/- 1.2 ),21.8,(+/- 0.7 ),23.0,(+/- 0.8 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,293201,G,268095,G,452974,G,361601,G,521476,G,221170,G,240103,G,213230,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",491,G,123,H,126,H,24,H,a,D,150,G,671,G,914,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",323,H,507,H,187,J,111,H,b,D,216,H,128,G,4464,G
Business,Paid employees for pay period including March 12,Utilities,953,H,1524,J,1189,J,f,D,4128,J,1777,H,1601,H,2102,H
Business,Paid employees for pay period including March 12,Construction,11192,G,13756,G,18052,G,12515,G,14466,G,19556,G,12754,G,11235,G
Business,Paid employees for pay period including March 12,Manufacturing,50151,G,33382,G,59773,G,27989,G,31997,G,34647,G,46783,G,19775,G
Business,Paid employees for pay period including March 12,Wholesale trade,9895,G,14808,G,34322,G,15991,G,26299,H,10529,G,15104,H,5690,G
Business,Paid employees for pay period including March 12,Retail trade,38764,G,34649,G,53353,G,36730,G,33668,G,33078,G,36034,G,33877,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,9457,G,13087,G,7909,G,7926,G,20784,H,8917,G,7101,G,4688,G
Business,Paid employees for pay period including March 12,Information,6015,G,8966,H,10775,G,8999,G,13045,G,2803,G,3348,G,2984,G
Business,Paid employees for pay period including March 12,Finance and insurance,9304,H,13506,H,33396,G,24407,G,46270,H,6828,G,8055,G,7666,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2702,G,3405,G,12170,H,5017,G,8471,G,2398,G,1536,G,2397,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",37509,H,12383,G,40001,G,18110,G,46924,G,7027,G,6211,G,7696,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,4135,H,8495,G,29622,G,29641,G,58125,G,2258,G,2547,H,3054,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,8670,G,13093,G,34236,G,23125,G,30982,G,12148,G,4895,G,7117,G
Business,Paid employees for pay period including March 12,Educational services,5932,G,8519,H,7642,G,21971,G,15446,G,4892,G,4699,H,4276,H
Business,Paid employees for pay period including March 12,Health care and social assistance,57423,G,36281,H,48084,G,70058,G,97499,G,37604,G,51993,G,52868,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",3452,G,8416,G,7841,G,8147,H,9199,G,4248,G,1928,G,3826,G
Business,Paid employees for pay period including March 12,Accommodation and food services,24207,G,29531,G,36615,G,30864,G,43327,G,20694,G,22733,G,28098,G
Business,Paid employees for pay period including March 12,Other services (except public administration),12594,G,13623,G,17626,G,19020,G,20750,G,11375,G,11934,G,10469,G
Business,Paid employees for pay period including March 12,Industries not classified,32,J,41,J,55,J,26,H,53,J,25,J,48,J,34,J
Business,"Annual payroll ($1,000)",Total for all sectors,12885071,G,12727906,G,27035819,G,19281523,G,32587090,G,9228285,G,8710602,G,8134065,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",21868,G,3804,G,4229,G,1119,H,D,D,5131,H,32082,G,34436,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",21972,H,37075,H,16500,H,11679,J,D,D,19506,J,10700,G,417549,G
Business,"Annual payroll ($1,000)",Utilities,77303,H,178472,J,125174,J,D,D,365470,J,172721,H,123588,H,186826,H
Business,"Annual payroll ($1,000)",Construction,658257,G,1008777,G,1289865,G,967901,G,1162524,G,1368532,G,852010,G,768310,G
Business,"Annual payroll ($1,000)",Manufacturing,2469593,G,2028465,G,4166218,G,1784900,G,1949919,G,1891844,G,2150082,G,931730,G
Business,"Annual payroll ($1,000)",Wholesale trade,536462,G,997529,G,2916646,G,1119412,G,2731117,H,597942,G,772433,G,264315,G
Business,"Annual payroll ($1,000)",Retail trade,922722,G,947007,G,1646866,G,945225,G,1092869,G,826054,G,871012,G,827215,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,337542,G,599337,G,349433,G,331265,G,1187382,H,353636,G,268754,G,206566,G
Business,"Annual payroll ($1,000)",Information,256575,G,739978,H,1005338,G,629560,G,1108546,G,168128,G,139464,G,130574,G
Business,"Annual payroll ($1,000)",Finance and insurance,617256,H,1067985,H,3239513,H,1778321,G,5171311,H,387201,G,404649,G,383129,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,77230,G,140484,G,788414,H,256248,G,395120,G,82223,G,45168,G,69894,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",3285015,H,1123091,H,2894959,G,1364675,G,4205017,G,381350,G,288074,G,483025,H
Business,"Annual payroll ($1,000)",Management of companies and enterprises,390337,H,784428,H,3122164,G,4022570,G,4754326,G,191365,G,175115,H,191001,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,244223,G,493803,G,1284320,G,885069,H,1153759,G,413681,G,164342,G,206070,G
Business,"Annual payroll ($1,000)",Educational services,149996,G,216477,H,230608,G,551408,G,549497,G,138723,G,89046,H,93771,H
Business,"Annual payroll ($1,000)",Health care and social assistance,2134329,H,1276676,H,2356287,G,3192815,G,4745827,G,1561877,G,1713230,G,2150704,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",45983,G,168116,G,328342,H,231722,H,461352,H,78039,G,33038,G,67459,G
Business,"Annual payroll ($1,000)",Accommodation and food services,350842,G,544708,G,707943,G,522393,G,864508,G,292317,G,332313,G,492436,G
Business,"Annual payroll ($1,000)",Other services (except public administration),286978,G,371058,G,561496,G,606710,G,685234,G,297585,G,245046,G,228414,G
Business,"Annual payroll ($1,000)",Industries not classified,588,G,636,G,1504,G,1421,H,1048,G,430,H,456,G,641,H
Business,Total Establishments,Total for all sectors,16873,X,16762,X,23292,X,17490,X,20812,X,16422,X,19246,X,17209,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",87,X,40,X,33,X,14,X,3,X,40,X,145,X,180,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",25,X,19,X,10,X,9,X,3,X,17,X,34,X,37,X
Business,Total Establishments,Utilities,60,X,32,X,14,X,15,X,37,X,21,X,85,X,70,X
Business,Total Establishments,Construction,2037,X,2001,X,1931,X,1249,X,1150,X,3017,X,2575,X,2283,X
Business,Total Establishments,Manufacturing,894,X,796,X,1089,X,706,X,877,X,1087,X,1033,X,829,X
Business,Total Establishments,Wholesale trade,800,X,1006,X,1808,X,895,X,1093,X,738,X,997,X,575,X
Business,Total Establishments,Retail trade,2510,X,1948,X,2575,X,2085,X,2099,X,2003,X,2968,X,2780,X
Business,Total Establishments,Transportation and warehousing,775,X,649,X,382,X,366,X,348,X,605,X,1003,X,567,X
Business,Total Establishments,Information,259,X,236,X,447,X,282,X,507,X,195,X,290,X,251,X
Business,Total Establishments,Finance and insurance,1095,X,953,X,1835,X,1004,X,1274,X,842,X,1252,X,900,X
Business,Total Establishments,Real estate and rental and leasing,532,X,777,X,1366,X,925,X,1182,X,725,X,494,X,585,X
Business,Total Establishments,"Professional, scientific, and technical services",1065,X,2119,X,3795,X,2426,X,3672,X,1503,X,1045,X,1074,X
Business,Total Establishments,Management of companies and enterprises,81,X,171,X,304,X,183,X,270,X,50,X,86,X,69,X
Business,Total Establishments,Administrative and support and waste management and remediation services,691,X,1030,X,1422,X,850,X,1034,X,951,X,701,X,714,X
Business,Total Establishments,Educational services,178,X,234,X,377,X,322,X,404,X,173,X,117,X,137,X
Business,Total Establishments,Health care and social assistance,1921,X,1668,X,2269,X,2474,X,2489,X,1419,X,2026,X,2047,X
Business,Total Establishments,"Arts, entertainment, and recreation",351,X,318,X,346,X,340,X,398,X,298,X,384,X,419,X
Business,Total Establishments,Accommodation and food services,1415,X,1142,X,1412,X,1443,X,1779,X,1055,X,1493,X,1742,X
Business,Total Establishments,Other services (except public administration),2057,X,1578,X,1815,X,1866,X,2127,X,1652,X,2478,X,1924,X
Business,Total Establishments,Industries not classified,40,X,45,X,62,X,36,X,66,X,31,X,40,X,26,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
