Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),73283,(+/- 1575 ),87664,(+/- 2055 ),102794,(+/- 2531 ),134782,(+/- 4016 ),123555,(+/- 3417 ),109103,(+/- 2549 ),88691,(+/- 2926 ),107153,(+/- 3143 ),91334,(+/- 2307 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,721034,(+/- 6297 ),738297,(+/- 8650 ),750027,(+/- 9611 ),744627,(+/- 6699 ),753464,(+/- 7896 ),757857,(+/- 5552 ),774217,(+/- 9595 ),764303,(+/- 10502 ),732191,(+/- 6638 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,698851,(+/- 7215 ),722088,(+/- 8272 ),728358,(+/- 9971 ),731172,(+/- 7055 ),731089,(+/- 8160 ),743031,(+/- 6132 ),747152,(+/- 9002 ),748648,(+/- 10970 ),714569,(+/- 7503 )
Socioeconomic,Health Insurance Coverage,With private health insurance,476900,(+/- 9640 ),551400,(+/- 11180 ),540440,(+/- 12105 ),613343,(+/- 8846 ),601991,(+/- 10632 ),598005,(+/- 9961 ),490696,(+/- 13221 ),579408,(+/- 14886 ),522946,(+/- 12477 )
Socioeconomic,Health Insurance Coverage,With public coverage,328342,(+/- 9163 ),261917,(+/- 9371 ),278887,(+/- 9206 ),211100,(+/- 9935 ),226648,(+/- 8752 ),256580,(+/- 8858 ),311184,(+/- 11338 ),264758,(+/- 10581 ),319529,(+/- 10575 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,22183,(+/- 3948 ),16209,(+/- 3603 ),21669,(+/- 3150 ),13455,(+/- 2327 ),22375,(+/- 4278 ),14826,(+/- 2470 ),27065,(+/- 3854 ),15655,(+/- 2732 ),17622,(+/- 2861 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,148093,(+/- 2765 ),152885,(+/- 4546 ),170346,(+/- 6542 ),169158,(+/- 4798 ),148529,(+/- 5762 ),161627,(+/- 5245 ),132293,(+/- 5286 ),149963,(+/- 5591 ),142350,(+/- 4333 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,2248,(+/- 1090 ),1221,(+/- 884 ),1770,(+/- 920 ),1161,(+/- 607 ),2129,(+/- 1306 ),914,(+/- 496 ),1171,(+/- 674 ),1341,(+/- 624 ),754,(+/- 421 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,10.2,(+/- 1.0 ),6.3,(+/- 1.1 ),8.1,(+/- 0.9 ),4.6,(+/- 0.9 ),5.0,(+/- 0.9 ),4.9,(+/- 0.8 ),16.4,(+/- 2.0 ),6.8,(+/- 0.9 ),5.4,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,16.9,(+/- 2.1 ),9.8,(+/- 1.9 ),11.5,(+/- 1.8 ),6.3,(+/- 1.5 ),7.9,(+/- 1.9 ),7.9,(+/- 1.6 ),25.7,(+/- 2.9 ),10.6,(+/- 1.6 ),9.9,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,12.9,(+/- 4.4 ),7.6,(+/- 3.3 ),13.6,(+/- 5.2 ),9.5,(+/- 4.2 ),5.0,(+/- 3.2 ),4.9,(+/- 2.4 ),24.4,(+/- 6.4 ),7.0,(+/- 3.5 ),13.6,(+/- 4.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.7,(+/- 0.8 ),3.1,(+/- 0.8 ),3.4,(+/- 0.8 ),1.8,(+/- 0.5 ),2.6,(+/- 0.7 ),2.0,(+/- 0.4 ),7.1,(+/- 1.7 ),2.4,(+/- 0.7 ),1.9,(+/- 0.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,3.9,(+/- 1.5 ),3.0,(+/- 1.2 ),3.2,(+/- 1.2 ),1.9,(+/- 0.7 ),3.2,(+/- 1.4 ),2.0,(+/- 0.7 ),10.0,(+/- 2.9 ),2.2,(+/- 1.0 ),2.5,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,0.9,(+/- 1.4 ),3.1,(+/- 2.5 ),4.0,(+/- 4.0 ),4.5,(+/- 3.5 ),3.2,(+/- 2.6 ),1.7,(+/- 1.5 ),7.8,(+/- 4.9 ),1.2,(+/- 2.0 ),1.1,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",27.3,(+/- 3.1 ),18.7,(+/- 3.9 ),22.8,(+/- 3.2 ),19.5,(+/- 4.8 ),17.6,(+/- 4.4 ),19.2,(+/- 4.4 ),32.0,(+/- 3.8 ),22.2,(+/- 3.8 ),17.0,(+/- 3.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,37.8,(+/- 4.7 ),27.9,(+/- 5.8 ),30.5,(+/- 4.8 ),27.1,(+/- 6.7 ),28.2,(+/- 7.2 ),31.4,(+/- 6.7 ),44.6,(+/- 4.9 ),32.5,(+/- 5.8 ),24.3,(+/- 5.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,36.6,(+/- 13.1 ),24.3,(+/- 13.0 ),35.4,(+/- 14.7 ),37.4,(+/- 17.5 ),26.9,(+/- 20.1 ),31.3,(+/- 18.3 ),52.5,(+/- 11.1 ),32.0,(+/- 17.7 ),39.1,(+/- 14.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,14.0,(+/- 1.1 ),10.5,(+/- 0.9 ),11.0,(+/- 0.9 ),6.2,(+/- 0.8 ),7.8,(+/- 0.9 ),7.2,(+/- 0.8 ),20.4,(+/- 1.4 ),9.1,(+/- 0.9 ),8.0,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,22.2,(+/- 2.6 ),12.7,(+/- 2.3 ),13.5,(+/- 2.1 ),6.0,(+/- 1.5 ),9.2,(+/- 2.2 ),9.2,(+/- 2.0 ),29.8,(+/- 3.5 ),11.5,(+/- 2.0 ),11.9,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,21.4,(+/- 2.7 ),12.2,(+/- 2.3 ),13.3,(+/- 2.2 ),5.8,(+/- 1.5 ),8.9,(+/- 2.3 ),9.0,(+/- 2.1 ),29.4,(+/- 3.5 ),11.4,(+/- 2.0 ),11.2,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,25.3,(+/- 4.9 ),15.2,(+/- 3.8 ),18.0,(+/- 4.9 ),9.1,(+/- 3.2 ),7.7,(+/- 2.8 ),9.6,(+/- 3.4 ),30.6,(+/- 5.7 ),12.2,(+/- 3.9 ),14.0,(+/- 3.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,20.1,(+/- 2.7 ),11.2,(+/- 2.4 ),11.7,(+/- 1.9 ),4.9,(+/- 1.3 ),9.4,(+/- 2.6 ),8.8,(+/- 2.1 ),28.8,(+/- 3.6 ),11.1,(+/- 1.9 ),10.3,(+/- 2.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,11.8,(+/- 1.0 ),9.9,(+/- 0.8 ),10.3,(+/- 0.8 ),6.3,(+/- 0.7 ),7.4,(+/- 0.7 ),6.7,(+/- 0.6 ),18.3,(+/- 1.2 ),8.6,(+/- 0.7 ),7.1,(+/- 0.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.2,(+/- 1.2 ),7.7,(+/- 1.4 ),8.9,(+/- 1.5 ),5.5,(+/- 1.2 ),7.9,(+/- 1.3 ),7.0,(+/- 0.9 ),20.3,(+/- 2.4 ),9.5,(+/- 1.5 ),5.9,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,11.3,(+/- 1.2 ),6.7,(+/- 1.1 ),8.2,(+/- 1.0 ),4.2,(+/- 0.8 ),5.1,(+/- 1.0 ),5.0,(+/- 0.9 ),16.8,(+/- 2.0 ),6.6,(+/- 0.9 ),5.5,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,23.6,(+/- 2.0 ),23.6,(+/- 1.9 ),24.7,(+/- 2.2 ),17.3,(+/- 1.8 ),17.9,(+/- 1.8 ),17.4,(+/- 1.8 ),27.1,(+/- 1.6 ),17.7,(+/- 1.3 ),18.4,(+/- 1.7 )
Education,School Enrollment,Population 3 years and over enrolled in school,175874,(+/- 4245 ),206344,(+/- 6112 ),200589,(+/- 7429 ),208837,(+/- 5612 ),195483,(+/- 6145 ),180837,(+/- 6217 ),233097,(+/- 7283 ),177909,(+/- 6469 ),158743,(+/- 5029 )
Education,School Enrollment,"Nursery school, preschool",9802,(+/- 1565 ),11353,(+/- 1611 ),11993,(+/- 1876 ),14968,(+/- 2416 ),16263,(+/- 1923 ),10991,(+/- 1899 ),9035,(+/- 1630 ),13771,(+/- 1874 ),11362,(+/- 1871 )
Education,School Enrollment,Kindergarten,9421,(+/- 1518 ),9178,(+/- 1496 ),10250,(+/- 1757 ),8364,(+/- 1411 ),7941,(+/- 1602 ),8211,(+/- 1588 ),8735,(+/- 1604 ),7925,(+/- 1421 ),7638,(+/- 1402 )
Education,School Enrollment,Elementary school (grades 1-8),65625,(+/- 2658 ),69546,(+/- 3630 ),75456,(+/- 4456 ),81012,(+/- 4118 ),67255,(+/- 3805 ),72812,(+/- 3708 ),56290,(+/- 3508 ),63809,(+/- 3613 ),64141,(+/- 3641 )
Education,School Enrollment,High school (grades 9-12),38212,(+/- 2371 ),39043,(+/- 2388 ),46131,(+/- 3469 ),45714,(+/- 2762 ),33532,(+/- 2880 ),39783,(+/- 2614 ),31066,(+/- 2540 ),39777,(+/- 2976 ),35843,(+/- 2737 )
Education,School Enrollment,College or graduate school,52814,(+/- 3124 ),77224,(+/- 3727 ),56759,(+/- 4595 ),58779,(+/- 3140 ),70492,(+/- 3813 ),49040,(+/- 3082 ),127971,(+/- 5102 ),52627,(+/- 3815 ),39759,(+/- 3170 )
Education,Educational Attainment,Population 25 years and over,503362,(+/- 4796 ),500935,(+/- 5037 ),515641,(+/- 7473 ),512380,(+/- 6061 ),536665,(+/- 6116 ),539492,(+/- 5135 ),524484,(+/- 8539 ),558462,(+/- 8185 ),536094,(+/- 5077 )
Education,Educational Attainment,Less than 9th grade,23684,(+/- 2535 ),15017,(+/- 2221 ),30216,(+/- 2561 ),14924,(+/- 2148 ),20655,(+/- 3002 ),20053,(+/- 2528 ),45790,(+/- 4210 ),17960,(+/- 2502 ),24016,(+/- 3095 )
Education,Educational Attainment,"9th to 12th grade, no diploma",36768,(+/- 3564 ),30163,(+/- 3001 ),29598,(+/- 2840 ),18852,(+/- 2397 ),15769,(+/- 2040 ),21167,(+/- 2267 ),36453,(+/- 3930 ),27305,(+/- 2894 ),24295,(+/- 2829 )
Education,Educational Attainment,High school graduate (includes equivalency),149822,(+/- 6328 ),135725,(+/- 5517 ),133395,(+/- 5621 ),101565,(+/- 4813 ),102732,(+/- 5228 ),130422,(+/- 6325 ),119332,(+/- 7298 ),130647,(+/- 6120 ),152856,(+/- 6104 )
Education,Educational Attainment,"Some college, no degree",93752,(+/- 4819 ),84593,(+/- 5053 ),87493,(+/- 5181 ),76421,(+/- 4311 ),62247,(+/- 3990 ),83731,(+/- 5043 ),71655,(+/- 4819 ),81456,(+/- 4020 ),93284,(+/- 4427 )
Education,Educational Attainment,Associate's degree,49704,(+/- 2809 ),43148,(+/- 2786 ),41989,(+/- 2665 ),39181,(+/- 2885 ),27424,(+/- 2653 ),46873,(+/- 3385 ),26198,(+/- 2354 ),39546,(+/- 3346 ),49293,(+/- 3663 )
Education,Educational Attainment,Bachelor's degree,88810,(+/- 4247 ),108785,(+/- 5234 ),105005,(+/- 4861 ),135046,(+/- 5061 ),148990,(+/- 5389 ),139650,(+/- 5413 ),125872,(+/- 4820 ),155118,(+/- 6435 ),117019,(+/- 4720 )
Education,Educational Attainment,Graduate or professional degree,60822,(+/- 3695 ),83504,(+/- 4257 ),87945,(+/- 4609 ),126391,(+/- 4059 ),158848,(+/- 5167 ),97596,(+/- 4625 ),99184,(+/- 5025 ),106430,(+/- 5540 ),75331,(+/- 3850 )
Education,Educational Attainment,Percent high school graduate or higher,88.0,(+/- 0.8 ),91.0,(+/- 0.8 ),88.4,(+/- 0.7 ),93.4,(+/- 0.6 ),93.2,(+/- 0.7 ),92.4,(+/- 0.6 ),84.3,(+/- 1.0 ),91.9,(+/- 0.7 ),91.0,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,29.7,(+/- 1.1 ),38.4,(+/- 1.2 ),37.4,(+/- 1.2 ),51.0,(+/- 1.1 ),57.4,(+/- 1.1 ),44.0,(+/- 1.1 ),42.9,(+/- 1.2 ),46.8,(+/- 1.1 ),35.9,(+/- 1.1 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag,District 05 Estimate,District 05 Flag,District 06 Estimate,District 06 Flag,District 07 Estimate,District 07 Flag,District 08 Estimate,District 08 Flag,District 09 Estimate,District 09 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,249573,G,284809,G,272355,G,328712,G,386671,G,346988,G,486329,G,521925,G,243241,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",85,G,131,G,117,G,46,H,46,H,221,H,5,G,45,J,332,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",162,G,121,H,20,J,66,H,12,J,68,G,0,N,146,G,117,H
Business,Paid employees for pay period including March 12,Utilities,1578,G,1810,J,535,H,752,G,g,D,833,H,546,H,2725,J,1382,G
Business,Paid employees for pay period including March 12,Construction,10335,G,9923,G,11357,G,12229,G,15267,G,17540,G,9387,G,22235,G,15597,G
Business,Paid employees for pay period including March 12,Manufacturing,27478,G,26122,G,41120,G,27573,G,16592,G,37763,G,9824,G,18714,G,16587,G
Business,Paid employees for pay period including March 12,Wholesale trade,8845,G,12207,G,18040,H,22752,H,14777,G,17708,G,13496,G,19962,G,9172,G
Business,Paid employees for pay period including March 12,Retail trade,36511,G,39441,G,29346,G,46434,G,37346,G,48596,G,34274,G,49286,G,44767,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,6551,G,9598,G,7554,G,8106,G,7386,G,6771,G,17871,G,12368,G,6198,G
Business,Paid employees for pay period including March 12,Information,3751,H,4128,G,9740,G,8958,G,23982,G,18581,G,18799,G,21200,G,3379,G
Business,Paid employees for pay period including March 12,Finance and insurance,11672,H,14408,H,10064,G,12703,G,15981,G,11658,G,29385,G,67879,G,7168,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,3026,G,2797,G,2521,G,5687,G,5078,G,4068,H,9542,G,10573,G,3326,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",9817,G,16506,G,27213,G,22148,G,44495,G,28825,G,52063,G,60035,G,12251,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,4404,G,3864,H,6576,G,13173,H,20963,G,8045,H,16480,H,13275,G,4366,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,10151,G,10925,G,15734,G,18839,G,27704,G,19744,G,19444,G,30511,G,13842,H
Business,Paid employees for pay period including March 12,Educational services,16477,G,22249,G,5769,G,23862,G,47578,H,10568,G,75753,G,9387,G,4642,G
Business,Paid employees for pay period including March 12,Health care and social assistance,55137,G,71272,G,49875,G,54512,G,56578,G,65007,G,104561,G,110332,G,50872,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",6205,H,4696,G,4395,G,8246,G,5562,G,5881,G,8433,G,7235,G,5811,G
Business,Paid employees for pay period including March 12,Accommodation and food services,25415,G,24197,G,21966,G,29192,G,28578,G,32179,G,49840,G,44573,G,31635,G
Business,Paid employees for pay period including March 12,Other services (except public administration),11915,G,10358,G,10348,G,13344,G,16178,G,12799,G,16546,G,21357,G,11661,G
Business,Paid employees for pay period including March 12,Industries not classified,58,J,56,J,65,J,90,H,158,H,133,G,80,G,87,H,136,G
Business,"Annual payroll ($1,000)",Total for all sectors,10765345,G,12800431,G,17077674,G,19064376,G,26980889,G,20708348,G,38102076,G,38458240,G,11088897,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",2583,G,3280,H,4430,G,1972,G,1733,H,9886,H,208,H,2944,J,11875,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",10800,H,8186,G,1348,G,4942,H,641,H,6621,H,0,N,9541,G,7734,H
Business,"Annual payroll ($1,000)",Utilities,170650,G,145045,H,59378,H,73318,G,D,D,89947,G,72564,H,274688,J,153105,G
Business,"Annual payroll ($1,000)",Construction,689067,G,635187,G,802095,G,902357,G,1193193,G,1237608,G,913677,G,1863974,G,1030089,G
Business,"Annual payroll ($1,000)",Manufacturing,1577333,G,1545494,G,3075273,G,2033864,H,1315879,G,3148253,G,678674,H,1211109,G,965463,G
Business,"Annual payroll ($1,000)",Wholesale trade,503689,G,732553,G,1896105,H,1914494,H,1543029,G,1509907,G,1344839,G,1978254,H,596501,G
Business,"Annual payroll ($1,000)",Retail trade,946196,G,1064393,G,867055,G,1281582,G,1144645,G,1388235,G,1032212,G,1523408,G,1344388,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,270911,G,420351,G,281490,G,379882,G,283125,G,327080,G,962002,G,734261,G,240772,G
Business,"Annual payroll ($1,000)",Information,201313,G,264663,G,1033210,G,885528,G,2805275,G,2191083,H,2827597,G,1921324,G,187344,G
Business,"Annual payroll ($1,000)",Finance and insurance,1025878,H,993826,H,875487,G,1464248,G,1468102,G,1010567,G,6759042,G,10853269,G,557052,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,111524,G,125676,G,135254,G,463572,G,312624,G,221488,H,581192,G,1053171,G,157296,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",598957,H,1398491,G,2985867,G,2205811,G,5307332,G,2705994,G,7204530,G,6029308,G,802115,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,329270,G,356698,H,940213,H,1707517,H,2627148,G,1151708,H,2175561,H,1340504,G,431769,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,363716,G,394647,G,758809,G,940543,G,1657825,G,1085695,G,851522,G,1507524,G,761531,G
Business,"Annual payroll ($1,000)",Educational services,513376,G,746875,G,229581,G,858945,G,2507005,H,361010,G,3396707,G,363763,G,149620,G
Business,"Annual payroll ($1,000)",Health care and social assistance,2568886,G,3158220,G,2273911,G,2546364,G,3172741,G,3088524,H,6955323,G,5456455,G,2347236,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",122729,H,91303,G,93132,G,419580,H,129127,G,140126,G,506908,H,388903,G,186900,G
Business,"Annual payroll ($1,000)",Accommodation and food services,442707,G,408455,G,401126,G,561890,G,607421,G,645009,G,1253260,G,1054951,G,791277,G
Business,"Annual payroll ($1,000)",Other services (except public administration),314580,G,306050,G,362168,G,414901,G,660384,G,385134,G,582841,G,887424,G,362801,G
Business,"Annual payroll ($1,000)",Industries not classified,1180,G,1038,G,1742,G,3066,G,4825,G,4473,G,3417,H,3465,G,4029,G
Business,Total Establishments,Total for all sectors,16115,X,16590,X,16179,X,20676,X,20824,X,21026,X,16733,X,24135,X,22348,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",25,X,28,X,28,X,20,X,11,X,68,X,3,X,9,X,144,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",16,X,11,X,3,X,9,X,3,X,6,X,0,X,10,X,14,X
Business,Total Establishments,Utilities,33,X,43,X,31,X,25,X,18,X,24,X,19,X,41,X,34,X
Business,Total Establishments,Construction,1818,X,1761,X,1811,X,2022,X,1905,X,2481,X,815,X,2131,X,3185,X
Business,Total Establishments,Manufacturing,856,X,790,X,884,X,719,X,636,X,912,X,381,X,627,X,739,X
Business,Total Establishments,Wholesale trade,613,X,774,X,793,X,1007,X,949,X,1059,X,597,X,1136,X,720,X
Business,Total Establishments,Retail trade,2639,X,2412,X,2057,X,2764,X,2479,X,2887,X,2273,X,2882,X,3700,X
Business,Total Establishments,Transportation and warehousing,375,X,399,X,334,X,424,X,368,X,441,X,490,X,493,X,453,X
Business,Total Establishments,Information,230,X,272,X,344,X,405,X,568,X,466,X,456,X,528,X,301,X
Business,Total Establishments,Finance and insurance,774,X,826,X,714,X,1107,X,1072,X,1070,X,880,X,2042,X,953,X
Business,Total Establishments,Real estate and rental and leasing,541,X,570,X,579,X,871,X,786,X,673,X,1003,X,1045,X,877,X
Business,Total Establishments,"Professional, scientific, and technical services",1318,X,1700,X,1929,X,2783,X,3185,X,2574,X,2288,X,3726,X,1926,X
Business,Total Establishments,Management of companies and enterprises,80,X,104,X,98,X,134,X,214,X,138,X,132,X,205,X,110,X
Business,Total Establishments,Administrative and support and waste management and remediation services,937,X,880,X,1050,X,1227,X,1274,X,1296,X,774,X,1404,X,1578,X
Business,Total Establishments,Educational services,269,X,337,X,271,X,440,X,425,X,337,X,370,X,375,X,291,X
Business,Total Establishments,Health care and social assistance,1838,X,1965,X,1804,X,2538,X,2436,X,2085,X,1789,X,2224,X,2126,X
Business,Total Establishments,"Arts, entertainment, and recreation",300,X,268,X,297,X,433,X,383,X,431,X,310,X,389,X,539,X
Business,Total Establishments,Accommodation and food services,1718,X,1663,X,1454,X,1647,X,1873,X,1903,X,2191,X,2227,X,2552,X
Business,Total Establishments,Other services (except public administration),1700,X,1741,X,1648,X,2023,X,2138,X,2118,X,1891,X,2561,X,2028,X
Business,Total Establishments,Industries not classified,35,X,46,X,50,X,78,X,101,X,57,X,71,X,80,X,78,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
