Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
People,Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,719311,(+/- 4120 ),679958,(+/- 10038 ),707558,(+/- 8108 ),760512,(+/- 12122 ),700854,(+/- 13220 ),759210,(+/- 9667 ),757840,(+/- 13859 ),738699,(+/- 3692 ),824493,(+/- 15685 ),785159,(+/- 16051 ),742474,(+/- 11274 ),753123,(+/- 8236 ),720275,(+/- 7722 ),765318,(+/- 11916 ),755286,(+/- 18611 ),796243,(+/- 11463 ),752447,(+/- 11549 ),748031,(+/- 10202 ),792710,(+/- 10813 ),780936,(+/- 16364 ),755129,(+/- 13305 ),732661,(+/- 10375 ),747321,(+/- 8044 ),740838,(+/- 18820 ),756360,(+/- 14111 ),778717,(+/- 17240 ),743016,(+/- 15181 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,113094,(+/- 4727 ),129069,(+/- 5974 ),100721,(+/- 6413 ),92187,(+/- 5804 ),104722,(+/- 5108 ),132008,(+/- 5513 ),85603,(+/- 6126 ),119085,(+/- 6461 ),112793,(+/- 7628 ),88202,(+/- 5611 ),142958,(+/- 6278 ),125738,(+/- 5295 ),115547,(+/- 6060 ),90161,(+/- 5148 ),105429,(+/- 6660 ),111006,(+/- 5515 ),130630,(+/- 6538 ),97528,(+/- 5317 ),105298,(+/- 5610 ),90237,(+/- 5710 ),97569,(+/- 5458 ),91589,(+/- 5145 ),71635,(+/- 4778 ),76137,(+/- 5261 ),78646,(+/- 5564 ),80814,(+/- 6259 ),74371,(+/- 5371 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,162888,(+/- 1083 ),140497,(+/- 3801 ),151312,(+/- 3784 ),161864,(+/- 5919 ),169799,(+/- 6387 ),137534,(+/- 3505 ),152024,(+/- 6006 ),134541,(+/- 3375 ),202239,(+/- 7440 ),183347,(+/- 6828 ),116202,(+/- 5247 ),144316,(+/- 3927 ),125279,(+/- 3557 ),168264,(+/- 6800 ),174111,(+/- 8126 ),153550,(+/- 5624 ),132067,(+/- 5831 ),142995,(+/- 5329 ),139875,(+/- 4355 ),189913,(+/- 8759 ),145310,(+/- 6310 ),137001,(+/- 6568 ),151471,(+/- 5735 ),162391,(+/- 7369 ),150475,(+/- 5706 ),174436,(+/- 7829 ),132644,(+/- 7540 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,7416,(+/- 1582 ),9753,(+/- 1747 ),6745,(+/- 1621 ),5422,(+/- 1185 ),9154,(+/- 1797 ),7797,(+/- 1759 ),6312,(+/- 1842 ),7963,(+/- 1948 ),10841,(+/- 2569 ),10349,(+/- 2397 ),5373,(+/- 1420 ),7581,(+/- 1739 ),6420,(+/- 1534 ),7089,(+/- 1414 ),6353,(+/- 1187 ),6159,(+/- 1249 ),7836,(+/- 1636 ),5264,(+/- 1915 ),3830,(+/- 1046 ),6966,(+/- 1649 ),4169,(+/- 1169 ),4668,(+/- 1344 ),3913,(+/- 1033 ),3770,(+/- 1125 ),3799,(+/- 1046 ),7972,(+/- 2084 ),4717,(+/- 1544 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,434975,(+/- 3776 ),404522,(+/- 7665 ),441337,(+/- 5444 ),476520,(+/- 8334 ),444404,(+/- 9709 ),433542,(+/- 6178 ),503820,(+/- 9877 ),421790,(+/- 3994 ),495580,(+/- 10962 ),514446,(+/- 11461 ),351390,(+/- 6750 ),425566,(+/- 5998 ),438022,(+/- 5907 ),500622,(+/- 8736 ),460140,(+/- 12155 ),437289,(+/- 8036 ),387266,(+/- 9355 ),417612,(+/- 7037 ),417660,(+/- 7031 ),489547,(+/- 11910 ),421774,(+/- 9603 ),444821,(+/- 9089 ),466534,(+/- 8364 ),478691,(+/- 13447 ),461661,(+/- 11334 ),491226,(+/- 11262 ),476631,(+/- 10611 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,59839,(+/- 4313 ),66243,(+/- 5028 ),52018,(+/- 5098 ),46421,(+/- 4240 ),60426,(+/- 3785 ),58501,(+/- 4342 ),45979,(+/- 4639 ),53552,(+/- 4782 ),59233,(+/- 5750 ),47294,(+/- 3874 ),50070,(+/- 3865 ),54359,(+/- 4079 ),56839,(+/- 4985 ),48464,(+/- 3834 ),52647,(+/- 4489 ),43066,(+/- 3204 ),49240,(+/- 4092 ),36235,(+/- 3607 ),38237,(+/- 3669 ),46342,(+/- 4462 ),35218,(+/- 3883 ),36842,(+/- 2702 ),27992,(+/- 3103 ),39102,(+/- 3757 ),28154,(+/- 3661 ),35956,(+/- 4253 ),26999,(+/- 2914 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,121448,(+/- 1399 ),134939,(+/- 3085 ),114909,(+/- 2919 ),122128,(+/- 3366 ),86651,(+/- 3502 ),188134,(+/- 3279 ),101996,(+/- 3106 ),182368,(+/- 1752 ),126674,(+/- 5082 ),87366,(+/- 4006 ),274882,(+/- 3715 ),183241,(+/- 4070 ),156974,(+/- 3719 ),96432,(+/- 3482 ),121035,(+/- 5427 ),205404,(+/- 3856 ),233114,(+/- 5607 ),187424,(+/- 4232 ),235175,(+/- 4943 ),101476,(+/- 4991 ),188045,(+/- 5922 ),150839,(+/- 5699 ),129316,(+/- 4537 ),99756,(+/- 4598 ),144224,(+/- 6180 ),113055,(+/- 5587 ),133741,(+/- 5675 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,45839,(+/- 2374 ),53073,(+/- 2787 ),41958,(+/- 2739 ),40344,(+/- 3059 ),35142,(+/- 2549 ),65710,(+/- 3598 ),33312,(+/- 2182 ),57570,(+/- 3627 ),42719,(+/- 3141 ),30559,(+/- 2676 ),87515,(+/- 5085 ),63798,(+/- 3681 ),52288,(+/- 2793 ),34608,(+/- 2757 ),46429,(+/- 3691 ),61781,(+/- 3541 ),73554,(+/- 4450 ),56029,(+/- 3509 ),63231,(+/- 3500 ),36929,(+/- 3267 ),58182,(+/- 3488 ),50079,(+/- 4113 ),39730,(+/- 2898 ),33265,(+/- 3113 ),46693,(+/- 4242 ),36886,(+/- 3395 ),42655,(+/- 3574 )
People,Residence 1 Year Ago,Population 1 year and over,752872,(+/- 2309 ),712754,(+/- 9145 ),726293,(+/- 6917 ),768411,(+/- 11758 ),719069,(+/- 12625 ),756678,(+/- 9372 ),755919,(+/- 13234 ),737617,(+/- 3551 ),824140,(+/- 15193 ),779819,(+/- 16052 ),753487,(+/- 11103 ),753750,(+/- 8302 ),721799,(+/- 7611 ),760618,(+/- 11810 ),754443,(+/- 18622 ),797041,(+/- 11805 ),763904,(+/- 11626 ),749251,(+/- 9941 ),792594,(+/- 10552 ),782759,(+/- 16015 ),752266,(+/- 13121 ),730405,(+/- 9947 ),741841,(+/- 8513 ),741081,(+/- 18548 ),754685,(+/- 13912 ),779137,(+/- 17597 ),738942,(+/- 14945 )
People,Residence 1 Year Ago,Same house,622003,(+/- 10977 ),587719,(+/- 11516 ),594120,(+/- 13859 ),638764,(+/- 14167 ),557761,(+/- 14160 ),652122,(+/- 11108 ),626150,(+/- 14042 ),634035,(+/- 8619 ),693875,(+/- 15454 ),630875,(+/- 16944 ),647794,(+/- 13187 ),643795,(+/- 11377 ),599543,(+/- 11520 ),613481,(+/- 12979 ),638337,(+/- 19514 ),670620,(+/- 13237 ),658217,(+/- 13306 ),627408,(+/- 13715 ),677812,(+/- 14083 ),671848,(+/- 17033 ),637132,(+/- 14789 ),603441,(+/- 13224 ),626604,(+/- 12107 ),647301,(+/- 18550 ),651590,(+/- 15843 ),684853,(+/- 17866 ),639292,(+/- 15078 )
People,Residence 1 Year Ago,Different house in the U.S.,126422,(+/- 9923 ),122362,(+/- 9524 ),127363,(+/- 11378 ),120722,(+/- 9134 ),156884,(+/- 9282 ),101465,(+/- 9097 ),124124,(+/- 10745 ),98747,(+/- 7899 ),116028,(+/- 12682 ),138178,(+/- 10573 ),102917,(+/- 8244 ),106960,(+/- 7830 ),118530,(+/- 8304 ),137231,(+/- 8395 ),110569,(+/- 9709 ),120242,(+/- 9862 ),99464,(+/- 8515 ),116149,(+/- 10115 ),107675,(+/- 9015 ),93970,(+/- 9088 ),106964,(+/- 8059 ),118591,(+/- 8902 ),102703,(+/- 9008 ),80949,(+/- 8628 ),78017,(+/- 10468 ),77239,(+/- 8640 ),81780,(+/- 6977 )
People,Residence 1 Year Ago,Same county,61596,(+/- 7686 ),58309,(+/- 6482 ),66676,(+/- 8434 ),63106,(+/- 6740 ),104256,(+/- 8474 ),56141,(+/- 6887 ),57387,(+/- 8315 ),56947,(+/- 6210 ),62165,(+/- 10039 ),94020,(+/- 9547 ),47126,(+/- 6340 ),58074,(+/- 6852 ),75234,(+/- 6457 ),86236,(+/- 7554 ),65808,(+/- 8710 ),65292,(+/- 8604 ),50003,(+/- 5936 ),63208,(+/- 6728 ),52674,(+/- 6119 ),69888,(+/- 8032 ),69873,(+/- 7026 ),76385,(+/- 8050 ),66413,(+/- 7847 ),63441,(+/- 8043 ),58278,(+/- 9369 ),59873,(+/- 7811 ),64726,(+/- 6564 )
People,Residence 1 Year Ago,Different county,64826,(+/- 6512 ),64053,(+/- 5916 ),60687,(+/- 7526 ),57616,(+/- 6727 ),52628,(+/- 5335 ),45324,(+/- 5591 ),66737,(+/- 6267 ),41800,(+/- 4585 ),53863,(+/- 7680 ),44158,(+/- 6026 ),55791,(+/- 6252 ),48886,(+/- 4437 ),43296,(+/- 4745 ),50995,(+/- 5880 ),44761,(+/- 5848 ),54950,(+/- 5666 ),49461,(+/- 5491 ),52941,(+/- 6591 ),55001,(+/- 5875 ),24082,(+/- 3859 ),37091,(+/- 4520 ),42206,(+/- 5139 ),36290,(+/- 5941 ),17508,(+/- 3498 ),19739,(+/- 3930 ),17366,(+/- 2771 ),17054,(+/- 2538 )
People,Residence 1 Year Ago,Same state,24118,(+/- 4335 ),41764,(+/- 4498 ),36618,(+/- 4681 ),24934,(+/- 4176 ),34162,(+/- 3759 ),23733,(+/- 4660 ),44494,(+/- 4745 ),14293,(+/- 2316 ),24489,(+/- 4467 ),24904,(+/- 4353 ),26975,(+/- 4097 ),25331,(+/- 3235 ),18784,(+/- 3361 ),26360,(+/- 4144 ),25029,(+/- 4240 ),25406,(+/- 4228 ),21542,(+/- 3468 ),27250,(+/- 5025 ),18714,(+/- 3308 ),15198,(+/- 3082 ),15568,(+/- 3080 ),20259,(+/- 3888 ),20536,(+/- 4701 ),9635,(+/- 2713 ),8893,(+/- 2601 ),7294,(+/- 1600 ),7809,(+/- 1785 )
People,Residence 1 Year Ago,Different state,40708,(+/- 5138 ),22289,(+/- 3954 ),24069,(+/- 5672 ),32682,(+/- 4926 ),18466,(+/- 3361 ),21591,(+/- 3385 ),22243,(+/- 3848 ),27507,(+/- 4110 ),29374,(+/- 5703 ),19254,(+/- 4110 ),28816,(+/- 4866 ),23555,(+/- 3584 ),24512,(+/- 3869 ),24635,(+/- 4663 ),19732,(+/- 3658 ),29544,(+/- 4389 ),27919,(+/- 3964 ),25691,(+/- 4995 ),36287,(+/- 4508 ),8884,(+/- 2514 ),21523,(+/- 3180 ),21947,(+/- 3900 ),15754,(+/- 3156 ),7873,(+/- 1879 ),10846,(+/- 2663 ),10072,(+/- 2203 ),9245,(+/- 1815 )
People,Residence 1 Year Ago,Abroad,4447,(+/- 1687 ),2673,(+/- 847 ),4810,(+/- 2338 ),8925,(+/- 3871 ),4424,(+/- 1962 ),3091,(+/- 1650 ),5645,(+/- 1683 ),4835,(+/- 1783 ),14237,(+/- 3581 ),10766,(+/- 3101 ),2776,(+/- 1194 ),2995,(+/- 825 ),3726,(+/- 1330 ),9906,(+/- 3269 ),5537,(+/- 1548 ),6179,(+/- 1597 ),6223,(+/- 2007 ),5694,(+/- 1776 ),7107,(+/- 2219 ),16941,(+/- 5272 ),8170,(+/- 2704 ),8373,(+/- 2520 ),12534,(+/- 2528 ),12831,(+/- 2655 ),25078,(+/- 5359 ),17045,(+/- 4136 ),17870,(+/- 3565 )
Workers,Employment Status,Population 16 years and over,617861,(+/- 2101 ),596248,(+/- 7890 ),597425,(+/- 5484 ),634695,(+/- 9597 ),576184,(+/- 10631 ),645052,(+/- 8042 ),627290,(+/- 10608 ),627617,(+/- 3930 ),653613,(+/- 12044 ),627786,(+/- 12483 ),654927,(+/- 7974 ),635539,(+/- 7248 ),618472,(+/- 6912 ),621012,(+/- 9177 ),607994,(+/- 14615 ),667850,(+/- 9350 ),648974,(+/- 10251 ),628942,(+/- 7903 ),675565,(+/- 8613 ),623305,(+/- 13363 ),630740,(+/- 11110 ),618906,(+/- 8837 ),616643,(+/- 8524 ),604264,(+/- 14785 ),632112,(+/- 12686 ),632938,(+/- 13783 ),628222,(+/- 11527 )
Workers,Employment Status,In labor force,371205,(+/- 7159 ),310070,(+/- 8281 ),331000,(+/- 7643 ),416522,(+/- 9915 ),342732,(+/- 9774 ),331627,(+/- 8113 ),401102,(+/- 9654 ),323236,(+/- 9323 ),388591,(+/- 12005 ),430976,(+/- 10224 ),263711,(+/- 7130 ),336033,(+/- 7759 ),362247,(+/- 7649 ),414813,(+/- 8669 ),372415,(+/- 9557 ),367260,(+/- 8660 ),298323,(+/- 8710 ),351920,(+/- 7680 ),349491,(+/- 7926 ),398789,(+/- 11219 ),369928,(+/- 9255 ),394065,(+/- 9315 ),399103,(+/- 9485 ),371214,(+/- 12239 ),374056,(+/- 11118 ),397384,(+/- 10033 ),400197,(+/- 10781 )
Workers,Employment Status,Civilian labor force,345202,(+/- 7553 ),306557,(+/- 8451 ),328182,(+/- 7716 ),402500,(+/- 9851 ),340286,(+/- 9736 ),331424,(+/- 8122 ),400088,(+/- 9807 ),322056,(+/- 9301 ),388477,(+/- 12028 ),430545,(+/- 10272 ),263711,(+/- 7130 ),335047,(+/- 7834 ),361367,(+/- 7526 ),412977,(+/- 8687 ),371334,(+/- 9592 ),366448,(+/- 8638 ),297764,(+/- 8634 ),351177,(+/- 7858 ),349426,(+/- 7940 ),398508,(+/- 11208 ),369819,(+/- 9254 ),393798,(+/- 9250 ),398595,(+/- 9415 ),371099,(+/- 12225 ),373940,(+/- 11086 ),395548,(+/- 10145 ),399513,(+/- 10728 )
Workers,Employment Status,Employed,324645,(+/- 8124 ),286462,(+/- 8102 ),309131,(+/- 7663 ),386708,(+/- 9532 ),312376,(+/- 8961 ),311432,(+/- 8491 ),380234,(+/- 9827 ),302423,(+/- 8808 ),363687,(+/- 10912 ),402107,(+/- 9911 ),245881,(+/- 7364 ),312959,(+/- 8060 ),339471,(+/- 7838 ),387351,(+/- 8651 ),352126,(+/- 9655 ),346227,(+/- 8157 ),275539,(+/- 8306 ),335679,(+/- 8308 ),329690,(+/- 7604 ),370170,(+/- 10818 ),345838,(+/- 8999 ),370093,(+/- 8765 ),378041,(+/- 9148 ),339390,(+/- 11192 ),355888,(+/- 11081 ),374225,(+/- 10089 ),381715,(+/- 10569 )
Workers,Employment Status,Unemployed,20557,(+/- 2809 ),20095,(+/- 2555 ),19051,(+/- 2519 ),15792,(+/- 2660 ),27910,(+/- 3666 ),19992,(+/- 2708 ),19854,(+/- 2458 ),19633,(+/- 3144 ),24790,(+/- 3192 ),28438,(+/- 3819 ),17830,(+/- 2544 ),22088,(+/- 2097 ),21896,(+/- 3206 ),25626,(+/- 2687 ),19208,(+/- 2256 ),20221,(+/- 2770 ),22225,(+/- 2892 ),15498,(+/- 2637 ),19736,(+/- 2968 ),28338,(+/- 3024 ),23981,(+/- 2531 ),23705,(+/- 3055 ),20554,(+/- 3062 ),31709,(+/- 3329 ),18052,(+/- 2598 ),21323,(+/- 2990 ),17798,(+/- 2490 )
Workers,Employment Status,Armed Forces,26003,(+/- 3000 ),3513,(+/- 978 ),2818,(+/- 1108 ),14022,(+/- 2233 ),2446,(+/- 991 ),203,(+/- 195 ),1014,(+/- 949 ),1180,(+/- 522 ),114,(+/- 187 ),431,(+/- 393 ),0,(+/- 221 ),986,(+/- 508 ),880,(+/- 507 ),1836,(+/- 606 ),1081,(+/- 522 ),812,(+/- 389 ),559,(+/- 705 ),743,(+/- 699 ),65,(+/- 98 ),281,(+/- 187 ),109,(+/- 131 ),267,(+/- 278 ),508,(+/- 330 ),115,(+/- 110 ),116,(+/- 141 ),1836,(+/- 754 ),684,(+/- 480 )
Workers,Employment Status,Not in labor force,246656,(+/- 7090 ),286178,(+/- 7896 ),266425,(+/- 7529 ),218173,(+/- 7058 ),233452,(+/- 7480 ),313425,(+/- 8034 ),226188,(+/- 7985 ),304381,(+/- 9083 ),265022,(+/- 10343 ),196810,(+/- 7888 ),391216,(+/- 7149 ),299506,(+/- 7373 ),256225,(+/- 6729 ),206199,(+/- 7253 ),235579,(+/- 8925 ),300590,(+/- 6913 ),350651,(+/- 7174 ),277022,(+/- 6803 ),326074,(+/- 8258 ),224516,(+/- 8802 ),260812,(+/- 8680 ),224841,(+/- 8442 ),217540,(+/- 7395 ),233050,(+/- 7897 ),258056,(+/- 9307 ),235554,(+/- 10060 ),228025,(+/- 7953 )
Workers,Employment Status,Civilian labor force,345202,(+/- 7553 ),306557,(+/- 8451 ),328182,(+/- 7716 ),402500,(+/- 9851 ),340286,(+/- 9736 ),331424,(+/- 8122 ),400088,(+/- 9807 ),322056,(+/- 9301 ),388477,(+/- 12028 ),430545,(+/- 10272 ),263711,(+/- 7130 ),335047,(+/- 7834 ),361367,(+/- 7526 ),412977,(+/- 8687 ),371334,(+/- 9592 ),366448,(+/- 8638 ),297764,(+/- 8634 ),351177,(+/- 7858 ),349426,(+/- 7940 ),398508,(+/- 11208 ),369819,(+/- 9254 ),393798,(+/- 9250 ),398595,(+/- 9415 ),371099,(+/- 12225 ),373940,(+/- 11086 ),395548,(+/- 10145 ),399513,(+/- 10728 )
Workers,Employment Status,Unemployment Rate,6.0,(+/- 0.8 ),6.6,(+/- 0.8 ),5.8,(+/- 0.8 ),3.9,(+/- 0.6 ),8.2,(+/- 1.0 ),6.0,(+/- 0.8 ),5.0,(+/- 0.6 ),6.1,(+/- 0.9 ),6.4,(+/- 0.8 ),6.6,(+/- 0.9 ),6.8,(+/- 1.0 ),6.6,(+/- 0.6 ),6.1,(+/- 0.9 ),6.2,(+/- 0.6 ),5.2,(+/- 0.6 ),5.5,(+/- 0.7 ),7.5,(+/- 0.9 ),4.4,(+/- 0.8 ),5.6,(+/- 0.8 ),7.1,(+/- 0.7 ),6.5,(+/- 0.7 ),6.0,(+/- 0.7 ),5.2,(+/- 0.7 ),8.5,(+/- 0.8 ),4.8,(+/- 0.7 ),5.4,(+/- 0.7 ),4.5,(+/- 0.6 )
Workers,Commuting to Work,Workers 16 years and over,343546,(+/- 7717 ),283326,(+/- 7811 ),308702,(+/- 7556 ),395717,(+/- 9822 ),309770,(+/- 9151 ),307044,(+/- 8694 ),375327,(+/- 9625 ),297052,(+/- 8858 ),358756,(+/- 11014 ),395311,(+/- 9506 ),240271,(+/- 7406 ),308489,(+/- 8020 ),336387,(+/- 7949 ),383854,(+/- 8725 ),347433,(+/- 9364 ),341855,(+/- 8304 ),270703,(+/- 8449 ),330059,(+/- 8122 ),323523,(+/- 7383 ),364117,(+/- 10600 ),340504,(+/- 8927 ),364315,(+/- 8881 ),368783,(+/- 9073 ),332707,(+/- 11174 ),350941,(+/- 11161 ),368870,(+/- 9824 ),375057,(+/- 10753 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",269358,(+/- 7114 ),228891,(+/- 7859 ),245390,(+/- 6734 ),320853,(+/- 9494 ),247971,(+/- 9268 ),250059,(+/- 8283 ),302991,(+/- 8577 ),244875,(+/- 8565 ),293169,(+/- 9709 ),312626,(+/- 10201 ),194606,(+/- 7078 ),245253,(+/- 7995 ),259472,(+/- 7314 ),294348,(+/- 8490 ),286395,(+/- 9547 ),276896,(+/- 7557 ),220628,(+/- 8495 ),260252,(+/- 7833 ),256324,(+/- 7834 ),279531,(+/- 10279 ),267434,(+/- 7439 ),284127,(+/- 8659 ),301609,(+/- 9680 ),250818,(+/- 9361 ),263080,(+/- 9849 ),289174,(+/- 10090 ),274988,(+/- 10038 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",36520,(+/- 4956 ),29072,(+/- 3984 ),26104,(+/- 3130 ),28363,(+/- 4506 ),31287,(+/- 3646 ),23784,(+/- 3445 ),28146,(+/- 3756 ),22395,(+/- 2797 ),37587,(+/- 4584 ),37712,(+/- 4573 ),21920,(+/- 3201 ),23358,(+/- 2802 ),27239,(+/- 2677 ),37828,(+/- 3496 ),32051,(+/- 3289 ),28521,(+/- 3453 ),25620,(+/- 3739 ),32366,(+/- 4092 ),28006,(+/- 3966 ),43913,(+/- 5526 ),33558,(+/- 4047 ),33770,(+/- 4191 ),27569,(+/- 3499 ),29748,(+/- 4028 ),40636,(+/- 5322 ),37078,(+/- 3747 ),31290,(+/- 3956 )
Workers,Commuting to Work,Public transportation (excluding taxicab),1928,(+/- 979 ),1379,(+/- 778 ),5970,(+/- 1995 ),2561,(+/- 1144 ),10149,(+/- 2016 ),3249,(+/- 1084 ),5574,(+/- 1837 ),1538,(+/- 794 ),2874,(+/- 923 ),13333,(+/- 2757 ),1404,(+/- 982 ),1203,(+/- 718 ),6840,(+/- 1923 ),8484,(+/- 1797 ),2164,(+/- 854 ),2797,(+/- 788 ),1860,(+/- 993 ),1234,(+/- 562 ),1244,(+/- 656 ),17528,(+/- 3186 ),6394,(+/- 1475 ),7388,(+/- 1894 ),5372,(+/- 1258 ),30906,(+/- 4254 ),8457,(+/- 2243 ),11917,(+/- 2792 ),23367,(+/- 2712 )
Workers,Commuting to Work,Walked,6059,(+/- 1788 ),4204,(+/- 1317 ),5547,(+/- 1468 ),9045,(+/- 2703 ),4970,(+/- 1349 ),4125,(+/- 1220 ),5067,(+/- 1438 ),3244,(+/- 987 ),1778,(+/- 966 ),4682,(+/- 1372 ),2697,(+/- 846 ),3249,(+/- 1011 ),6252,(+/- 1452 ),8210,(+/- 1578 ),2678,(+/- 865 ),3619,(+/- 1058 ),3483,(+/- 1027 ),3628,(+/- 1845 ),4506,(+/- 1444 ),5541,(+/- 1685 ),4392,(+/- 1276 ),4657,(+/- 1236 ),6002,(+/- 1471 ),5740,(+/- 1327 ),4675,(+/- 1676 ),4418,(+/- 1639 ),14736,(+/- 2285 )
Workers,Commuting to Work,Other means,5404,(+/- 1144 ),5449,(+/- 1422 ),8296,(+/- 2033 ),8110,(+/- 2048 ),6130,(+/- 1677 ),5288,(+/- 1280 ),6216,(+/- 1435 ),6060,(+/- 1751 ),5571,(+/- 1546 ),8055,(+/- 2270 ),6331,(+/- 1917 ),7285,(+/- 1643 ),11233,(+/- 2294 ),7978,(+/- 1658 ),4660,(+/- 1164 ),5666,(+/- 1483 ),4110,(+/- 1353 ),9953,(+/- 2755 ),12325,(+/- 4671 ),5464,(+/- 1528 ),6993,(+/- 1670 ),9074,(+/- 1803 ),7729,(+/- 1678 ),4931,(+/- 1242 ),4492,(+/- 1428 ),11286,(+/- 2545 ),9780,(+/- 1866 )
Workers,Commuting to Work,Worked at home,24277,(+/- 2747 ),14331,(+/- 2427 ),17395,(+/- 3647 ),26785,(+/- 3462 ),9263,(+/- 1747 ),20539,(+/- 2648 ),27333,(+/- 3691 ),18940,(+/- 2671 ),17777,(+/- 3813 ),18903,(+/- 2733 ),13313,(+/- 2362 ),28141,(+/- 2478 ),25351,(+/- 2496 ),27006,(+/- 2412 ),19485,(+/- 2435 ),24356,(+/- 2403 ),15002,(+/- 2472 ),22626,(+/- 3312 ),21118,(+/- 1979 ),12140,(+/- 2706 ),21733,(+/- 2703 ),25299,(+/- 3219 ),20502,(+/- 2654 ),10564,(+/- 2284 ),29601,(+/- 3966 ),14997,(+/- 2166 ),20896,(+/- 2317 )
Workers,Commuting to Work,Mean travel time to work (minutes),24.4,(+/- 0.7 ),24.8,(+/- 0.7 ),27.8,(+/- 0.7 ),25.8,(+/- 0.8 ),24.5,(+/- 0.8 ),26.7,(+/- 0.8 ),27.5,(+/- 0.9 ),24.6,(+/- 0.8 ),30.8,(+/- 0.9 ),28.1,(+/- 0.7 ),27.0,(+/- 0.9 ),29.8,(+/- 0.7 ),23.6,(+/- 0.5 ),26.0,(+/- 0.6 ),26.7,(+/- 0.8 ),26.9,(+/- 0.7 ),25.5,(+/- 1.4 ),26.3,(+/- 0.8 ),25.8,(+/- 0.9 ),27.9,(+/- 0.7 ),25.7,(+/- 0.5 ),26.4,(+/- 0.7 ),29.6,(+/- 0.7 ),32.8,(+/- 0.9 ),28.2,(+/- 0.8 ),35.4,(+/- 0.9 ),30.0,(+/- 0.7 )
Workers,Occupation,Civilian employed population 16 years and over,324645,(+/- 8124 ),286462,(+/- 8102 ),309131,(+/- 7663 ),386708,(+/- 9532 ),312376,(+/- 8961 ),311432,(+/- 8491 ),380234,(+/- 9827 ),302423,(+/- 8808 ),363687,(+/- 10912 ),402107,(+/- 9911 ),245881,(+/- 7364 ),312959,(+/- 8060 ),339471,(+/- 7838 ),387351,(+/- 8651 ),352126,(+/- 9655 ),346227,(+/- 8157 ),275539,(+/- 8306 ),335679,(+/- 8308 ),329690,(+/- 7604 ),370170,(+/- 10818 ),345838,(+/- 8999 ),370093,(+/- 8765 ),378041,(+/- 9148 ),339390,(+/- 11192 ),355888,(+/- 11081 ),374225,(+/- 10089 ),381715,(+/- 10569 )
Workers,Occupation,"Management, business, science, and arts occupations",112311,(+/- 5575 ),97615,(+/- 4477 ),111501,(+/- 6350 ),169183,(+/- 7824 ),99671,(+/- 5349 ),97801,(+/- 5978 ),166073,(+/- 6244 ),112842,(+/- 6048 ),106152,(+/- 5777 ),137054,(+/- 7243 ),70221,(+/- 4251 ),120325,(+/- 5262 ),125413,(+/- 4891 ),152073,(+/- 5576 ),117931,(+/- 6378 ),118786,(+/- 5712 ),73315,(+/- 4811 ),114235,(+/- 5334 ),103695,(+/- 4886 ),97417,(+/- 6266 ),116984,(+/- 5957 ),149716,(+/- 7051 ),159345,(+/- 6740 ),83937,(+/- 5173 ),85822,(+/- 6008 ),110869,(+/- 5774 ),154281,(+/- 6840 )
Workers,Occupation,Service occupations,64755,(+/- 5283 ),57363,(+/- 5057 ),62598,(+/- 4717 ),60363,(+/- 6726 ),65154,(+/- 4639 ),66325,(+/- 5244 ),64050,(+/- 6117 ),62745,(+/- 5288 ),83116,(+/- 7255 ),93853,(+/- 7469 ),55692,(+/- 4257 ),57095,(+/- 4735 ),63363,(+/- 4739 ),75594,(+/- 5634 ),62642,(+/- 5254 ),66941,(+/- 4296 ),58040,(+/- 5323 ),70565,(+/- 5260 ),71118,(+/- 5957 ),91313,(+/- 6370 ),84134,(+/- 6607 ),68485,(+/- 4861 ),63293,(+/- 4783 ),93252,(+/- 6078 ),78930,(+/- 6696 ),81982,(+/- 5178 ),75044,(+/- 5985 )
