Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,69655,(+/- 4548 ),68202,(+/- 4310 ),63041,(+/- 3972 ),59072,(+/- 4027 ),92059,(+/- 5090 ),63694,(+/- 3704 ),72195,(+/- 5138 ),96389,(+/- 5018 ),70416,(+/- 4218 ),62390,(+/- 4850 ),73764,(+/- 3979 ),58110,(+/- 4887 ),103667,(+/- 7318 ),71178,(+/- 4718 ),117242,(+/- 5992 ),86363,(+/- 5447 ),67854,(+/- 4070 ),83695,(+/- 4917 ),97107,(+/- 5346 ),81656,(+/- 4040 ),107558,(+/- 3971 ),102350,(+/- 4544 ),99311,(+/- 3983 ),90918,(+/- 4028 ),100942,(+/- 4240 ),98962,(+/- 4914 ),80223,(+/- 4584 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,151819,(+/- 5058 ),155784,(+/- 6198 ),153373,(+/- 6216 ),162768,(+/- 6254 ),178122,(+/- 6880 ),145026,(+/- 7330 ),177188,(+/- 8982 ),159383,(+/- 7987 ),172630,(+/- 8199 ),136223,(+/- 7192 ),161758,(+/- 5515 ),85951,(+/- 6526 ),166814,(+/- 7474 ),142117,(+/- 8601 ),216756,(+/- 8103 ),160310,(+/- 7199 ),183183,(+/- 4202 ),167577,(+/- 3452 ),129864,(+/- 2669 ),142172,(+/- 2261 ),143653,(+/- 2253 ),144755,(+/- 1994 ),142046,(+/- 1905 ),149807,(+/- 1774 ),151881,(+/- 1540 ),144484,(+/- 4144 ),145342,(+/- 4536 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,3247,(+/- 899 ),4494,(+/- 1011 ),2931,(+/- 788 ),3733,(+/- 1073 ),9507,(+/- 2060 ),3212,(+/- 990 ),4266,(+/- 1277 ),5458,(+/- 1092 ),4381,(+/- 1322 ),2075,(+/- 578 ),4339,(+/- 961 ),1334,(+/- 573 ),6593,(+/- 1631 ),4574,(+/- 1396 ),14492,(+/- 2907 ),6071,(+/- 1268 ),4833,(+/- 1154 ),7309,(+/- 1697 ),6697,(+/- 1175 ),5211,(+/- 1032 ),9376,(+/- 1526 ),9080,(+/- 1698 ),8242,(+/- 1153 ),8869,(+/- 1403 ),10293,(+/- 1752 ),5521,(+/- 1171 ),5533,(+/- 1237 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,437359,(+/- 6691 ),456492,(+/- 7781 ),431950,(+/- 9564 ),439362,(+/- 9880 ),510385,(+/- 12273 ),489659,(+/- 12400 ),503400,(+/- 12559 ),503390,(+/- 13218 ),466065,(+/- 12965 ),466619,(+/- 13076 ),457534,(+/- 7158 ),523290,(+/- 14443 ),547153,(+/- 13033 ),446390,(+/- 15076 ),479077,(+/- 13262 ),448178,(+/- 10503 ),441822,(+/- 5343 ),437471,(+/- 5036 ),421819,(+/- 5508 ),459842,(+/- 4509 ),416060,(+/- 3548 ),425706,(+/- 2819 ),428645,(+/- 3423 ),435894,(+/- 2644 ),448369,(+/- 2719 ),444116,(+/- 4097 ),433214,(+/- 5519 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,33074,(+/- 3354 ),34420,(+/- 3248 ),20255,(+/- 2214 ),22251,(+/- 2339 ),47116,(+/- 3683 ),26916,(+/- 2911 ),37394,(+/- 3495 ),46280,(+/- 3381 ),32406,(+/- 2734 ),27866,(+/- 3489 ),31925,(+/- 2553 ),24734,(+/- 2785 ),58513,(+/- 5231 ),31944,(+/- 3357 ),69111,(+/- 3850 ),39896,(+/- 4463 ),29486,(+/- 2422 ),43761,(+/- 3557 ),49380,(+/- 4197 ),44510,(+/- 3545 ),54262,(+/- 3225 ),52990,(+/- 3496 ),50609,(+/- 3453 ),48353,(+/- 3429 ),55722,(+/- 3616 ),54637,(+/- 3805 ),41559,(+/- 3145 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,121554,(+/- 3499 ),98144,(+/- 4333 ),139726,(+/- 5471 ),115828,(+/- 3313 ),98942,(+/- 3368 ),114534,(+/- 3678 ),77734,(+/- 3960 ),104638,(+/- 4219 ),96833,(+/- 3565 ),104090,(+/- 4953 ),111431,(+/- 3140 ),102000,(+/- 5009 ),92426,(+/- 3884 ),91357,(+/- 4340 ),69661,(+/- 3098 ),119601,(+/- 4591 ),111157,(+/- 3403 ),102408,(+/- 2593 ),129856,(+/- 2124 ),110169,(+/- 2299 ),118753,(+/- 1904 ),120504,(+/- 2058 ),118794,(+/- 1579 ),111871,(+/- 1481 ),113550,(+/- 1384 ),115029,(+/- 3655 ),124959,(+/- 3917 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,33334,(+/- 2659 ),29288,(+/- 2398 ),39855,(+/- 2797 ),33088,(+/- 2527 ),35436,(+/- 2504 ),33566,(+/- 2457 ),30535,(+/- 2574 ),44651,(+/- 3069 ),33629,(+/- 2362 ),32449,(+/- 3029 ),37500,(+/- 2990 ),32042,(+/- 3874 ),38561,(+/- 3403 ),34660,(+/- 2324 ),33639,(+/- 2486 ),40396,(+/- 3392 ),33535,(+/- 2609 ),32625,(+/- 2457 ),41030,(+/- 2752 ),31935,(+/- 2302 ),43920,(+/- 2466 ),40280,(+/- 2193 ),40460,(+/- 1799 ),33696,(+/- 2062 ),34927,(+/- 2172 ),38804,(+/- 2764 ),33131,(+/- 2632 )
People,Residence 1 Year Ago,Population 1 year and over,712856,(+/- 5231 ),706779,(+/- 8285 ),726189,(+/- 11790 ),715961,(+/- 12973 ),785969,(+/- 15467 ),744688,(+/- 16646 ),751725,(+/- 17837 ),762810,(+/- 19439 ),729197,(+/- 19116 ),699280,(+/- 18172 ),727353,(+/- 11439 ),707733,(+/- 19095 ),802344,(+/- 17031 ),684818,(+/- 20344 ),758281,(+/- 19120 ),727179,(+/- 13384 ),735225,(+/- 5841 ),714678,(+/- 6844 ),693206,(+/- 6283 ),715197,(+/- 5545 ),705284,(+/- 3731 ),696241,(+/- 3722 ),696684,(+/- 3714 ),701835,(+/- 2919 ),712492,(+/- 2854 ),698909,(+/- 4513 ),713530,(+/- 6237 )
People,Residence 1 Year Ago,Same house,670222,(+/- 7370 ),663586,(+/- 10487 ),677855,(+/- 12548 ),670511,(+/- 13415 ),732627,(+/- 16247 ),681553,(+/- 17509 ),669770,(+/- 18460 ),690431,(+/- 17983 ),670087,(+/- 18424 ),604028,(+/- 18205 ),672848,(+/- 11571 ),584971,(+/- 19254 ),720302,(+/- 17919 ),624690,(+/- 19747 ),699181,(+/- 17768 ),656538,(+/- 14945 ),655766,(+/- 10209 ),638345,(+/- 9082 ),619273,(+/- 7266 ),604968,(+/- 9061 ),608702,(+/- 6082 ),609985,(+/- 7176 ),595419,(+/- 6252 ),601621,(+/- 7397 ),595305,(+/- 7041 ),608057,(+/- 8166 ),638523,(+/- 8817 )
People,Residence 1 Year Ago,Different house in the U.S.,39307,(+/- 4242 ),40783,(+/- 6076 ),41887,(+/- 4987 ),43245,(+/- 4715 ),45042,(+/- 5174 ),53077,(+/- 6631 ),74037,(+/- 7775 ),67410,(+/- 6934 ),53758,(+/- 5174 ),82665,(+/- 7895 ),50227,(+/- 6118 ),110687,(+/- 7651 ),69791,(+/- 7037 ),51678,(+/- 6522 ),49973,(+/- 6049 ),63375,(+/- 7974 ),73337,(+/- 8789 ),73042,(+/- 6543 ),71101,(+/- 6693 ),102627,(+/- 6360 ),93719,(+/- 4909 ),82727,(+/- 5749 ),96679,(+/- 6159 ),94329,(+/- 6602 ),110633,(+/- 6721 ),86164,(+/- 7448 ),73910,(+/- 5572 )
People,Residence 1 Year Ago,Same county,26904,(+/- 3739 ),26109,(+/- 5140 ),22190,(+/- 3090 ),21768,(+/- 3492 ),26079,(+/- 4627 ),36012,(+/- 5156 ),42775,(+/- 5772 ),43940,(+/- 5475 ),36984,(+/- 4247 ),53740,(+/- 6289 ),33425,(+/- 5265 ),53745,(+/- 6419 ),42309,(+/- 5277 ),36167,(+/- 6065 ),35452,(+/- 5557 ),37849,(+/- 7089 ),46842,(+/- 7415 ),37049,(+/- 4177 ),37822,(+/- 4679 ),52333,(+/- 5088 ),49880,(+/- 3935 ),51689,(+/- 4983 ),56353,(+/- 5138 ),60434,(+/- 5673 ),77799,(+/- 6044 ),63672,(+/- 6274 ),46548,(+/- 4173 )
People,Residence 1 Year Ago,Different county,12403,(+/- 1892 ),14674,(+/- 2974 ),19697,(+/- 3692 ),21477,(+/- 3886 ),18963,(+/- 2895 ),17065,(+/- 3149 ),31262,(+/- 4532 ),23470,(+/- 3889 ),16774,(+/- 2811 ),28925,(+/- 4986 ),16802,(+/- 2858 ),56942,(+/- 5755 ),27482,(+/- 3768 ),15511,(+/- 2015 ),14521,(+/- 2456 ),25526,(+/- 3239 ),26495,(+/- 4121 ),35993,(+/- 4811 ),33279,(+/- 4212 ),50294,(+/- 4780 ),43839,(+/- 3524 ),31038,(+/- 3302 ),40326,(+/- 3749 ),33895,(+/- 3668 ),32834,(+/- 4059 ),22492,(+/- 3428 ),27362,(+/- 3867 )
People,Residence 1 Year Ago,Same state,7296,(+/- 1104 ),10699,(+/- 2597 ),16205,(+/- 3586 ),16840,(+/- 3873 ),14103,(+/- 2563 ),12300,(+/- 2405 ),20417,(+/- 3884 ),15072,(+/- 2886 ),11747,(+/- 2354 ),10360,(+/- 2098 ),12232,(+/- 2930 ),21703,(+/- 2926 ),14771,(+/- 2583 ),11837,(+/- 1702 ),10439,(+/- 2111 ),17834,(+/- 2765 ),16329,(+/- 3008 ),28926,(+/- 4827 ),22665,(+/- 2795 ),33200,(+/- 3757 ),28741,(+/- 2498 ),23494,(+/- 3048 ),25299,(+/- 2743 ),21153,(+/- 2719 ),20307,(+/- 3289 ),13192,(+/- 2726 ),21457,(+/- 3145 )
People,Residence 1 Year Ago,Different state,5107,(+/- 1405 ),3975,(+/- 1761 ),3492,(+/- 1127 ),4637,(+/- 1867 ),4860,(+/- 1185 ),4765,(+/- 1492 ),10845,(+/- 2251 ),8398,(+/- 2031 ),5027,(+/- 1343 ),18565,(+/- 4177 ),4570,(+/- 1182 ),35239,(+/- 4611 ),12711,(+/- 2297 ),3674,(+/- 1120 ),4082,(+/- 1237 ),7692,(+/- 1918 ),10166,(+/- 2226 ),7067,(+/- 1776 ),10614,(+/- 3033 ),17094,(+/- 3450 ),15098,(+/- 2503 ),7544,(+/- 1688 ),15027,(+/- 2523 ),12742,(+/- 2069 ),12527,(+/- 2209 ),9300,(+/- 2177 ),5905,(+/- 1717 )
People,Residence 1 Year Ago,Abroad,3327,(+/- 1644 ),2410,(+/- 1411 ),6447,(+/- 1975 ),2205,(+/- 898 ),8300,(+/- 2446 ),10058,(+/- 2236 ),7918,(+/- 2079 ),4969,(+/- 1432 ),5352,(+/- 1363 ),12587,(+/- 2899 ),4278,(+/- 1161 ),12075,(+/- 2729 ),12251,(+/- 3031 ),8450,(+/- 2190 ),9127,(+/- 2213 ),7266,(+/- 1344 ),6122,(+/- 1849 ),3291,(+/- 1083 ),2832,(+/- 944 ),7602,(+/- 2046 ),2863,(+/- 907 ),3529,(+/- 2116 ),4586,(+/- 1347 ),5885,(+/- 1883 ),6554,(+/- 2350 ),4688,(+/- 1222 ),1097,(+/- 486 )
Workers,Employment Status,Population 16 years and over,588043,(+/- 6912 ),574310,(+/- 8577 ),598254,(+/- 10471 ),581014,(+/- 9773 ),635841,(+/- 13078 ),625707,(+/- 13434 ),603919,(+/- 13089 ),631375,(+/- 15424 ),585168,(+/- 14204 ),584176,(+/- 13476 ),590783,(+/- 8632 ),636945,(+/- 16186 ),663614,(+/- 14091 ),561100,(+/- 15599 ),575296,(+/- 14711 ),593404,(+/- 10875 ),583113,(+/- 5751 ),576973,(+/- 5580 ),584739,(+/- 5566 ),597083,(+/- 4456 ),584844,(+/- 3241 ),576754,(+/- 3146 ),577533,(+/- 2938 ),575787,(+/- 2559 ),586975,(+/- 2529 ),581505,(+/- 4676 ),594168,(+/- 5903 )
Workers,Employment Status,In labor force,370832,(+/- 7636 ),390744,(+/- 7660 ),369332,(+/- 7884 ),374456,(+/- 9645 ),416316,(+/- 10019 ),391821,(+/- 11016 ),390324,(+/- 9603 ),388961,(+/- 10975 ),374029,(+/- 10955 ),395918,(+/- 11130 ),352223,(+/- 8423 ),457101,(+/- 12751 ),423065,(+/- 11589 ),359113,(+/- 12939 ),336865,(+/- 10955 ),374624,(+/- 10105 ),377503,(+/- 6249 ),368867,(+/- 7001 ),350529,(+/- 6694 ),390121,(+/- 6877 ),344461,(+/- 5241 ),337807,(+/- 5359 ),331575,(+/- 4954 ),360204,(+/- 5000 ),374256,(+/- 5901 ),347790,(+/- 5230 ),376787,(+/- 5662 )
Workers,Employment Status,Civilian labor force,370386,(+/- 7628 ),390427,(+/- 7720 ),369244,(+/- 7884 ),374272,(+/- 9688 ),415523,(+/- 9988 ),391501,(+/- 10958 ),390265,(+/- 9604 ),388752,(+/- 10918 ),373840,(+/- 10965 ),395918,(+/- 11130 ),351870,(+/- 8380 ),457026,(+/- 12757 ),422990,(+/- 11573 ),359113,(+/- 12939 ),336716,(+/- 10958 ),374624,(+/- 10105 ),377480,(+/- 6248 ),365395,(+/- 7045 ),350115,(+/- 6732 ),387206,(+/- 6833 ),333981,(+/- 5242 ),337235,(+/- 5323 ),331468,(+/- 4979 ),360114,(+/- 4996 ),374178,(+/- 5920 ),347128,(+/- 5238 ),376666,(+/- 5675 )
Workers,Employment Status,Employed,352015,(+/- 7785 ),370978,(+/- 7241 ),355674,(+/- 7824 ),358206,(+/- 9300 ),381407,(+/- 9585 ),370630,(+/- 9553 ),365936,(+/- 9330 ),355320,(+/- 10464 ),348472,(+/- 10743 ),375870,(+/- 10508 ),332063,(+/- 8690 ),438169,(+/- 12014 ),386294,(+/- 12069 ),339766,(+/- 12578 ),299197,(+/- 10306 ),346935,(+/- 9907 ),356472,(+/- 6112 ),347640,(+/- 7222 ),328970,(+/- 6865 ),367229,(+/- 7089 ),313911,(+/- 5361 ),317693,(+/- 5332 ),311737,(+/- 5217 ),339175,(+/- 4983 ),352177,(+/- 6157 ),328576,(+/- 5406 ),362956,(+/- 5775 )
Workers,Employment Status,Unemployed,18371,(+/- 2485 ),19449,(+/- 2781 ),13570,(+/- 1772 ),16066,(+/- 2162 ),34116,(+/- 3602 ),20871,(+/- 2994 ),24329,(+/- 2958 ),33432,(+/- 3247 ),25368,(+/- 2306 ),20048,(+/- 2495 ),19807,(+/- 2306 ),18857,(+/- 2990 ),36696,(+/- 5198 ),19347,(+/- 2458 ),37519,(+/- 3863 ),27689,(+/- 3089 ),21008,(+/- 2434 ),17755,(+/- 2413 ),21145,(+/- 2606 ),19977,(+/- 2338 ),20070,(+/- 2258 ),19542,(+/- 1969 ),19731,(+/- 2078 ),20939,(+/- 2360 ),22001,(+/- 2489 ),18552,(+/- 2241 ),13710,(+/- 1958 )
Workers,Employment Status,Armed Forces,446,(+/- 302 ),317,(+/- 293 ),88,(+/- 108 ),184,(+/- 248 ),793,(+/- 527 ),320,(+/- 263 ),59,(+/- 98 ),209,(+/- 272 ),189,(+/- 224 ),0,(+/- 192 ),353,(+/- 253 ),75,(+/- 91 ),75,(+/- 123 ),0,(+/- 192 ),149,(+/- 143 ),0,(+/- 192 ),23,(+/- 39 ),3472,(+/- 992 ),414,(+/- 278 ),2915,(+/- 1520 ),10480,(+/- 1221 ),572,(+/- 242 ),107,(+/- 78 ),90,(+/- 102 ),78,(+/- 127 ),662,(+/- 425 ),121,(+/- 121 )
Workers,Employment Status,Not in labor force,217211,(+/- 6890 ),183566,(+/- 6384 ),228922,(+/- 7665 ),206558,(+/- 6103 ),219525,(+/- 6684 ),233886,(+/- 7419 ),213595,(+/- 8105 ),242414,(+/- 8455 ),211139,(+/- 7362 ),188258,(+/- 8700 ),238560,(+/- 7573 ),179844,(+/- 9203 ),240549,(+/- 9377 ),201987,(+/- 8456 ),238431,(+/- 9209 ),218780,(+/- 7444 ),205610,(+/- 5726 ),208106,(+/- 5687 ),234210,(+/- 5764 ),206962,(+/- 5031 ),240383,(+/- 5335 ),238947,(+/- 5244 ),245958,(+/- 4787 ),215583,(+/- 4658 ),212719,(+/- 5628 ),233715,(+/- 6571 ),217381,(+/- 5227 )
Workers,Employment Status,Civilian labor force,370386,(+/- 7628 ),390427,(+/- 7720 ),369244,(+/- 7884 ),374272,(+/- 9688 ),415523,(+/- 9988 ),391501,(+/- 10958 ),390265,(+/- 9604 ),388752,(+/- 10918 ),373840,(+/- 10965 ),395918,(+/- 11130 ),351870,(+/- 8380 ),457026,(+/- 12757 ),422990,(+/- 11573 ),359113,(+/- 12939 ),336716,(+/- 10958 ),374624,(+/- 10105 ),377480,(+/- 6248 ),365395,(+/- 7045 ),350115,(+/- 6732 ),387206,(+/- 6833 ),333981,(+/- 5242 ),337235,(+/- 5323 ),331468,(+/- 4979 ),360114,(+/- 4996 ),374178,(+/- 5920 ),347128,(+/- 5238 ),376666,(+/- 5675 )
Workers,Employment Status,Unemployment Rate,5.0,(+/- 0.7 ),5.0,(+/- 0.7 ),3.7,(+/- 0.5 ),4.3,(+/- 0.6 ),8.2,(+/- 0.8 ),5.3,(+/- 0.7 ),6.2,(+/- 0.7 ),8.6,(+/- 0.8 ),6.8,(+/- 0.6 ),5.1,(+/- 0.6 ),5.6,(+/- 0.7 ),4.1,(+/- 0.6 ),8.7,(+/- 1.2 ),5.4,(+/- 0.7 ),11.1,(+/- 1.1 ),7.4,(+/- 0.8 ),5.6,(+/- 0.6 ),4.9,(+/- 0.7 ),6.0,(+/- 0.7 ),5.2,(+/- 0.6 ),6.0,(+/- 0.7 ),5.8,(+/- 0.6 ),6.0,(+/- 0.6 ),5.8,(+/- 0.6 ),5.9,(+/- 0.7 ),5.3,(+/- 0.6 ),3.6,(+/- 0.5 )
Workers,Commuting to Work,Workers 16 years and over,345496,(+/- 7872 ),362585,(+/- 7134 ),349055,(+/- 7747 ),351981,(+/- 8997 ),371554,(+/- 9746 ),359735,(+/- 9755 ),357451,(+/- 9163 ),346393,(+/- 10362 ),338776,(+/- 10267 ),367538,(+/- 10457 ),328297,(+/- 8689 ),430023,(+/- 12023 ),372500,(+/- 11975 ),328918,(+/- 12310 ),289307,(+/- 10287 ),337700,(+/- 10115 ),348358,(+/- 5954 ),340036,(+/- 7155 ),322189,(+/- 6591 ),361791,(+/- 7075 ),317013,(+/- 5394 ),310213,(+/- 5596 ),304511,(+/- 5086 ),331913,(+/- 4823 ),342407,(+/- 6203 ),320011,(+/- 5746 ),355806,(+/- 5810 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",282498,(+/- 6845 ),279337,(+/- 7743 ),238418,(+/- 7054 ),237519,(+/- 8325 ),165526,(+/- 7380 ),111551,(+/- 5741 ),43611,(+/- 3182 ),82542,(+/- 4804 ),61360,(+/- 3781 ),36718,(+/- 3281 ),148098,(+/- 6289 ),27466,(+/- 3101 ),36476,(+/- 3933 ),71240,(+/- 4899 ),49575,(+/- 3844 ),161816,(+/- 6267 ),225937,(+/- 5656 ),246657,(+/- 7159 ),253876,(+/- 6454 ),284741,(+/- 7039 ),256075,(+/- 5898 ),253951,(+/- 5115 ),232774,(+/- 4793 ),266246,(+/- 5705 ),275549,(+/- 6357 ),253634,(+/- 5617 ),304848,(+/- 6549 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",24903,(+/- 3456 ),33626,(+/- 3695 ),23169,(+/- 3355 ),24265,(+/- 2989 ),23461,(+/- 2473 ),32310,(+/- 3441 ),13817,(+/- 2251 ),14102,(+/- 2676 ),12280,(+/- 1454 ),12441,(+/- 2299 ),20996,(+/- 2370 ),6209,(+/- 1479 ),9622,(+/- 2211 ),19869,(+/- 2719 ),10292,(+/- 2052 ),21027,(+/- 2777 ),34567,(+/- 3013 ),32028,(+/- 4078 ),23035,(+/- 2272 ),25167,(+/- 2661 ),27084,(+/- 3096 ),26113,(+/- 2895 ),30285,(+/- 2518 ),29477,(+/- 2822 ),24817,(+/- 2665 ),26655,(+/- 2734 ),24988,(+/- 2902 )
Workers,Commuting to Work,Public transportation (excluding taxicab),14215,(+/- 1803 ),30201,(+/- 3116 ),58160,(+/- 3735 ),61174,(+/- 3847 ),157496,(+/- 7374 ),174081,(+/- 7379 ),229145,(+/- 8262 ),209938,(+/- 7563 ),214605,(+/- 7269 ),194820,(+/- 8230 ),127922,(+/- 5287 ),251728,(+/- 11212 ),263736,(+/- 10730 ),197779,(+/- 9482 ),188784,(+/- 7837 ),119797,(+/- 6624 ),48049,(+/- 3437 ),21911,(+/- 2565 ),7773,(+/- 1288 ),16781,(+/- 2641 ),1526,(+/- 508 ),3594,(+/- 976 ),4871,(+/- 1206 ),6971,(+/- 1314 ),12487,(+/- 1616 ),17704,(+/- 2577 ),1603,(+/- 755 )
Workers,Commuting to Work,Walked,4503,(+/- 933 ),5056,(+/- 1507 ),6216,(+/- 1334 ),10613,(+/- 2149 ),13127,(+/- 1849 ),25930,(+/- 3107 ),44381,(+/- 4162 ),18244,(+/- 2181 ),23672,(+/- 2615 ),76656,(+/- 5973 ),14112,(+/- 1725 ),91938,(+/- 5822 ),34776,(+/- 3864 ),23884,(+/- 3074 ),24470,(+/- 3262 ),14378,(+/- 2205 ),15513,(+/- 2317 ),13384,(+/- 2347 ),13005,(+/- 1795 ),14457,(+/- 2406 ),14309,(+/- 1635 ),12172,(+/- 1558 ),19751,(+/- 2170 ),13542,(+/- 1647 ),12091,(+/- 1823 ),8900,(+/- 1577 ),8903,(+/- 1467 )
Workers,Commuting to Work,Other means,4425,(+/- 1723 ),4732,(+/- 1570 ),4020,(+/- 1122 ),3205,(+/- 1116 ),3905,(+/- 984 ),4628,(+/- 1450 ),10944,(+/- 1619 ),8504,(+/- 1629 ),10379,(+/- 1623 ),19159,(+/- 3178 ),3945,(+/- 925 ),25593,(+/- 3211 ),9815,(+/- 2161 ),5637,(+/- 1164 ),6726,(+/- 1554 ),5736,(+/- 1123 ),6630,(+/- 1330 ),6044,(+/- 1542 ),4266,(+/- 971 ),4954,(+/- 1211 ),6249,(+/- 1427 ),3259,(+/- 828 ),4835,(+/- 1022 ),3107,(+/- 678 ),3714,(+/- 799 ),4012,(+/- 997 ),3443,(+/- 917 )
Workers,Commuting to Work,Worked at home,14952,(+/- 2463 ),9633,(+/- 1812 ),19072,(+/- 2423 ),15205,(+/- 1831 ),8039,(+/- 1460 ),11235,(+/- 2130 ),15553,(+/- 1999 ),13063,(+/- 2202 ),16480,(+/- 2228 ),27744,(+/- 3352 ),13224,(+/- 2432 ),27089,(+/- 3586 ),18075,(+/- 2837 ),10509,(+/- 1997 ),9460,(+/- 1755 ),14946,(+/- 2321 ),17662,(+/- 1606 ),20012,(+/- 3039 ),20234,(+/- 2082 ),15691,(+/- 2015 ),11770,(+/- 1581 ),11124,(+/- 1614 ),11995,(+/- 1306 ),12570,(+/- 1697 ),13749,(+/- 1666 ),9106,(+/- 1696 ),12021,(+/- 1724 )
Workers,Commuting to Work,Mean travel time to work (minutes),32.0,(+/- 0.8 ),31.3,(+/- 0.7 ),36.5,(+/- 0.8 ),35.3,(+/- 0.7 ),47.8,(+/- 1.0 ),43.6,(+/- 0.7 ),39.8,(+/- 0.7 ),45.4,(+/- 0.7 ),43.9,(+/- 0.7 ),33.5,(+/- 0.8 ),44.5,(+/- 0.9 ),31.1,(+/- 0.5 ),40.3,(+/- 0.8 ),42.2,(+/- 0.8 ),44.2,(+/- 0.9 ),38.9,(+/- 0.9 ),31.7,(+/- 0.7 ),35.4,(+/- 1.0 ),28.6,(+/- 0.9 ),22.4,(+/- 0.6 ),22.2,(+/- 0.5 ),21.1,(+/- 0.5 ),20.3,(+/- 0.6 ),21.0,(+/- 0.4 ),20.2,(+/- 0.5 ),20.2,(+/- 0.5 ),24.3,(+/- 0.5 )
Workers,Occupation,Civilian employed population 16 years and over,352015,(+/- 7785 ),370978,(+/- 7241 ),355674,(+/- 7824 ),358206,(+/- 9300 ),381407,(+/- 9585 ),370630,(+/- 9553 ),365936,(+/- 9330 ),355320,(+/- 10464 ),348472,(+/- 10743 ),375870,(+/- 10508 ),332063,(+/- 8690 ),438169,(+/- 12014 ),386294,(+/- 12069 ),339766,(+/- 12578 ),299197,(+/- 10306 ),346935,(+/- 9907 ),356472,(+/- 6112 ),347640,(+/- 7222 ),328970,(+/- 6865 ),367229,(+/- 7089 ),313911,(+/- 5361 ),317693,(+/- 5332 ),311737,(+/- 5217 ),339175,(+/- 4983 ),352177,(+/- 6157 ),328576,(+/- 5406 ),362956,(+/- 5775 )
Workers,Occupation,"Management, business, science, and arts occupations",139316,(+/- 5376 ),131255,(+/- 6064 ),178668,(+/- 6177 ),153551,(+/- 5685 ),114927,(+/- 5705 ),138187,(+/- 5354 ),143076,(+/- 6329 ),139737,(+/- 6090 ),144187,(+/- 6517 ),223246,(+/- 8776 ),134903,(+/- 4623 ),294409,(+/- 10926 ),133641,(+/- 6499 ),103254,(+/- 5433 ),53418,(+/- 4120 ),147354,(+/- 6363 ),165328,(+/- 5546 ),140027,(+/- 6000 ),121973,(+/- 4177 ),157433,(+/- 5901 ),101594,(+/- 4199 ),113813,(+/- 4483 ),114876,(+/- 4501 ),129834,(+/- 4830 ),153502,(+/- 5823 ),119443,(+/- 5083 ),138053,(+/- 5054 )
Workers,Occupation,Service occupations,56534,(+/- 3967 ),71111,(+/- 4931 ),44314,(+/- 4027 ),62763,(+/- 4088 ),93812,(+/- 4780 ),84964,(+/- 4561 ),89759,(+/- 6245 ),83915,(+/- 4610 ),86966,(+/- 5048 ),46452,(+/- 4152 ),62741,(+/- 4145 ),39201,(+/- 4865 ),116059,(+/- 7091 ),91605,(+/- 6287 ),120084,(+/- 7056 ),72802,(+/- 5725 ),65491,(+/- 4857 ),62182,(+/- 4587 ),66100,(+/- 3775 ),63748,(+/- 4704 ),65882,(+/- 3537 ),66140,(+/- 3043 ),58533,(+/- 3135 ),57818,(+/- 3087 ),63325,(+/- 3946 ),64571,(+/- 3893 ),59206,(+/- 2805 )
Workers,Occupation,Sales and office occupations,90423,(+/- 4716 ),94773,(+/- 4867 ),93485,(+/- 4430 ),89645,(+/- 4598 ),97821,(+/- 5396 ),88003,(+/- 4621 ),75014,(+/- 3854 ),78904,(+/- 4775 ),71851,(+/- 3639 ),76446,(+/- 5145 ),77135,(+/- 4425 ),86217,(+/- 6719 ),85002,(+/- 5734 ),70192,(+/- 4134 ),66632,(+/- 4908 ),80221,(+/- 6094 ),75597,(+/- 3864 ),81895,(+/- 5266 ),72781,(+/- 3656 ),93208,(+/- 4610 ),71912,(+/- 3941 ),71521,(+/- 3652 ),66999,(+/- 3520 ),84925,(+/- 3324 ),80981,(+/- 3998 ),87596,(+/- 4170 ),84084,(+/- 4117 )
